"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Jonathan Lucroy","Brewers","580","7.9 %","11.9 %","0.67",".280",".340",".455",".795",".175","5.1",".290","-5.5","-1.4","0.9","78","14.2",".345","116","7870"
"Jed Lowrie","Athletics","662","7.6 %","13.7 %","0.55",".290",".344",".446",".791",".156","2.8",".319","-1.3","-0.1","-0.4","89","16.0",".345","120","4418"
"Jay Bruce","Reds","697","9.0 %","26.5 %","0.34",".262",".329",".478",".807",".216","3.6",".322","0.6","1.7","-0.2","93","16.7",".344","117","9892"
"Starling Marte","Pirates","566","4.4 %","24.4 %","0.18",".280",".343",".441",".784",".161","8.7",".363","6.0","0.7","1.9","75","13.4",".344","122","9241"
"Jacoby Ellsbury","Red Sox","636","7.4 %","14.5 %","0.51",".298",".355",".426",".781",".128","8.2",".341","3.3","-1.1","8.3","84","14.5",".343","112","4727"
"Will Venable","Padres","515","5.6 %","22.9 %","0.25",".268",".312",".484",".796",".216","7.3",".313","2.0","0.3","1.7","68","11.5",".342","122","211"
"Kendrys Morales","Mariners","657","7.5 %","17.4 %","0.43",".277",".336",".449",".785",".171","0.8",".309","-5.3","-1.8","-0.5","86","14.4",".342","119","8610"
"Ian Desmond","Nationals","655","6.6 %","22.1 %","0.30",".280",".331",".453",".784",".173","5.3",".336","1.4","-0.9","1.4","86","13.7",".341","116","6885"
"Andre Ethier","Dodgers","553","11.0 %","17.2 %","0.64",".272",".360",".423",".783",".151","2.9",".315","0.6","1.8","-0.8","72","11.5",".340","120","6265"
"Alfonso Soriano","- - -","626","5.8 %","24.9 %","0.23",".255",".302",".489",".791",".234","4.8",".289","-0.9","0.7","-0.3","82","13.0",".340","115","847"
"Victor Martinez","Tigers","668","8.1 %","9.3 %","0.87",".301",".355",".430",".785",".129","1.3",".313","-5.9","-2.3","-1.4","87","13.5",".340","113","393"
"Coco Crisp","Athletics","584","10.4 %","11.1 %","0.94",".261",".335",".444",".779",".183","6.1",".258","3.5","0.5","1.8","76","11.5",".339","116","1572"
"James Loney","Rays","598","7.4 %","12.9 %","0.57",".299",".348",".430",".778",".131","2.0",".326","-0.9","-1.1","-0.3","77","11.7",".339","117","4556"
"Kyle Seager","Mariners","695","9.8 %","17.6 %","0.56",".260",".338",".426",".764",".166","3.9",".290","0.7","2.4","0.0","89","12.5",".337","116","9785"
"Chris Carter","Astros","585","12.0 %","36.2 %","0.33",".223",".320",".451",".770",".227","3.0",".311","-2.6","1.0","-0.1","75","10.5",".337","112","9911"
"Nick Swisher","Indians","634","12.1 %","21.8 %","0.56",".246",".341",".423",".763",".177","2.6",".288","-1.1","1.0","-0.4","81","11.3",".336","113","4599"
"Howie Kendrick","Angels","513","4.5 %","17.3 %","0.26",".297",".335",".439",".775",".142","4.4",".340","-4.5","-1.3","-0.4","65","8.8",".336","117","4229"
"Brett Gardner","Yankees","609","8.5 %","20.9 %","0.41",".273",".344",".416",".759",".143","7.4",".342","1.7","0.9","1.2","77","9.9",".335","109","9927"
"Ben Zobrist","Rays","698","10.3 %","13.0 %","0.79",".275",".354",".402",".756",".127","4.4",".303","2.2","-0.9","0.4","88","11.2",".334","114","7435"
"Ian Kinsler","Rangers","614","8.3 %","9.6 %","0.86",".277",".344",".413",".757",".136","4.7",".288","1.6","1.5","-1.8","77","9.8",".334","104","6195"
"Neil Walker","Pirates","551","9.1 %","15.4 %","0.59",".251",".339",".418",".757",".167","3.3",".274","0.1","-1.2","-1.0","69","8.4",".333","115","7539"
"Austin Jackson","Tigers","614","8.5 %","21.0 %","0.40",".272",".337",".417",".754",".145","6.1",".333","4.8","-0.3","-0.5","76","9.0",".332","108","9848"
"Adam Dunn","White Sox","607","12.5 %","31.1 %","0.40",".219",".320",".442",".762",".223","1.1",".266","-2.9","2.2","-0.7","75","8.4",".331","107","319"
"Justin Smoak","Mariners","521","12.3 %","22.8 %","0.54",".238",".334",".412",".746",".174","0.9",".278","-3.8","-0.1","-0.5","64","7.2",".331","112","9054"
"Pablo Sandoval","Giants","584","8.0 %","13.5 %","0.59",".278",".341",".417",".758",".139","1.6",".301","-5.4","-1.4","-0.5","72","7.9",".331","117","5409"
"Nate Schierholtz","Cubs","503","5.8 %","18.7 %","0.31",".251",".301",".470",".770",".219","4.4",".270","1.0","1.5","-0.3","62","6.8",".331","109","6201"
"Alex Rios","- - -","662","6.2 %","16.3 %","0.38",".278",".324",".432",".756",".154","6.7",".311","1.7","-1.1","5.2","81","8.5",".330","105","2090"
"Desmond Jennings","Rays","602","10.6 %","19.1 %","0.56",".252",".334",".414",".748",".161","6.3",".295","3.1","0.7","0.4","74","7.6",".330","111","1965"
"Pedro Alvarez","Pirates","614","7.8 %","30.3 %","0.26",".233",".296",".473",".770",".240","3.1",".276","1.1","-1.5","0.0","75","7.7",".330","112","2495"
"Chase Headley","Padres","600","11.2 %","23.7 %","0.47",".250",".347",".400",".747",".150","3.6",".319","-3.2","1.0","-0.5","73","7.4",".330","113","4720"
"Jean Segura","Brewers","623","4.0 %","13.5 %","0.30",".294",".329",".423",".752",".129","7.5",".326","1.0","0.9","3.2","76","7.4",".329","105","5933"
"Salvador Perez","Royals","526","4.0 %","12.0 %","0.33",".292",".323",".433",".757",".141","1.9",".311","-1.5","-0.6","-0.4","64","6.2",".329","106","7304"
"Martin Prado","Diamondbacks","664","7.1 %","8.0 %","0.89",".282",".333",".417",".750",".135","2.4",".288","-2.5","-4.2","-1.9","80","7.6",".328","104","3312"
"Nori Aoki","Brewers","674","8.2 %","5.9 %","1.38",".286",".356",".370",".726",".084","4.6",".295","-3.0","0.0","-1.3","80","6.3",".326","102","13075"
"Alex Gordon","Royals","700","7.4 %","20.1 %","0.37",".265",".327",".422",".749",".156","5.4",".310","4.5","2.1","0.5","83","6.5",".326","104","5209"
"Manny Machado","Orioles","710","4.1 %","15.9 %","0.26",".283",".314",".432",".746",".148","3.7",".322","1.0","-0.1","-2.0","84","6.4",".325","102","11493"
"Jedd Gyorko","Padres","525","6.3 %","23.4 %","0.27",".249",".301",".444",".745",".195","2.0",".287","2.0","-1.1","-0.6","62","4.6",".325","110","10816"
"Anthony Rizzo","Cubs","690","11.0 %","18.4 %","0.60",".233",".323",".419",".742",".186","3.1",".258","-2.0","0.6","-1.2","82","5.9",".325","105","3473"
"Marco Scutaro","Giants","547","8.2 %","6.2 %","1.32",".297",".357",".369",".726",".072","3.4",".314","0.5","0.0","-0.2","65","4.7",".325","112","1555"
"Nate McLouth","Orioles","593","8.9 %","14.5 %","0.62",".258",".329",".399",".729",".141","6.4",".288","2.0","1.1","2.8","69","4.1",".323","100","3190"
"Chris Denorfia","Padres","520","8.1 %","16.2 %","0.50",".279",".337",".395",".732",".116","5.3",".319","1.0","-1.6","1.7","61","3.6",".323","108","4400"
"David Freese","Cardinals","521","9.0 %","20.3 %","0.44",".262",".340",".381",".721",".119","2.1",".320","-1.0","-4.6","-1.1","60","3.2",".322","105","9549"
"Mark Trumbo","Angels","678","8.0 %","27.1 %","0.29",".234",".294",".453",".747",".219","3.7",".273","-1.7","-0.6","-0.2","78","4.1",".322","107","6876"
"J.J. Hardy","Orioles","644","5.9 %","11.3 %","0.52",".263",".306",".433",".738",".170","1.9",".263","-2.3","-0.4","-0.5","74","3.9",".322","99","3797"
"Justin Morneau","- - -","635","7.9 %","17.3 %","0.45",".259",".323",".411",".734",".152","1.1",".290","-3.3","1.2","-0.5","73","3.6",".321","101","1737"
"Adam LaRoche","Nationals","590","12.2 %","22.2 %","0.55",".237",".332",".403",".735",".166","4.0",".277","0.0","-0.1","-0.1","68","3.3",".321","102","1904"
"Alejandro De Aza","White Sox","675","7.4 %","21.8 %","0.34",".264",".323",".405",".728",".142","5.5",".318","3.6","0.6","0.3","78","3.5",".320","99","3371"
"Michael Young","- - -","565","7.6 %","14.7 %","0.52",".279",".335",".395",".730",".116","3.2",".319","-4.2","-3.5","-0.3","65","2.9",".320","102","1286"
"Michael Brantley","Indians","611","6.5 %","11.0 %","0.60",".284",".332",".396",".728",".112","5.1",".304","1.8","0.9","1.3","70","3.1",".320","101","4106"
"Daniel Murphy","Mets","697","4.6 %","13.6 %","0.34",".286",".319",".415",".733",".129","6.1",".315","3.8","0.4","2.9","80","3.3",".320","106","4316"
"Mitch Moreland","Rangers","518","8.7 %","22.6 %","0.38",".232",".299",".437",".736",".206","1.8",".255","-0.9","-0.7","-0.4","59","2.5",".320","95","3086"
"Jon Jay","Cardinals","628","8.3 %","16.4 %","0.50",".276",".351",".370",".721",".095","4.3",".325","1.2","-0.2","-0.5","72","2.8",".319","103","5227"
"Brian Dozier","Twins","623","8.2 %","19.3 %","0.43",".244",".312",".414",".726",".170","5.1",".278","3.5","-1.0","-0.4","71","2.7",".319","99","9810"
"Josh Hamilton","Angels","636","7.4 %","24.8 %","0.30",".250",".307",".432",".739",".182","4.5",".303","2.3","-0.5","0.3","72","2.7",".319","105","1875"
"Todd Frazier","Reds","600","8.3 %","20.8 %","0.40",".234",".314",".407",".721",".173","3.7",".269","2.1","-0.8","-1.2","68","2.4",".319","99","785"
"Gerardo Parra","Diamondbacks","663","7.2 %","15.1 %","0.48",".268",".323",".403",".726",".135","4.5",".305","0.9","0.2","-2.4","75","2.2",".318","96","8553"
"Yoenis Cespedes","Athletics","574","6.4 %","23.9 %","0.27",".240",".294",".442",".737",".202","4.7",".274","2.4","1.6","-1.7","65","1.9",".318","102","13110"
"Russell Martin","Pirates","506","11.5 %","21.3 %","0.54",".226",".327",".377",".703",".151","3.1",".266","-0.7","-0.2","-0.6","56","0.6",".315","102","4616"
"Denard Span","Nationals","662","6.3 %","11.6 %","0.55",".279",".327",".380",".707",".102","6.6",".313","1.5","-0.7","1.1","72","-0.5",".313","96","8347"
"A.J. Pierzynski","Rangers","529","2.1 %","14.4 %","0.14",".272",".297",".425",".722",".153","2.1",".288","-3.0","-1.3","-0.6","58","-0.4",".313","90","746"
"Alberto Callaspo","- - -","516","10.3 %","9.1 %","1.13",".258",".333",".369",".702",".110","1.4",".266","-4.4","-0.1","-1.3","56","-0.7",".312","99","3336"
"Yunel Escobar","Rays","578","9.9 %","12.6 %","0.78",".256",".332",".366",".698",".110","2.9",".281","0.6","-1.6","-1.3","62","-1.1",".311","98","4191"
"Ryan Doumit","Twins","538","8.9 %","18.4 %","0.48",".247",".314",".396",".710",".148","2.2",".282","-0.3","-0.2","-0.2","58","-1.2",".311","94","2113"
"Mark Reynolds","- - -","504","10.1 %","30.6 %","0.33",".220",".306",".393",".699",".173","2.5",".282","-0.5","0.5","-0.2","54","-1.5",".310","94","7619"
"Trevor Plouffe","Twins","522","6.5 %","21.5 %","0.30",".254",".309",".392",".701",".138","2.3",".301","-3.0","0.0","-0.4","55","-2.0",".309","92","7462"
"Leonys Martin","Rangers","508","5.5 %","20.5 %","0.27",".260",".313",".385",".698",".125","8.0",".319","3.0","1.4","3.3","53","-2.2",".308","87","11846"
"Nolan Arenado","Rockies","514","4.5 %","14.0 %","0.32",".267",".301",".405",".706",".138","3.7",".296","-0.1","-1.5","0.0","54","-2.3",".308","77","9777"
"Gregor Blanco","Giants","511","10.2 %","18.6 %","0.55",".265",".341",".350",".690",".084","5.4",".328","1.3","-0.6","-1.2","53","-2.6",".307","100","3123"
"Brandon Phillips","Reds","666","5.9 %","14.7 %","0.40",".261",".310",".396",".706",".135","3.7",".281","0.5","-0.1","-0.7","69","-3.6",".307","90","791"
"Asdrubal Cabrera","Indians","562","6.2 %","20.3 %","0.31",".242",".299",".402",".700",".159","4.8",".283","-3.8","0.8","0.3","59","-3.1",".307","92","4962"
"Nick Markakis","Orioles","700","7.9 %","10.9 %","0.72",".271",".329",".356",".685",".085","2.1",".291","1.4","-0.8","-1.2","72","-5.2",".304","87","5930"
"Alexei Ramirez","White Sox","674","3.9 %","10.1 %","0.38",".284",".313",".380",".693",".096","5.1",".309","2.1","-0.7","2.0","69","-5.1",".304","88","5133"
"Andrelton Simmons","Braves","658","6.1 %","8.4 %","0.73",".248",".296",".396",".692",".149","4.5",".247","-0.6","-0.8","-1.2","67","-5.5",".303","91","10847"
"Dan Uggla","Braves","537","14.3 %","31.8 %","0.45",".179",".309",".362",".671",".183","3.9",".225","-2.7","1.1","0.0","54","-4.6",".303","91","3442"
"Matt Wieters","Orioles","579","7.4 %","18.0 %","0.41",".235",".287",".417",".704",".182","2.2",".247","-2.3","1.3","0.0","58","-5.2",".302","86","4298"
"Matt Dominguez","Astros","589","5.1 %","16.3 %","0.31",".241",".286",".403",".690",".162","1.3",".254","-1.5","-1.0","-0.8","59","-5.9",".301","87","4903"
"Michael Bourn","Indians","575","7.0 %","23.0 %","0.30",".263",".316",".360",".676",".097","6.5",".338","2.7","1.7","-0.5","57","-6.0",".300","88","6387"
"Erick Aybar","Angels","589","3.9 %","10.0 %","0.39",".271",".301",".382",".683",".111","5.2",".292","2.5","-0.8","-0.7","58","-7.0",".299","91","4082"
"Paul Konerko","White Sox","520","8.7 %","14.2 %","0.61",".244",".313",".355",".669",".111","0.8",".265","-7.3","-1.1","-0.5","51","-6.3",".298","84","242"
"Jose Altuve","Astros","672","4.8 %","12.6 %","0.38",".283",".316",".363",".678",".080","5.0",".316","-0.3","-4.1","1.4","65","-9.1",".297","84","5417"
"Brandon Crawford","Giants","550","7.6 %","17.5 %","0.44",".248",".311",".363",".674",".114","2.6",".290","0.2","0.1","-1.0","53","-7.6",".296","93","5343"
"Elvis Andrus","Rangers","698","7.4 %","13.9 %","0.54",".271",".328",".331",".659",".060","6.6",".312","6.9","-0.9","4.6","67","-9.8",".296","78","8709"
"Jimmy Rollins","Phillies","666","8.9 %","14.0 %","0.63",".252",".318",".348",".667",".097","4.9",".288","1.8","-0.5","1.5","63","-9.7",".295","84","971"
"Zack Cozart","Reds","618","4.2 %","16.5 %","0.25",".254",".284",".381",".665",".127","3.0",".285","3.3","-1.8","-0.4","56","-12.1",".289","78","2616"
"Eric Young","- - -","598","7.7 %","16.7 %","0.46",".249",".310",".336",".645",".087","7.8",".301","5.7","0.7","4.5","54","-11.9",".288","78","7158"
"Mike Moustakas","Royals","514","6.2 %","16.1 %","0.39",".233",".287",".364",".651",".131","1.7",".257","-0.2","-0.3","-1.5","46","-10.6",".287","77","4892"
"Ichiro Suzuki","Yankees","555","4.7 %","11.4 %","0.41",".262",".297",".342",".639",".081","5.6",".285","2.1","1.7","2.0","47","-14.3",".281","72","1101"
"Starlin Castro","Cubs","705","4.3 %","18.3 %","0.23",".245",".284",".347",".631",".102","3.4",".290","-0.1","-2.5","-1.0","59","-18.7",".280","74","4579"
"Darwin Barney","Cubs","555","6.5 %","11.5 %","0.56",".208",".266",".303",".569",".096","3.4",".222","2.1","-2.2","-0.3","34","-27.0",".252","54","2430"
"Adeiny Hechavarria","Marlins","578","5.2 %","16.6 %","0.31",".227",".267",".298",".565",".072","4.4",".270","-0.5","-2.4","-2.1","35","-28.2",".251","56","10459"
"Alcides Escobar","Royals","642","3.0 %","13.1 %","0.23",".234",".259",".300",".559",".066","6.2",".264","4.1","0.0","3.9","37","-33.6",".247","49","6310"
