"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","playerid"
"Nick Markakis","Orioles","1.21","-11.75","12.95","14.68","1.47","1.01","","0","0.54","0.66","5930"
"Troy Tulowitzki","Rockies","1.13","-9.95","11.08","26.27","2.48","1.01","","0","2.83","-1.72","3531"
"Andre Ethier","Dodgers","1.11","-9.68","10.79","27.36","3.03","1.01","2.40","8","2.00","-0.90","6265"
"Stephen Drew","Diamondbacks","1.10","-10.66","11.76","17.07","1.83","1.02","2.23","6","1.26","-0.18","4251"
"Johnny Damon","Tigers","1.07","-11.03","12.11","4.97","0.48","1.10","3.09","12","0.87","0.11","185"
"Dexter Fowler","Rockies","1.05","-7.81","8.85","7.36","0.53","0.93","0.91","18","-0.12","1.24","4062"
"Ike Davis","Mets","1.02","-10.56","11.58","15.39","1.70","1.04","2.27","5","1.80","-0.82","8433"
"Lyle Overbay","Blue Jays","0.90","-9.09","10.00","7.66","0.81","0.90","2.13","3","0.02","0.98","1617"
"Jay Bruce","Reds","0.89","-10.67","11.56","8.79","0.88","1.03","1.88","9","1.56","-0.69","9892"
"Martin Prado","Braves","0.87","-10.68","11.55","18.20","1.88","0.99","","0","1.44","-0.57","3312"
"Alfonso Soriano","Cubs","0.86","-9.91","10.78","16.30","1.70","1.01","1.91","13","1.77","-0.92","847"
"Curtis Granderson","Yankees","0.84","-8.64","9.49","12.68","1.30","0.95","1.01","8","0.94","-0.05","4747"
"Chris Young","Diamondbacks","0.84","-12.48","13.32","15.01","1.40","1.05","3.86","1","1.51","-0.72","3882"
"Justin Upton","Diamondbacks","0.82","-10.28","11.10","4.10","0.44","1.00","4.79","1","1.85","-1.03","5222"
"Ryan Ludwick","- - -","0.79","-9.91","10.69","12.44","1.34","1.04","1.85","11","0.06","0.69","1260"
"Carlos Quentin","White Sox","0.76","-9.84","10.61","21.23","2.00","1.06","1.77","5","1.52","-0.80","6274"
"Austin Jackson","Tigers","0.70","-10.97","11.68","5.30","0.59","0.97","1.97","6","0.38","0.35","9848"
"Colby Rasmus","Cardinals","0.58","-9.29","9.87","19.91","2.07","1.02","1.63","16","1.68","-1.11","9893"
"Ichiro Suzuki","Mariners","0.49","-11.97","12.46","10.72","1.22","0.99","","0","0.57","-0.07","1101"
"Omar Infante","Braves","0.43","-8.75","9.19","2.75","0.34","0.98","1.03","13","0.76","-0.32","1609"
"Kurt Suzuki","Athletics","0.39","-9.65","10.04","-8.73","-0.96","1.04","1.42","1","-0.53","0.91","8259"
"Juan Uribe","Giants","0.38","-11.23","11.61","0.59","0.22","1.09","0.86","4","-0.30","0.65","454"
"Yuniesky Betancourt","Royals","0.36","-11.40","11.75","-3.33","-0.36","1.09","","0","-0.80","1.13","8585"
"Jonny Gomes","Reds","0.34","-10.70","11.04","8.47","0.86","1.09","1.15","15","0.88","-0.57","1845"
"Adam Lind","Blue Jays","0.30","-10.01","10.30","-0.11","0.01","0.90","2.41","5","0.26","0.07","8027"
"Drew Stubbs","Reds","0.26","-10.46","10.73","11.37","1.12","1.02","1.11","6","1.00","-0.75","9328"
"Cliff Pennington","Athletics","0.24","-9.33","9.57","-1.61","-0.10","0.99","1.98","3","-0.51","0.75","3395"
"Torii Hunter","Angels","0.15","-12.18","12.34","17.58","1.81","0.99","","0","1.34","-1.18","731"
"J.D. Drew","Red Sox","0.10","-9.07","9.17","8.11","0.81","0.98","1.76","10","0.30","-0.20","1152"
"Skip Schumaker","Cardinals","0.10","-8.00","8.10","-0.79","-0.11","0.90","1.70","12","-0.70","0.81","3704"
"Jason Kubel","Twins","0.09","-10.59","10.68","-1.44","-0.15","1.04","1.49","5","-0.18","0.26","2161"
"Mike Napoli","Angels","0.06","-8.82","8.88","-1.29","-0.06","0.94","1.35","8","0.81","-0.75","3057"
"Howie Kendrick","Angels","0.03","-11.11","11.14","1.72","0.26","0.97","1.84","6","-0.65","0.68","4229"
"Jeff Keppinger","Astros","-0.02","-9.53","9.51","12.01","1.37","0.99","1.57","5","0.82","-0.84","3856"
"Adrian Beltre","Red Sox","-0.03","-12.34","12.31","16.56","1.68","1.03","","0","2.05","-2.07","639"
"Starlin Castro","Cubs","-0.04","-8.58","8.54","-3.21","-0.33","0.97","0.26","2","-0.53","0.49","4579"
"Juan Pierre","White Sox","-0.06","-12.61","12.55","-7.05","-0.63","1.03","2.89","1","-1.21","1.15","443"
"Jose Reyes","Mets","-0.08","-11.05","10.96","4.54","0.53","1.02","1.50","1","0.97","-1.05","1736"
"Garrett Jones","Pirates","-0.12","-12.25","12.13","-7.21","-0.83","1.04","2.84","4","-0.94","0.83","2714"
"James Loney","Dodgers","-0.12","-11.36","11.24","9.60","0.99","1.01","0.85","4","-0.50","0.38","4556"
"Casey Blake","Dodgers","-0.28","-10.69","10.41","1.24","-0.02","1.03","1.15","8","0.56","-0.83","719"
"Adam LaRoche","Diamondbacks","-0.29","-12.02","11.73","17.20","1.81","1.08","1.95","6","0.47","-0.74","1904"
"Miguel Tejada","- - -","-0.30","-12.39","12.10","-6.88","-0.76","1.04","","0","-0.95","0.66","941"
"Melvin Upton Jr.","Rays","-0.31","-11.29","10.98","7.06","0.60","1.02","0.07","1","0.57","-0.87","5015"
"Denard Span","Twins","-0.36","-11.93","11.57","5.45","0.52","0.97","","0","-0.64","0.27","8347"
"Brandon Phillips","Reds","-0.40","-11.40","11.00","-0.66","0.01","0.96","1.72","1","0.19","-0.61","791"
"Matt Kemp","Dodgers","-0.41","-12.89","12.48","0.90","0.08","1.03","1.39","6","1.38","-1.79","5631"
"Yadier Molina","Cardinals","-0.42","-9.19","8.77","-2.13","-0.22","1.02","","0","-0.89","0.47","7007"
"Aramis Ramirez","Cubs","-0.56","-9.49","8.93","0.28","-0.04","1.02","2.15","6","-0.53","-0.02","1002"
"Scott Podsednik","- - -","-0.59","-11.06","10.47","1.61","0.01","1.05","0.99","4","-0.75","0.19","1095"
"Angel Pagan","Mets","-0.61","-11.19","10.58","22.56","2.46","1.00","0.91","6","0.92","-1.53","2918"
"Alex Gonzalez","- - -","-0.62","-12.11","11.48","-5.41","-0.59","1.02","","0","-0.70","0.09","520"
"Pablo Sandoval","Giants","-0.67","-10.13","9.46","-0.51","0.10","1.00","1.44","4","0.10","-0.77","5409"
"Michael Young","Rangers","-0.68","-13.82","13.13","7.85","0.67","1.04","","0","0.71","-1.37","1286"
"Derek Jeter","Yankees","-0.70","-13.24","12.54","-6.21","-0.62","0.99","1.85","2","-0.27","-0.44","826"
"Jeff Francoeur","- - -","-0.79","-9.56","8.77","-8.07","-0.83","1.10","1.74","9","-0.57","-0.15","4792"
"Jose Guillen","- - -","-0.79","-10.97","10.18","-3.41","-0.34","1.06","2.91","5","-0.56","-0.19","57"
"Kevin Kouzmanoff","Athletics","-0.81","-11.44","10.64","-15.38","-1.60","1.04","0.44","1","-1.20","0.42","5995"
"Jorge Cantu","- - -","-0.82","-9.57","8.74","-24.43","-2.42","0.98","1.12","2","-0.98","0.14","2521"
"Michael Cuddyer","Twins","-0.83","-12.26","11.42","1.01","0.08","1.01","2.48","1","0.25","-1.08","1534"
"A.J. Pierzynski","White Sox","-0.85","-9.75","8.89","-12.95","-1.32","1.03","2.23","5","-1.87","1.04","746"
"Brennan Boesch","Tigers","-0.88","-9.65","8.77","4.80","0.49","1.08","0.91","5","-0.10","-0.72","914"
"Chone Figgins","Mariners","-0.90","-12.04","11.13","-10.23","-1.12","1.04","","0","-1.47","0.60","1580"
"Marco Scutaro","Red Sox","-0.91","-11.90","10.99","-5.49","-0.56","1.00","0.60","3","-0.89","-0.03","1555"
"Cody Ross","- - -","-0.94","-10.18","9.23","1.75","0.16","0.99","1.18","3","0.45","-1.41","1760"
"Mark Reynolds","Diamondbacks","-0.97","-10.80","9.84","0.62","0.07","1.01","2.55","4","0.18","-1.14","7619"
"Franklin Gutierrez","Mariners","-1.01","-11.93","10.92","-9.27","-0.87","1.09","2.91","2","-1.11","0.19","3255"
"Ben Zobrist","Rays","-1.02","-11.51","10.50","7.57","0.70","1.04","1.49","6","0.94","-1.92","7435"
"Jhonny Peralta","- - -","-1.04","-11.77","10.73","4.41","0.46","1.06","1.46","2","-0.37","-0.61","1738"
"Jose Lopez","Mariners","-1.05","-12.55","11.51","-27.07","-2.94","1.07","2.29","1","-2.83","1.85","3114"
"Elvis Andrus","Rangers","-1.11","-12.60","11.48","-9.50","-0.85","1.06","3.05","3","-1.46","0.41","8709"
"Alexei Ramirez","White Sox","-1.15","-11.61","10.46","-2.78","-0.23","1.03","2.87","1","-0.81","-0.30","5133"
"Orlando Cabrera","Reds","-1.21","-9.45","8.24","-15.16","-1.66","1.00","2.77","3","-0.97","-0.24","766"
"Ian Desmond","Nationals","-1.23","-10.48","9.26","1.80","0.22","0.99","0.84","10","0.13","-1.37","6885"
"Jason Bartlett","Rays","-1.23","-9.38","8.15","0.24","0.10","0.97","0.92","5","-0.66","-0.61","8219"
"Adam Jones","Orioles","-1.33","-12.75","11.42","-4.91","-0.52","1.10","","0","-0.27","-0.94","6368"
"Melky Cabrera","Braves","-1.41","-9.37","7.96","-10.08","-1.10","1.07","1.57","15","-0.69","-0.62","4022"
"Nyjer Morgan","Nationals","-1.41","-10.08","8.67","-17.34","-1.84","0.99","1.73","6","-1.70","0.28","4885"
"Derrek Lee","- - -","-1.43","-11.45","10.02","0.40","0.00","0.98","1.14","3","0.28","-1.74","525"
"Orlando Hudson","Twins","-1.44","-9.69","8.25","-7.95","-0.80","0.92","","0","-0.44","-1.12","1307"
"Chase Headley","Padres","-1.46","-12.45","10.99","0.85","0.24","1.08","1.15","3","-0.03","-1.32","4720"
"Ty Wigginton","Orioles","-1.48","-12.24","10.76","-10.63","-1.06","1.05","2.18","3","-0.24","-1.16","1491"
"Rajai Davis","Athletics","-1.79","-10.67","8.87","-2.80","-0.24","0.99","0.00","1","0.21","-2.03","3708"
"Brandon Inge","Tigers","-1.86","-11.05","9.19","-8.77","-0.92","1.03","1.76","5","-0.56","-1.25","470"
"Aaron Hill","Blue Jays","-2.26","-10.14","7.88","-14.38","-1.44","0.90","","0","-1.01","-1.51","6104"
"Alberto Callaspo","- - -","-2.40","-12.56","10.16","-19.40","-1.95","1.09","2.56","6","-1.66","-0.54","3336"
"Yunel Escobar","- - -","-2.50","-9.97","7.47","-14.92","-1.56","0.94","0.93","1","-1.56","-1.10","4191"
"Erick Aybar","Angels","-2.55","-10.12","7.57","-21.57","-2.25","0.99","0.91","4","-1.97","-0.62","4082"
"Cesar Izturis","Orioles","-2.84","-10.11","7.27","-33.92","-3.43","1.02","","0","-3.39","0.61","656"
"Alcides Escobar","Brewers","-3.25","-10.12","6.87","-32.85","-3.45","0.94","0.37","5","-2.65","-0.81","6310"
"Ryan Theriot","- - -","-3.35","-11.67","8.32","-18.42","-1.90","0.99","1.33","5","-1.76","-1.64","3811"
