Name,Team,G,AB,PA,H_b,1B,2B,3B,HR_b,R_b,RBI,BB_b,IBB_b,SO_b,BB%,K%,BB/K,BABIP_b,HBP_b,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,W,L,GS,CG,IP,H_p,HR_p,BB_p,SO_p,R_p,SV,BS,BK,ER,HBP_p,HLD,IBB_p,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP_p,FIP,WHIP
Jim Thome,White Sox,130,432.0,536.0,119.0,65.0,19.0,0.0,35.0,79.0,96.0,95.0,11.0,134.0,17.7,25.0,0.71,0.316,6.0,3.0,0.0,10.0,0.0,1.0,-13.4,0.287,0.412,36.3,0.275,0.41,0.563,0.973,3.4,150.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Austin Kearns,Nationals,161,587.0,674.0,156.0,104.0,35.0,1.0,16.0,84.0,74.0,71.0,5.0,106.0,10.5,15.7,0.67,0.299,12.0,4.0,0.0,13.0,2.0,2.0,8.1,0.145,0.338,4.2,0.266,0.355,0.411,0.765,3.4,104.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Kelly Johnson,Braves,147,521.0,608.0,144.0,92.0,26.0,10.0,16.0,91.0,68.0,79.0,3.0,117.0,13.0,19.2,0.68,0.328,4.0,2.0,2.0,8.0,9.0,5.0,-2.9,0.18,0.364,17.0,0.276,0.375,0.457,0.831,3.4,118.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Bobby Abreu,Yankees,158,605.0,699.0,171.0,110.0,40.0,5.0,16.0,123.0,101.0,84.0,0.0,115.0,12.0,16.5,0.73,0.322,3.0,7.0,0.0,11.0,25.0,8.0,-9.6,0.162,0.358,16.0,0.28300000000000003,0.369,0.445,0.8140000000000001,3.4,117.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jason Bartlett,Twins,140,510.0,570.0,135.0,103.0,20.0,7.0,5.0,75.0,43.0,50.0,3.0,73.0,8.8,12.8,0.68,0.3,8.0,2.0,0.0,8.0,23.0,3.0,14.8,0.096,0.313,-8.4,0.265,0.339,0.361,0.6990000000000001,3.3,88.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Andruw Jones,Braves,154,572.0,659.0,127.0,72.0,27.0,2.0,26.0,83.0,94.0,70.0,4.0,138.0,10.6,20.9,0.51,0.242,8.0,9.0,0.0,16.0,5.0,2.0,25.5,0.191,0.315,-8.9,0.222,0.311,0.413,0.7240000000000001,3.3,86.0,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Carl Crawford,Devil Rays,143,584.0,627.0,184.0,127.0,37.0,9.0,11.0,93.0,80.0,32.0,5.0,112.0,5.1,17.9,0.29,0.374,5.0,2.0,1.0,11.0,50.0,10.0,-7.7,0.151,0.355,12.4,0.315,0.355,0.466,0.82,3.3,116.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jeff Francoeur,Braves,162,642.0,696.0,188.0,129.0,40.0,0.0,19.0,84.0,105.0,42.0,5.0,129.0,6.0,18.5,0.33,0.337,5.0,7.0,0.0,14.0,5.0,2.0,13.1,0.151,0.338,4.2,0.293,0.338,0.444,0.782,3.3,101.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Guillen,Tigers,151,564.0,630.0,167.0,102.0,35.0,9.0,21.0,86.0,102.0,55.0,10.0,93.0,8.7,14.8,0.59,0.319,3.0,8.0,0.0,14.0,13.0,8.0,-4.6,0.206,0.364,17.4,0.29600000000000004,0.35700000000000004,0.502,0.8590000000000001,3.3,120.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Derrek Lee,Cubs,150,567.0,650.0,180.0,114.0,43.0,1.0,22.0,91.0,82.0,71.0,8.0,114.0,10.9,17.5,0.62,0.364,9.0,3.0,0.0,15.0,6.0,5.0,-11.0,0.196,0.394,34.4,0.317,0.4,0.513,0.913,3.3,132.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Torii Hunter,Twins,160,600.0,650.0,172.0,98.0,45.0,1.0,28.0,94.0,107.0,40.0,10.0,101.0,6.2,15.5,0.4,0.303,5.0,5.0,0.0,17.0,18.0,9.0,-0.8,0.218,0.354,12.7,0.287,0.334,0.505,0.8390000000000001,3.2,116.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Vladimir Guerrero,Angels,150,574.0,660.0,186.0,113.0,45.0,1.0,27.0,89.0,125.0,71.0,28.0,62.0,10.8,9.4,1.15,0.324,9.0,6.0,0.0,19.0,2.0,3.0,-18.4,0.223,0.396,36.1,0.324,0.403,0.547,0.95,3.2,143.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Rickie Weeks Jr.,Brewers,118,409.0,506.0,96.0,53.0,21.0,6.0,16.0,87.0,36.0,78.0,5.0,116.0,15.4,22.9,0.67,0.287,14.0,2.0,3.0,3.0,25.0,2.0,-0.7,0.198,0.35700000000000004,10.8,0.235,0.374,0.433,0.807,3.1,113.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Howard,Phillies,144,529.0,648.0,142.0,69.0,26.0,0.0,47.0,94.0,136.0,107.0,35.0,199.0,16.5,30.7,0.54,0.328,5.0,7.0,0.0,13.0,1.0,0.0,-13.8,0.316,0.397,35.8,0.268,0.392,0.584,0.976,3.1,135.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Akinori Iwamura,Devil Rays,123,491.0,559.0,140.0,102.0,21.0,10.0,7.0,82.0,34.0,58.0,0.0,114.0,10.4,20.4,0.51,0.355,1.0,5.0,4.0,2.0,12.0,8.0,4.0,0.126,0.341,4.8,0.285,0.359,0.411,0.77,3.1,107.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Gary Sheffield,Tigers,133,494.0,593.0,131.0,85.0,20.0,1.0,25.0,107.0,75.0,84.0,2.0,71.0,14.2,12.0,1.18,0.262,9.0,6.0,0.0,10.0,22.0,5.0,-11.9,0.196,0.368,18.6,0.265,0.378,0.462,0.8390000000000001,3.0,123.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Freddy Sanchez,Pirates,147,602.0,653.0,183.0,126.0,42.0,4.0,11.0,77.0,81.0,32.0,2.0,76.0,4.9,11.6,0.42,0.328,8.0,9.0,2.0,13.0,0.0,1.0,5.6,0.138,0.341,5.2,0.304,0.343,0.442,0.784,2.9,102.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Hideki Matsui,Yankees,143,547.0,634.0,156.0,99.0,28.0,4.0,25.0,100.0,103.0,73.0,2.0,73.0,11.5,11.5,1.0,0.285,3.0,10.0,0.0,9.0,4.0,2.0,-17.6,0.203,0.369,20.1,0.285,0.3670000000000001,0.488,0.855,2.9,124.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Adrian Beltre,Mariners,149,595.0,639.0,164.0,95.0,41.0,2.0,26.0,87.0,99.0,38.0,2.0,104.0,5.9,16.3,0.37,0.294,2.0,4.0,0.0,18.0,14.0,2.0,0.9,0.207,0.343,6.6,0.276,0.319,0.482,0.802,2.9,110.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Casey Blake,Indians,156,588.0,662.0,159.0,101.0,36.0,4.0,18.0,81.0,78.0,54.0,2.0,123.0,8.2,18.6,0.44,0.312,10.0,5.0,5.0,14.0,4.0,5.0,0.1,0.16699999999999998,0.339,4.6,0.27,0.339,0.4370000000000001,0.7759999999999999,2.9,106.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Kenny Lofton,Indians,136,490.0,559.0,145.0,107.0,25.0,6.0,7.0,86.0,38.0,56.0,1.0,51.0,10.0,9.1,1.1,0.316,2.0,5.0,6.0,6.0,23.0,7.0,2.8,0.118,0.34600000000000003,7.2,0.29600000000000004,0.3670000000000001,0.414,0.7809999999999999,2.9,108.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Adrian Gonzalez,Padres,161,646.0,720.0,182.0,103.0,46.0,3.0,30.0,101.0,100.0,65.0,9.0,140.0,9.0,19.4,0.46,0.315,3.0,6.0,0.0,6.0,0.0,0.0,-16.7,0.22,0.361,18.1,0.282,0.34700000000000003,0.502,0.8490000000000001,2.9,123.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Adam Dunn,Reds,152,522.0,632.0,138.0,69.0,27.0,2.0,40.0,101.0,106.0,101.0,8.0,165.0,16.0,26.1,0.61,0.305,5.0,4.0,0.0,12.0,9.0,2.0,-22.1,0.289,0.398,35.7,0.264,0.386,0.5539999999999999,0.94,2.9,135.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Shane Victorino,Phillies,131,456.0,510.0,128.0,90.0,23.0,3.0,12.0,78.0,46.0,37.0,1.0,62.0,7.3,12.2,0.6,0.302,10.0,2.0,5.0,10.0,37.0,4.0,7.0,0.14300000000000002,0.34,3.7,0.281,0.34700000000000003,0.423,0.77,2.8,98.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Church,Nationals,144,470.0,530.0,128.0,69.0,43.0,1.0,15.0,57.0,70.0,49.0,4.0,107.0,9.2,20.2,0.46,0.322,8.0,3.0,0.0,12.0,3.0,2.0,2.9,0.191,0.35200000000000004,9.4,0.272,0.349,0.464,0.813,2.8,113.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jeff Kent,Dodgers,136,494.0,562.0,149.0,92.0,36.0,1.0,20.0,78.0,79.0,57.0,4.0,61.0,10.1,10.9,0.93,0.308,5.0,6.0,0.0,17.0,1.0,3.0,-7.5,0.198,0.377,21.8,0.302,0.375,0.5,0.875,2.8,127.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Lance Berkman,Astros,153,561.0,668.0,156.0,96.0,24.0,2.0,34.0,95.0,102.0,94.0,11.0,125.0,14.1,18.7,0.75,0.3,8.0,5.0,0.0,11.0,7.0,3.0,-16.4,0.232,0.384,29.6,0.278,0.386,0.51,0.8959999999999999,2.8,131.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Luis Castillo,Mets,135,548.0,615.0,165.0,140.0,19.0,5.0,1.0,91.0,38.0,53.0,0.0,45.0,8.6,7.3,1.18,0.325,0.0,2.0,12.0,5.0,19.0,6.0,3.2,0.058,0.326,-2.4,0.301,0.362,0.359,0.721,2.8,96.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jack Cust,Athletics,124,395.0,507.0,101.0,56.0,18.0,1.0,26.0,61.0,82.0,105.0,2.0,164.0,20.7,32.3,0.64,0.355,1.0,6.0,0.0,6.0,0.0,2.0,-14.2,0.248,0.397,27.9,0.256,0.408,0.504,0.912,2.8,145.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Khalil Greene,Padres,153,611.0,659.0,155.0,81.0,44.0,3.0,27.0,89.0,97.0,32.0,3.0,128.0,4.9,19.4,0.25,0.274,5.0,11.0,0.0,12.0,4.0,0.0,6.4,0.214,0.321,-5.4,0.254,0.29100000000000004,0.468,0.759,2.8,98.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Casey Kotchman,Angels,137,443.0,508.0,131.0,80.0,37.0,3.0,11.0,64.0,68.0,53.0,1.0,43.0,10.4,8.5,1.23,0.305,4.0,5.0,3.0,17.0,2.0,4.0,3.4,0.172,0.3670000000000001,15.1,0.29600000000000004,0.3720000000000001,0.467,0.84,2.7,123.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jason Varitek,Red Sox,131,435.0,518.0,111.0,76.0,15.0,3.0,17.0,57.0,68.0,71.0,9.0,122.0,13.7,23.6,0.58,0.313,8.0,4.0,0.0,9.0,1.0,2.0,7.1,0.166,0.345,6.1,0.255,0.3670000000000001,0.421,0.787,2.6,105.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Lee,Astros,162,627.0,697.0,190.0,114.0,43.0,1.0,32.0,93.0,119.0,53.0,10.0,63.0,7.6,9.0,0.84,0.29,4.0,13.0,0.0,27.0,10.0,5.0,-10.4,0.225,0.371,23.6,0.303,0.354,0.528,0.882,2.6,123.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Orlando Hudson,Diamondbacks,139,517.0,601.0,152.0,105.0,28.0,9.0,10.0,69.0,63.0,70.0,1.0,87.0,11.6,14.5,0.8,0.333,2.0,7.0,5.0,21.0,10.0,2.0,-0.2,0.147,0.359,14.3,0.294,0.376,0.441,0.8170000000000001,2.6,108.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jack Wilson,Pirates,135,477.0,535.0,141.0,98.0,29.0,2.0,12.0,67.0,56.0,38.0,9.0,46.0,7.1,8.6,0.83,0.303,6.0,7.0,7.0,8.0,2.0,5.0,6.2,0.145,0.34,3.9,0.29600000000000004,0.35,0.44,0.7909999999999999,2.5,102.0,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Mark Teahen,Royals,144,544.0,608.0,155.0,109.0,31.0,8.0,7.0,78.0,60.0,55.0,8.0,127.0,9.0,20.9,0.43,0.359,3.0,2.0,4.0,23.0,13.0,5.0,4.1,0.125,0.333,1.2,0.285,0.353,0.41,0.763,2.5,99.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ian Kinsler,Rangers,130,483.0,566.0,127.0,83.0,22.0,2.0,20.0,96.0,61.0,62.0,2.0,83.0,11.0,14.7,0.75,0.279,9.0,4.0,8.0,14.0,23.0,2.0,-6.7,0.17800000000000002,0.35,8.8,0.263,0.355,0.441,0.7959999999999999,2.5,108.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Mark DeRosa,Cubs,149,502.0,574.0,147.0,106.0,28.0,3.0,10.0,64.0,72.0,58.0,2.0,93.0,10.1,16.2,0.62,0.34,7.0,4.0,3.0,17.0,1.0,2.0,4.3,0.127,0.35100000000000003,9.7,0.293,0.371,0.42,0.792,2.5,105.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Kenji Johjima,Mariners,135,485.0,513.0,139.0,96.0,29.0,0.0,14.0,52.0,61.0,15.0,0.0,41.0,2.9,8.0,0.37,0.289,11.0,2.0,0.0,22.0,0.0,2.0,13.5,0.146,0.33,-0.6,0.287,0.322,0.433,0.755,2.5,101.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Randy Winn,Giants,155,593.0,653.0,178.0,121.0,42.0,1.0,14.0,73.0,65.0,44.0,3.0,85.0,6.7,13.0,0.52,0.329,7.0,5.0,4.0,12.0,15.0,3.0,-4.7,0.145,0.348,9.4,0.3,0.353,0.445,0.7979999999999999,2.4,106.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dan Uggla,Marlins,159,632.0,728.0,155.0,72.0,49.0,3.0,31.0,113.0,88.0,68.0,0.0,167.0,9.3,22.9,0.41,0.279,13.0,11.0,4.0,10.0,2.0,1.0,-8.6,0.234,0.34600000000000003,9.2,0.245,0.326,0.479,0.805,2.4,106.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Juan Pierre,Dodgers,162,668.0,729.0,196.0,164.0,24.0,8.0,0.0,96.0,41.0,33.0,0.0,37.0,4.5,5.1,0.89,0.31,6.0,2.0,20.0,10.0,64.0,15.0,3.6,0.06,0.307,-14.9,0.293,0.331,0.353,0.685,2.4,82.0,-1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Brendan Harris,Devil Rays,137,521.0,576.0,149.0,99.0,35.0,3.0,12.0,72.0,59.0,42.0,1.0,96.0,7.3,16.7,0.44,0.331,4.0,1.0,8.0,19.0,4.0,1.0,-1.5,0.14800000000000002,0.341,4.8,0.28600000000000003,0.343,0.434,0.777,2.4,107.0,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Johnny Damon,Yankees,141,533.0,605.0,144.0,103.0,27.0,2.0,12.0,93.0,63.0,66.0,1.0,79.0,10.9,13.1,0.84,0.297,2.0,3.0,1.0,4.0,27.0,3.0,-3.1,0.126,0.333,1.1,0.27,0.35100000000000003,0.396,0.747,2.4,100.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ronnie Belliard,Nationals,147,511.0,557.0,148.0,101.0,35.0,1.0,11.0,57.0,58.0,34.0,1.0,72.0,6.1,12.9,0.47,0.316,1.0,5.0,6.0,12.0,3.0,0.0,3.3,0.13699999999999998,0.331,0.0,0.29,0.332,0.4270000000000001,0.759,2.3,99.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Pedro Feliz,Giants,150,557.0,590.0,141.0,91.0,28.0,2.0,20.0,61.0,72.0,29.0,2.0,70.0,4.9,11.9,0.41,0.257,1.0,3.0,0.0,15.0,2.0,2.0,25.7,0.165,0.306,-12.6,0.253,0.29,0.418,0.708,2.3,79.0,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Cuddyer,Twins,144,547.0,623.0,151.0,102.0,28.0,5.0,16.0,87.0,81.0,64.0,1.0,107.0,10.3,17.2,0.6,0.315,7.0,5.0,0.0,19.0,5.0,0.0,-4.7,0.157,0.348,8.7,0.276,0.35600000000000004,0.433,0.79,2.3,111.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Travis Hafner,Indians,152,545.0,661.0,145.0,94.0,25.0,2.0,24.0,80.0,100.0,102.0,17.0,115.0,15.4,17.4,0.89,0.294,7.0,5.0,0.0,15.0,1.0,1.0,-15.0,0.185,0.362,17.1,0.266,0.385,0.451,0.8370000000000001,2.2,121.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
David DeJesus,Royals,157,605.0,703.0,157.0,112.0,29.0,9.0,7.0,101.0,58.0,64.0,7.0,83.0,9.1,11.8,0.77,0.289,23.0,4.0,7.0,10.0,10.0,4.0,2.3,0.112,0.32299999999999995,-4.9,0.26,0.35100000000000003,0.3720000000000001,0.722,2.2,92.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Kevin Kouzmanoff,Padres,145,484.0,534.0,133.0,83.0,30.0,2.0,18.0,57.0,74.0,32.0,2.0,94.0,6.0,17.6,0.34,0.304,10.0,6.0,2.0,9.0,1.0,0.0,-0.8,0.182,0.339,3.7,0.275,0.329,0.457,0.7859999999999999,2.2,109.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
