Name,Team,G,AB,PA,H_b,1B,2B,3B,HR_b,R_b,RBI,BB_b,IBB_b,SO_b,BB%,K%,BB/K,BABIP_b,HBP_b,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,W,L,GS,CG,IP,H_p,HR_p,BB_p,SO_p,R_p,SV,BS,BK,ER,HBP_p,HLD,IBB_p,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP_p,FIP,WHIP
Grady Sizemore,Indians,162,628.0,748.0,174.0,111.0,34.0,5.0,24.0,118.0,78.0,101.0,9.0,155.0,13.5,20.7,0.65,0.333,17.0,2.0,0.0,3.0,33.0,10.0,2.5,0.185,0.373,26.6,0.277,0.39,0.462,0.852,6.4,129.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
David Ortiz,Red Sox,149,549.0,667.0,182.0,94.0,52.0,1.0,35.0,116.0,117.0,111.0,12.0,103.0,16.6,15.4,1.08,0.355,4.0,3.0,0.0,16.0,3.0,1.0,-16.6,0.29,0.449,66.2,0.332,0.445,0.621,1.0659999999999998,6.3,175.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ichiro Suzuki,Mariners,161,678.0,736.0,238.0,203.0,22.0,7.0,6.0,111.0,68.0,49.0,13.0,77.0,6.7,10.5,0.64,0.389,3.0,2.0,4.0,7.0,37.0,8.0,6.9,0.08,0.362,19.1,0.35100000000000003,0.396,0.431,0.8270000000000001,6.1,122.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Pena,Devil Rays,148,490.0,612.0,138.0,62.0,29.0,1.0,46.0,99.0,121.0,103.0,10.0,142.0,16.8,23.2,0.73,0.297,10.0,8.0,1.0,7.0,1.0,0.0,-12.8,0.345,0.431,51.3,0.282,0.411,0.627,1.037,5.9,167.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jorge Posada,Yankees,144,506.0,589.0,171.0,108.0,42.0,1.0,20.0,91.0,90.0,74.0,7.0,98.0,12.6,16.6,0.76,0.386,6.0,3.0,0.0,18.0,2.0,0.0,2.9,0.206,0.418,42.8,0.338,0.426,0.5429999999999999,0.97,5.6,157.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Jose Reyes,Mets,160,681.0,765.0,191.0,131.0,36.0,12.0,12.0,119.0,57.0,77.0,13.0,78.0,10.1,10.2,0.99,0.302,1.0,1.0,5.0,6.0,78.0,21.0,18.9,0.141,0.337,3.7,0.28,0.354,0.421,0.775,5.6,101.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Russell Martin,Dodgers,151,540.0,620.0,158.0,104.0,32.0,3.0,19.0,87.0,87.0,67.0,1.0,89.0,10.8,14.4,0.75,0.317,7.0,6.0,0.0,16.0,21.0,9.0,17.5,0.17600000000000002,0.369,19.5,0.293,0.374,0.469,0.843,5.5,122.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Aaron Rowand,Phillies,161,612.0,684.0,189.0,117.0,45.0,0.0,27.0,105.0,89.0,47.0,3.0,119.0,6.9,17.4,0.39,0.345,19.0,4.0,2.0,18.0,6.0,3.0,6.9,0.206,0.384,30.2,0.309,0.374,0.515,0.889,5.4,127.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Victor Martinez,Indians,147,562.0,645.0,169.0,104.0,40.0,0.0,25.0,78.0,114.0,62.0,12.0,76.0,9.6,11.8,0.82,0.305,10.0,11.0,0.0,19.0,0.0,0.0,12.7,0.205,0.373,22.8,0.301,0.374,0.505,0.879,5.4,129.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Placido Polanco,Tigers,142,587.0,641.0,200.0,152.0,36.0,3.0,9.0,105.0,67.0,37.0,3.0,30.0,5.8,4.7,1.23,0.34600000000000003,11.0,4.0,2.0,9.0,7.0,3.0,11.5,0.118,0.3720000000000001,21.8,0.341,0.388,0.458,0.846,5.3,125.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Troy Tulowitzki,Rockies,155,609.0,682.0,177.0,115.0,33.0,5.0,24.0,104.0,99.0,57.0,3.0,130.0,8.4,19.1,0.44,0.335,9.0,2.0,5.0,14.0,7.0,6.0,22.2,0.189,0.364,18.8,0.29100000000000004,0.359,0.479,0.838,5.2,109.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Hanley Ramirez,Marlins,154,639.0,706.0,212.0,129.0,48.0,6.0,29.0,125.0,81.0,52.0,3.0,95.0,7.4,13.5,0.55,0.353,7.0,4.0,4.0,10.0,51.0,14.0,-14.0,0.23,0.405,43.9,0.332,0.386,0.562,0.948,5.2,144.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Alex Rios,Blue Jays,161,643.0,711.0,191.0,117.0,43.0,7.0,24.0,114.0,85.0,55.0,3.0,103.0,7.7,14.5,0.53,0.319,6.0,7.0,0.0,9.0,17.0,4.0,1.9,0.201,0.366,20.9,0.297,0.354,0.498,0.852,5.2,122.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Beltran,Mets,144,554.0,636.0,153.0,84.0,33.0,3.0,33.0,93.0,112.0,69.0,10.0,111.0,10.8,17.5,0.62,0.28600000000000003,2.0,10.0,1.0,8.0,23.0,2.0,5.1,0.249,0.369,20.4,0.276,0.353,0.525,0.878,5.1,122.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Miguel Cabrera,Marlins,157,588.0,680.0,188.0,114.0,38.0,2.0,34.0,91.0,119.0,79.0,23.0,127.0,11.6,18.7,0.62,0.355,5.0,7.0,1.0,17.0,2.0,1.0,-3.0,0.245,0.403,41.1,0.32,0.401,0.565,0.965,5.0,142.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Brian Roberts,Orioles,156,621.0,716.0,180.0,121.0,42.0,5.0,12.0,103.0,57.0,89.0,6.0,99.0,12.4,13.8,0.9,0.327,0.0,4.0,2.0,8.0,50.0,7.0,3.0,0.142,0.35600000000000004,14.9,0.29,0.377,0.4320000000000001,0.8079999999999999,4.9,115.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Orlando Cabrera,Angels,155,638.0,701.0,192.0,148.0,35.0,1.0,8.0,101.0,86.0,44.0,0.0,64.0,6.3,9.1,0.69,0.319,5.0,11.0,3.0,12.0,20.0,4.0,19.2,0.096,0.328,-1.7,0.301,0.345,0.397,0.742,4.8,97.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Aramis Ramirez,Cubs,132,506.0,558.0,157.0,92.0,35.0,4.0,26.0,72.0,101.0,43.0,8.0,66.0,7.7,11.8,0.65,0.313,4.0,5.0,0.0,13.0,0.0,0.0,12.2,0.239,0.386,25.8,0.31,0.366,0.5489999999999999,0.915,4.8,127.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Robinson Cano,Yankees,160,617.0,669.0,189.0,122.0,41.0,7.0,19.0,93.0,97.0,39.0,5.0,85.0,5.8,12.7,0.46,0.329,8.0,4.0,1.0,19.0,4.0,5.0,9.9,0.182,0.362,17.2,0.306,0.353,0.488,0.841,4.7,119.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Prince Fielder,Brewers,158,573.0,681.0,165.0,78.0,35.0,2.0,50.0,109.0,119.0,90.0,21.0,121.0,13.2,17.8,0.74,0.28300000000000003,14.0,4.0,0.0,9.0,2.0,2.0,-20.0,0.33,0.419,50.0,0.28800000000000003,0.395,0.618,1.013,4.7,153.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Melvin Upton Jr.,Devil Rays,129,474.0,548.0,142.0,92.0,25.0,1.0,24.0,86.0,82.0,65.0,4.0,154.0,11.9,28.1,0.42,0.393,4.0,4.0,1.0,14.0,22.0,8.0,-1.1,0.209,0.386,25.3,0.3,0.386,0.508,0.894,4.5,137.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Zimmerman,Nationals,162,653.0,722.0,174.0,102.0,43.0,5.0,24.0,99.0,91.0,61.0,3.0,125.0,8.4,17.3,0.49,0.295,3.0,5.0,0.0,26.0,4.0,1.0,18.3,0.191,0.34,5.5,0.266,0.33,0.458,0.7879999999999999,4.5,105.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Mike Lowell,Red Sox,154,589.0,653.0,191.0,131.0,37.0,2.0,21.0,79.0,120.0,53.0,4.0,71.0,8.1,10.9,0.75,0.337,3.0,8.0,0.0,19.0,3.0,2.0,6.5,0.177,0.379,26.2,0.324,0.378,0.501,0.879,4.5,128.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Brandon Phillips,Reds,158,650.0,702.0,187.0,125.0,26.0,6.0,30.0,107.0,94.0,33.0,4.0,109.0,4.7,15.5,0.3,0.304,12.0,5.0,2.0,26.0,32.0,8.0,19.7,0.197,0.35,11.1,0.28800000000000003,0.331,0.485,0.816,4.4,104.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Coco Crisp,Red Sox,145,526.0,591.0,141.0,100.0,28.0,7.0,6.0,85.0,60.0,50.0,1.0,84.0,8.5,14.2,0.6,0.306,1.0,5.0,9.0,12.0,28.0,6.0,27.1,0.114,0.316,-7.7,0.268,0.33,0.382,0.7120000000000001,4.4,85.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Mark Ellis,Athletics,150,583.0,642.0,161.0,106.0,33.0,3.0,19.0,84.0,76.0,44.0,1.0,94.0,6.9,14.6,0.47,0.3,10.0,3.0,2.0,10.0,9.0,4.0,12.2,0.165,0.34,4.6,0.276,0.336,0.441,0.777,4.4,107.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Mark Teixeira,Braves,132,494.0,575.0,151.0,86.0,33.0,2.0,30.0,86.0,105.0,72.0,13.0,112.0,12.5,19.5,0.64,0.342,7.0,2.0,0.0,7.0,0.0,0.0,-10.7,0.257,0.407,36.5,0.306,0.4,0.563,0.963,4.4,146.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Corey Hart,Brewers,140,505.0,566.0,149.0,83.0,33.0,9.0,24.0,86.0,81.0,36.0,3.0,99.0,6.4,17.5,0.36,0.321,13.0,7.0,5.0,6.0,23.0,7.0,0.3,0.244,0.378,22.3,0.295,0.353,0.539,0.892,4.2,127.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Todd Helton,Rockies,154,557.0,682.0,178.0,117.0,42.0,2.0,17.0,86.0,91.0,116.0,16.0,74.0,17.0,10.9,1.57,0.34,2.0,7.0,0.0,15.0,0.0,1.0,-2.2,0.174,0.401,40.1,0.32,0.434,0.494,0.928,4.2,133.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Kevin Youkilis,Red Sox,145,528.0,625.0,152.0,99.0,35.0,2.0,16.0,85.0,83.0,77.0,0.0,105.0,12.3,16.8,0.73,0.33,15.0,5.0,0.0,9.0,4.0,2.0,-0.1,0.165,0.374,22.4,0.28800000000000003,0.39,0.453,0.843,4.1,124.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Nick Markakis,Orioles,161,637.0,710.0,191.0,122.0,43.0,3.0,23.0,97.0,112.0,61.0,5.0,112.0,8.6,15.8,0.54,0.331,5.0,6.0,1.0,22.0,18.0,6.0,-1.3,0.185,0.366,20.6,0.3,0.362,0.485,0.848,4.1,121.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Chone Figgins,Angels,115,442.0,503.0,146.0,113.0,24.0,6.0,3.0,81.0,58.0,51.0,0.0,81.0,10.1,16.1,0.63,0.391,0.0,8.0,2.0,7.0,41.0,12.0,-0.7,0.102,0.365,14.5,0.33,0.393,0.4320000000000001,0.825,4.0,122.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Edgar Renteria,Braves,124,494.0,543.0,164.0,121.0,30.0,1.0,12.0,87.0,57.0,46.0,0.0,77.0,8.5,14.2,0.6,0.375,1.0,0.0,2.0,14.0,11.0,2.0,0.8,0.138,0.379,21.8,0.332,0.39,0.47,0.86,4.0,127.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Nick Swisher,Athletics,150,539.0,659.0,141.0,82.0,36.0,1.0,22.0,84.0,78.0,100.0,12.0,131.0,15.2,19.9,0.76,0.301,10.0,9.0,1.0,13.0,3.0,2.0,-5.2,0.193,0.362,17.3,0.262,0.381,0.455,0.836,4.0,122.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
J.J. Hardy,Brewers,151,592.0,638.0,164.0,107.0,30.0,1.0,26.0,89.0,80.0,40.0,1.0,73.0,6.3,11.4,0.55,0.279,1.0,1.0,4.0,13.0,2.0,3.0,19.4,0.18600000000000005,0.34,5.0,0.277,0.32299999999999995,0.463,0.7859999999999999,3.9,103.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dustin Pedroia,Red Sox,139,520.0,581.0,165.0,117.0,39.0,1.0,8.0,86.0,50.0,47.0,1.0,42.0,8.1,7.2,1.12,0.333,7.0,2.0,5.0,8.0,7.0,1.0,5.3,0.125,0.364,15.9,0.317,0.38,0.442,0.823,3.7,117.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Derek Jeter,Yankees,156,639.0,714.0,206.0,151.0,39.0,4.0,12.0,102.0,73.0,56.0,3.0,100.0,7.8,14.0,0.56,0.3670000000000001,14.0,2.0,3.0,21.0,15.0,8.0,-11.2,0.13,0.371,23.8,0.322,0.388,0.452,0.84,3.6,125.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eric Byrnes,Diamondbacks,160,626.0,699.0,179.0,120.0,30.0,8.0,21.0,103.0,83.0,57.0,5.0,98.0,8.2,14.0,0.58,0.309,10.0,4.0,1.0,12.0,50.0,7.0,0.1,0.174,0.353,12.7,0.28600000000000003,0.353,0.46,0.813,3.6,104.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Aaron Hill,Blue Jays,160,608.0,657.0,177.0,111.0,47.0,2.0,17.0,87.0,78.0,41.0,1.0,102.0,6.2,15.5,0.4,0.324,0.0,5.0,3.0,21.0,4.0,3.0,8.0,0.168,0.343,6.5,0.29100000000000004,0.333,0.459,0.792,3.4,107.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
