Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
Andre Ethier,Dodgers,153,447,507,127,80,32,2,13,50,64,46,12,68,9.1,13.4,0.68,0.305,4,8,0,10,0,4,-2.9,0.168,0.341,4.2,0.284,0.35,0.452,0.802,1.6,104,0.4
Tadahito Iguchi,Phillies,135,465,533,124,84,27,4,9,67,43,57,1,88,10.7,16.5,0.65,0.307,3,6,2,6,14,2,-2.2,0.133,0.331,0.0,0.267,0.34700000000000003,0.4,0.747,1.6,95,-0.47
Bill Hall,Brewers,136,452,503,115,66,35,0,14,59,63,40,1,128,8.0,25.4,0.31,0.319,3,7,1,9,4,5,5.2,0.17,0.321,-4.1,0.254,0.315,0.425,0.74,1.6,90,-0.32
Brian McCann,Braves,139,504,552,136,80,38,0,18,51,92,35,7,74,6.3,13.4,0.47,0.282,5,6,2,19,0,1,7.8,0.183,0.32899999999999996,-0.7,0.27,0.32,0.452,0.772,1.5,95,-0.1
Pat Burrell,Phillies,155,472,598,121,65,26,0,30,77,97,114,1,120,19.1,20.1,0.95,0.276,4,8,0,10,0,0,-26.5,0.24600000000000002,0.392,30.7,0.256,0.4,0.502,0.902,1.5,132,2.85
Paul Konerko,White Sox,151,549,636,142,77,34,0,31,71,90,78,9,102,12.3,16.0,0.76,0.263,3,6,0,21,0,1,-11.5,0.231,0.359,14.7,0.259,0.35100000000000003,0.49,0.841,1.5,114,1.62
Yuniesky Betancourt,Mariners,155,536,559,155,106,38,2,9,72,67,15,3,48,2.7,8.6,0.31,0.302,1,4,3,10,5,4,2.3,0.129,0.313,-8.5,0.289,0.308,0.418,0.725,1.5,89,0.7
Reggie Willits,Angels,136,430,518,126,105,20,1,0,74,34,69,2,83,13.3,16.0,0.83,0.358,3,5,11,7,27,8,-8.3,0.051,0.33799999999999997,2.9,0.293,0.391,0.344,0.735,1.5,104,-0.15
Ivan Rodriguez,Tigers,129,502,515,141,96,31,3,11,50,63,9,1,96,1.7,18.6,0.09,0.327,1,2,1,16,2,2,11.9,0.139,0.308,-10.0,0.281,0.294,0.42,0.7140000000000001,1.5,82,-1.88
Brad Hawpe,Rockies,152,516,606,150,84,33,4,29,80,116,81,11,137,13.4,22.6,0.59,0.341,3,5,1,13,0,2,-26.2,0.248,0.392,31.0,0.29100000000000004,0.387,0.539,0.9259999999999999,1.5,127,3.58
Rafael Furcal,Dodgers,138,581,643,157,124,23,4,6,87,47,55,3,68,8.6,10.6,0.81,0.29600000000000004,1,3,2,11,25,6,6.0,0.084,0.308,-12.7,0.27,0.33299999999999996,0.355,0.687,1.4,82,-1.05
Corey Patterson,Orioles,132,461,503,124,88,26,2,8,65,45,21,1,65,4.2,12.9,0.32,0.29600000000000004,4,4,13,3,37,9,2.7,0.11699999999999999,0.302,-12.2,0.26899999999999996,0.304,0.386,0.69,1.3,79,-0.21
Tony Pena,Royals,152,509,536,136,102,25,7,2,58,47,10,0,78,1.9,14.6,0.13,0.309,4,5,8,13,5,6,21.9,0.08800000000000001,0.28,-23.0,0.267,0.284,0.35600000000000004,0.64,1.3,63,-2.9
Gary Matthews Jr.,Angels,140,516,579,130,83,26,3,18,79,72,55,6,102,9.5,17.6,0.54,0.27899999999999997,2,6,0,12,18,4,-8.5,0.16699999999999998,0.321,-4.8,0.252,0.32299999999999995,0.419,0.742,1.3,92,-0.38
Manny Ramirez,Red Sox,133,483,569,143,89,33,1,20,84,88,71,13,92,12.5,16.2,0.77,0.325,7,8,0,21,0,0,-19.8,0.19699999999999998,0.376,21.5,0.29600000000000004,0.38799999999999996,0.493,0.8809999999999999,1.2,126,0.17
Edwin Encarnacion,Reds,139,502,560,145,103,25,1,16,66,76,39,4,86,7.0,15.4,0.45,0.322,14,1,0,5,8,1,-12.7,0.149,0.349,8.2,0.289,0.35600000000000004,0.43799999999999994,0.794,1.2,103,0.52
Jose Vidro,Mariners,147,548,625,172,140,26,0,6,78,59,63,5,57,10.1,9.1,1.11,0.337,1,8,5,21,0,0,-17.8,0.08,0.345,7.2,0.314,0.381,0.39399999999999996,0.775,1.0,111,0.99
Ty Wigginton,Astros,148,547,604,152,97,33,0,22,71,67,41,0,113,6.8,18.7,0.36,0.31,8,8,0,16,3,4,-11.9,0.18100000000000002,0.34299999999999997,6.2,0.278,0.33299999999999996,0.45899999999999996,0.792,1.0,107,0.3
Dmitri Young,Nationals,136,460,508,147,95,38,1,13,57,74,44,6,74,8.7,14.6,0.59,0.35600000000000004,1,3,0,13,0,0,-17.9,0.172,0.375,18.6,0.32,0.37799999999999995,0.491,0.8690000000000001,1.0,127,1.09
Shannon Stewart,Athletics,146,576,630,167,132,22,1,12,79,48,47,0,60,7.5,9.5,0.78,0.306,3,3,1,15,11,3,-11.5,0.10400000000000001,0.32899999999999996,-1.0,0.29,0.345,0.39399999999999996,0.7390000000000001,1.0,100,-2.13
Bengie Molina,Giants,134,497,517,137,98,19,1,19,38,81,15,2,53,2.9,10.3,0.28,0.276,2,2,1,13,0,0,9.5,0.157,0.315,-7.0,0.276,0.298,0.433,0.731,1.0,85,-1.13
Brian Giles,Padres,121,483,552,131,89,27,2,13,72,51,64,5,61,11.6,11.1,1.05,0.28800000000000003,4,1,0,8,4,6,-17.6,0.145,0.34299999999999997,5.5,0.271,0.361,0.41600000000000004,0.777,1.0,112,0.42
Ryan Theriot,Cubs,148,537,597,143,108,30,2,3,80,45,49,1,50,8.2,8.4,0.98,0.287,0,3,8,12,28,4,8.5,0.08,0.302,-14.5,0.266,0.326,0.34600000000000003,0.672,0.9,73,-0.92
Raul Ibanez,Mariners,149,573,636,167,106,35,5,21,80,105,53,4,97,8.3,15.3,0.55,0.316,3,7,0,14,0,0,-27.4,0.188,0.35700000000000004,14.0,0.29100000000000004,0.35100000000000003,0.48,0.831,0.9,119,1.89
Mark Loretta,Astros,133,460,511,132,103,23,2,4,52,41,44,0,41,8.6,8.0,1.07,0.308,3,1,3,15,1,2,1.5,0.085,0.326,-2.0,0.287,0.35200000000000004,0.37200000000000005,0.7240000000000001,0.8,93,0.87
Chris Young,Diamondbacks,148,569,624,135,71,29,3,32,85,68,43,1,141,6.9,22.6,0.3,0.257,6,5,1,5,27,6,-6.0,0.23,0.326,-2.5,0.237,0.295,0.467,0.763,0.8,87,-1.09
A.J. Pierzynski,White Sox,136,472,509,124,86,24,0,14,54,50,25,5,66,4.9,13.0,0.38,0.278,8,3,1,21,1,1,9.1,0.14,0.309,-9.6,0.263,0.309,0.40299999999999997,0.7120000000000001,0.8,81,-1.51
Aubrey Huff,Orioles,151,550,603,154,100,34,5,15,68,72,48,2,87,8.0,14.4,0.55,0.308,1,4,0,13,1,1,-15.9,0.162,0.33899999999999997,3.8,0.28,0.337,0.442,0.778,0.8,103,-0.02
Nick Punto,Twins,150,472,536,99,76,18,4,1,53,25,55,1,90,10.3,16.8,0.61,0.255,0,3,6,7,16,6,18.2,0.061,0.26,-32.1,0.21,0.29100000000000004,0.271,0.562,0.7,52,-2.34
Jose Bautista,Pirates,142,532,614,135,82,36,2,15,75,63,68,1,101,11.1,16.4,0.67,0.284,4,6,4,16,6,3,-6.3,0.16,0.332,0.6,0.254,0.33899999999999997,0.414,0.753,0.7,97,-0.43
Kevin Millar,Orioles,140,476,562,121,77,26,1,17,63,63,76,2,94,13.5,16.7,0.81,0.28300000000000003,8,2,0,8,1,1,-17.7,0.166,0.349,8.7,0.254,0.365,0.42,0.785,0.6,110,-0.48
Juan Uribe,White Sox,150,513,563,120,80,18,2,20,55,68,34,2,112,6.0,19.9,0.3,0.259,4,5,7,6,1,9,8.3,0.16,0.294,-17.3,0.23399999999999999,0.284,0.39399999999999996,0.6779999999999999,0.6,71,-0.22
Luis Gonzalez,Dodgers,139,464,526,129,89,23,2,15,70,68,56,4,56,10.6,10.6,1.0,0.289,4,2,0,11,6,2,-16.4,0.155,0.348,7.5,0.278,0.359,0.433,0.7929999999999999,0.6,109,-0.23
Melky Cabrera,Yankees,150,545,612,149,109,24,8,8,66,73,43,0,68,7.0,11.1,0.63,0.295,5,9,10,14,13,5,-7.2,0.11699999999999999,0.317,-7.4,0.273,0.327,0.391,0.718,0.5,89,-0.41
Carlos Delgado,Mets,139,538,607,139,85,30,0,24,71,87,52,8,118,8.6,19.4,0.44,0.28600000000000003,11,6,0,12,4,0,-10.8,0.19,0.336,2.4,0.258,0.33299999999999996,0.44799999999999995,0.7809999999999999,0.5,101,2.06
Ryan Garko,Indians,138,484,541,140,89,29,1,21,62,61,34,1,94,6.3,17.4,0.36,0.32,20,3,0,12,0,1,-21.6,0.19399999999999998,0.36700000000000005,16.1,0.289,0.359,0.483,0.8420000000000001,0.5,124,1.25
Julio Lugo,Red Sox,147,570,630,135,89,36,2,8,71,73,48,0,82,7.6,13.0,0.59,0.262,0,4,8,9,33,6,5.7,0.11199999999999999,0.28600000000000003,-23.6,0.237,0.294,0.349,0.643,0.4,66,-1.35
Felipe Lopez,Nationals,154,603,671,148,108,25,6,9,70,50,53,1,109,7.9,16.2,0.49,0.28300000000000003,4,6,5,11,24,9,1.4,0.106,0.294,-20.9,0.245,0.308,0.35200000000000004,0.659,-0.2,75,-1.51
Delmon Young,Devil Rays,162,645,681,186,135,38,0,13,65,93,26,2,127,3.8,18.6,0.2,0.33799999999999997,3,7,0,23,10,3,-13.8,0.11900000000000001,0.315,-9.2,0.28800000000000003,0.316,0.408,0.723,-0.2,89,-0.74
Stephen Drew,Diamondbacks,150,543,619,129,85,28,4,12,60,60,60,5,100,9.7,16.2,0.6,0.267,3,8,5,4,9,0,-5.8,0.133,0.3,-16.0,0.23800000000000002,0.313,0.37,0.6829999999999999,-0.6,70,-0.9
Jose Lopez,Mariners,149,524,561,132,102,17,2,11,58,62,20,0,64,3.6,11.4,0.31,0.268,5,3,9,16,2,3,2.0,0.10300000000000001,0.282,-23.0,0.252,0.284,0.355,0.639,-0.6,69,-1.4
Ken Griffey Jr.,Reds,144,528,623,146,91,24,1,30,78,93,85,14,99,13.6,15.9,0.86,0.284,1,9,0,14,6,1,-35.4,0.22,0.368,19.5,0.27699999999999997,0.37200000000000005,0.496,0.8690000000000001,-0.6,116,0.89
Jason Kendall,Cubs,137,466,514,113,89,20,1,3,45,41,31,2,42,6.0,8.2,0.74,0.259,9,3,5,8,3,4,1.6,0.067,0.275,-23.8,0.242,0.301,0.309,0.61,-0.7,61,-0.85
Craig Biggio,Astros,141,517,555,130,86,31,3,10,68,50,23,0,112,4.1,20.2,0.21,0.3,3,5,7,5,4,3,-5.3,0.13,0.29100000000000004,-18.9,0.251,0.285,0.381,0.6659999999999999,-0.8,70,-2.15
Jason Bay,Pirates,145,538,614,133,85,25,2,21,78,84,59,3,141,9.6,23.0,0.42,0.292,9,8,0,8,4,1,-25.7,0.171,0.326,-2.7,0.247,0.327,0.418,0.746,-1.0,93,-0.93
Jermaine Dye,White Sox,138,508,561,129,67,34,0,28,68,78,45,2,107,8.0,19.1,0.42,0.268,4,4,0,17,2,1,-30.0,0.23199999999999998,0.344,6.0,0.254,0.317,0.486,0.804,-1.2,104,-0.87
Ray Durham,Giants,138,464,528,101,67,21,2,11,56,71,53,6,75,10.0,14.2,0.71,0.233,2,9,0,18,10,2,-2.5,0.125,0.28,-22.4,0.218,0.295,0.34299999999999997,0.638,-1.2,62,-1.42
