Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
Prince Fielder,Brewers,162,591,719,177,93,35,3,46,103,141,110,21,138,15.3,19.2,0.8,0.315,9,9,0,14,2,3,-12.1,0.303,0.42200000000000004,55.5,0.299,0.41200000000000003,0.602,1.014,5.9,161,7.97
Carl Crawford,Rays,156,606,672,185,134,28,8,15,96,68,51,1,99,7.6,14.7,0.52,0.342,8,5,2,7,60,16,10.9,0.147,0.358,16.2,0.305,0.364,0.452,0.816,5.9,120,0.63
Kevin Youkilis,Red Sox,136,491,588,150,86,36,1,27,99,94,77,6,125,13.1,21.3,0.62,0.359,16,4,0,9,7,2,1.9,0.242,0.413,41.0,0.305,0.413,0.5479999999999999,0.961,5.9,147,2.5
Adrian Gonzalez,Padres,160,552,681,153,84,27,2,40,90,99,119,22,109,17.5,16.0,1.09,0.278,5,4,1,23,1,1,-5.1,0.27399999999999997,0.40399999999999997,42.1,0.27699999999999997,0.40700000000000003,0.551,0.958,5.8,156,4.09
Ichiro Suzuki,Mariners,146,639,678,225,179,31,4,11,88,46,32,15,71,4.7,10.5,0.45,0.384,4,1,2,1,26,9,2.1,0.113,0.36700000000000005,21.6,0.35200000000000004,0.386,0.465,0.851,5.4,125,3.89
Matt Holliday,Athletics,156,581,670,182,116,39,3,24,94,109,72,8,101,10.7,15.1,0.71,0.341,10,7,0,13,14,7,-3.3,0.201,0.391,34.5,0.313,0.39399999999999996,0.515,0.909,5.4,141,3.43
Troy Tulowitzki,Rockies,151,543,628,161,95,25,9,32,101,92,73,4,112,11.6,17.8,0.65,0.316,3,9,0,20,20,11,9.7,0.256,0.395,34.4,0.297,0.377,0.552,0.93,5.4,132,0.31
Derrek Lee,Cubs,141,532,615,163,90,36,2,35,91,111,76,6,109,12.4,17.7,0.7,0.327,3,4,0,12,1,0,-4.4,0.273,0.413,42.8,0.306,0.39299999999999996,0.579,0.972,5.2,150,3.65
Jason Bartlett,Rays,137,500,567,160,110,29,7,14,90,66,54,2,89,9.5,15.7,0.61,0.364,5,4,4,5,30,7,0.2,0.17,0.38299999999999995,25.4,0.32,0.389,0.49,0.879,5.2,136,2.41
Pablo Sandoval,Giants,153,572,633,189,115,44,5,25,79,90,52,13,83,8.2,13.1,0.63,0.35,4,5,0,10,5,5,-4.7,0.226,0.39899999999999997,36.7,0.33,0.387,0.556,0.943,5.2,146,4.54
Mark Teixeira,Yankees,156,609,707,178,93,43,3,39,103,122,81,9,114,11.5,16.1,0.71,0.302,12,5,0,13,2,0,-11.0,0.273,0.402,42.9,0.292,0.38299999999999995,0.565,0.948,5.1,142,3.61
Ryan Braun,Brewers,158,635,708,203,126,39,6,32,113,114,57,1,121,8.1,17.1,0.47,0.353,13,3,0,7,20,6,-20.8,0.231,0.40299999999999997,43.7,0.32,0.386,0.551,0.937,5.1,149,4.4
Shin-Soo Choo,Indians,156,583,685,175,111,38,6,20,87,86,78,5,151,11.4,22.0,0.52,0.37,17,7,0,9,21,2,-8.7,0.18899999999999997,0.384,31.4,0.3,0.39399999999999996,0.489,0.883,5.0,134,2.07
Miguel Cabrera,Tigers,160,611,685,198,130,34,0,34,96,103,68,14,107,9.9,15.6,0.64,0.348,5,1,0,22,6,2,-6.7,0.223,0.402,41.5,0.324,0.396,0.547,0.9420000000000001,5.0,143,1.53
Matt Kemp,Dodgers,159,606,667,180,122,25,7,26,97,101,52,6,139,7.8,20.8,0.37,0.345,3,6,0,14,34,8,5.1,0.193,0.36200000000000004,18.2,0.297,0.35200000000000004,0.49,0.8420000000000001,4.9,123,2.55
Justin Upton,Diamondbacks,138,526,588,158,95,30,7,26,84,86,55,3,137,9.4,23.3,0.4,0.36,2,4,1,10,20,5,1.6,0.23199999999999998,0.385,27.2,0.3,0.366,0.532,0.899,4.9,130,2.21
Nyjer Morgan,Pirates,120,469,533,144,119,15,7,3,74,39,40,2,74,7.5,13.9,0.54,0.355,9,5,10,9,42,17,25.9,0.081,0.33799999999999997,4.0,0.307,0.369,0.38799999999999996,0.757,4.8,104,0.25
J.D. Drew,Red Sox,137,452,539,126,68,30,4,24,84,68,82,5,109,15.2,20.2,0.75,0.319,3,1,1,6,2,6,5.4,0.243,0.39399999999999996,29.2,0.27899999999999997,0.392,0.522,0.914,4.8,135,0.66
Michael Bourn,Astros,157,606,678,173,131,27,12,3,97,35,63,1,140,9.3,20.6,0.45,0.366,2,2,5,1,61,12,12.4,0.099,0.33,0.6,0.285,0.354,0.384,0.738,4.8,100,1.2
Jayson Werth,Phillies,159,571,676,153,90,26,1,36,98,99,91,8,156,13.5,23.1,0.58,0.304,8,6,0,11,20,3,-2.5,0.23800000000000002,0.37799999999999995,27.3,0.268,0.373,0.506,0.879,4.7,130,1.57
Joey Votto,Reds,131,469,544,151,87,38,1,25,82,84,70,10,106,12.9,19.5,0.66,0.37200000000000005,4,1,0,8,4,1,-10.4,0.245,0.418,40.1,0.322,0.414,0.5670000000000001,0.981,4.6,155,5.98
Dustin Pedroia,Red Sox,154,626,714,185,121,48,1,15,115,72,74,3,45,10.4,6.3,1.64,0.297,5,6,3,19,20,8,10.7,0.152,0.359,18.1,0.29600000000000004,0.371,0.447,0.8190000000000001,4.6,112,-0.48
Casey Blake,Dodgers,139,485,565,136,87,25,6,18,84,79,63,8,116,11.2,20.5,0.54,0.327,6,10,1,12,3,4,13.2,0.188,0.35700000000000004,13.3,0.28,0.363,0.46799999999999997,0.8320000000000001,4.6,120,2.62
Jason Bay,Red Sox,151,531,638,142,74,29,3,36,103,119,94,4,162,14.7,25.4,0.58,0.315,9,4,0,9,13,3,-6.0,0.26899999999999996,0.395,35.1,0.267,0.384,0.537,0.9209999999999999,4.6,135,4.48
Ian Kinsler,Rangers,144,566,640,143,76,32,4,31,101,86,59,0,77,9.2,12.0,0.77,0.24100000000000002,6,6,3,9,31,5,12.2,0.235,0.35100000000000003,11.7,0.253,0.327,0.488,0.8140000000000001,4.5,105,0.91
Ryan Howard,Phillies,160,616,703,172,86,37,4,45,105,141,75,8,186,10.7,26.5,0.4,0.325,6,6,0,11,8,1,-11.5,0.292,0.392,37.0,0.27899999999999997,0.36,0.5710000000000001,0.9309999999999999,4.5,139,6.29
Marco Scutaro,Blue Jays,144,574,680,162,114,35,1,12,100,60,90,0,75,13.2,11.0,1.2,0.304,4,7,5,12,14,5,5.7,0.127,0.353,13.8,0.282,0.379,0.409,0.789,4.2,112,0.73
Mike Cameron,Brewers,149,544,628,136,77,32,3,24,78,70,75,3,156,11.9,24.8,0.48,0.304,4,5,0,12,7,3,13.7,0.20199999999999999,0.34600000000000003,9.0,0.25,0.342,0.452,0.795,4.2,110,-0.74
Denard Span,Twins,145,578,676,180,146,16,10,8,97,68,70,3,89,10.4,13.2,0.79,0.353,10,6,12,7,23,10,-5.0,0.10400000000000001,0.359,17.1,0.311,0.392,0.415,0.807,4.1,118,0.14
Scott Rolen,Blue Jays,128,475,535,145,97,36,1,11,76,67,45,1,62,8.4,11.6,0.73,0.327,7,8,0,4,5,4,6.0,0.149,0.36,13.8,0.305,0.368,0.455,0.823,4.0,116,2.02
Alex Rodriguez,Yankees,124,444,535,127,79,17,1,30,78,100,80,7,97,15.0,18.1,0.82,0.303,8,3,0,13,14,2,-6.3,0.245,0.401,32.1,0.28600000000000003,0.402,0.532,0.9329999999999999,4.0,141,3.64
Aaron Hill,Blue Jays,158,682,734,195,122,37,0,36,103,108,42,1,98,5.7,13.4,0.43,0.28800000000000003,5,4,1,17,6,2,-2.8,0.213,0.35700000000000004,17.1,0.28600000000000003,0.33,0.499,0.8290000000000001,4.0,114,2.2
Yunel Escobar,Braves,141,528,604,158,116,26,2,14,89,76,57,3,62,9.4,10.3,0.92,0.317,10,2,7,21,5,4,7.8,0.136,0.36,15.4,0.299,0.377,0.436,0.812,3.9,120,2.04
Victor Martinez,Red Sox,155,588,672,178,121,33,1,23,88,108,75,3,74,11.2,11.0,1.01,0.312,3,6,0,17,1,0,-4.4,0.177,0.375,25.8,0.303,0.381,0.48,0.861,3.8,126,3.2
Torii Hunter,Angels,119,451,506,135,86,26,1,22,74,90,47,4,92,9.3,18.2,0.51,0.33,3,5,0,9,18,4,-0.1,0.20800000000000002,0.375,19.5,0.299,0.366,0.508,0.873,3.8,128,1.92
Ryan Sweeney,Athletics,134,484,534,142,102,31,3,6,68,53,40,1,67,7.5,12.5,0.6,0.327,3,5,2,14,6,5,18.1,0.114,0.33299999999999996,2.0,0.293,0.348,0.40700000000000003,0.755,3.8,102,-0.68
Brian McCann,Braves,138,488,551,137,80,35,1,21,63,94,49,3,83,8.9,15.1,0.59,0.297,5,6,3,17,4,1,11.7,0.205,0.359,14.0,0.281,0.349,0.486,0.8340000000000001,3.8,119,1.3
Erick Aybar,Angels,137,504,556,157,120,23,9,5,70,58,30,1,54,5.4,9.7,0.56,0.33799999999999997,5,5,12,9,14,7,11.2,0.111,0.34,5.4,0.312,0.353,0.423,0.7759999999999999,3.7,105,-0.6
Kendrys Morales,Angels,152,566,622,173,94,43,2,34,86,108,46,10,117,7.4,18.8,0.39,0.32899999999999996,2,8,0,15,3,7,-5.3,0.263,0.387,30.2,0.306,0.355,0.569,0.924,3.7,136,2.88
Felipe Lopez,Diamondbacks,151,604,680,187,137,38,3,9,88,57,71,4,100,10.4,14.7,0.71,0.358,2,2,1,5,6,6,2.8,0.11800000000000001,0.359,16.9,0.31,0.38299999999999995,0.42700000000000005,0.81,3.6,115,0.27
Robinson Cano,Yankees,161,637,674,204,129,48,2,25,103,85,30,2,63,4.5,9.3,0.48,0.324,3,4,0,22,5,7,-0.4,0.19899999999999998,0.374,25.4,0.32,0.35200000000000004,0.52,0.871,3.6,124,-1.45
Johnny Damon,Yankees,143,550,626,155,92,36,3,24,107,82,71,1,98,11.3,15.7,0.72,0.305,2,1,2,9,12,0,-10.4,0.207,0.37200000000000005,22.5,0.282,0.365,0.489,0.8540000000000001,3.6,122,3.79
David DeJesus,Royals,144,558,627,157,107,28,9,13,74,71,51,0,87,8.1,13.9,0.59,0.311,8,5,5,10,4,9,10.2,0.152,0.34299999999999997,7.5,0.281,0.34700000000000003,0.434,0.7809999999999999,3.6,105,0.13
Shane Victorino,Phillies,156,620,694,181,119,39,13,10,102,62,60,1,71,8.6,10.2,0.85,0.315,6,4,4,5,25,8,-3.9,0.153,0.35200000000000004,13.4,0.292,0.358,0.445,0.8029999999999999,3.4,112,2.4
Raul Ibanez,Phillies,134,500,565,136,67,32,3,34,93,93,56,8,119,9.9,21.1,0.47,0.29,4,5,0,16,4,0,-3.3,0.28,0.37799999999999995,23.1,0.272,0.34700000000000003,0.552,0.899,3.4,130,3.64
Brian Roberts,Orioles,159,632,717,179,106,56,1,16,110,79,74,3,112,10.3,15.6,0.66,0.318,2,8,1,7,30,7,-0.6,0.168,0.35200000000000004,13.8,0.28300000000000003,0.35600000000000004,0.451,0.807,3.4,109,2.2
Mark Reynolds,Diamondbacks,155,578,662,150,75,30,1,44,98,102,76,3,223,11.5,33.7,0.34,0.33799999999999997,5,3,0,8,24,9,-11.9,0.284,0.381,28.3,0.26,0.349,0.5429999999999999,0.892,3.3,127,2.9
Hunter Pence,Astros,159,585,647,165,109,26,5,25,76,72,58,1,109,9.0,16.8,0.53,0.308,1,3,0,25,14,11,5.2,0.19,0.35600000000000004,14.4,0.282,0.34600000000000003,0.47200000000000003,0.818,3.3,117,0.58
Yadier Molina,Cardinals,140,481,544,141,111,23,1,6,45,54,50,2,39,9.2,7.2,1.28,0.309,6,1,6,27,9,3,19.2,0.08900000000000001,0.336,3.5,0.293,0.366,0.38299999999999995,0.7490000000000001,3.3,106,-0.42
Adam Lind,Blue Jays,151,587,654,179,98,46,0,35,93,114,58,7,110,8.9,16.8,0.53,0.32299999999999995,5,4,0,15,1,1,-22.4,0.257,0.396,36.3,0.305,0.37,0.562,0.932,3.3,140,2.75
David Wright,Mets,144,535,618,164,112,39,3,10,88,72,74,8,140,12.0,22.7,0.53,0.39399999999999996,3,6,0,16,27,9,-7.5,0.14,0.366,19.0,0.307,0.39,0.447,0.8370000000000001,3.3,125,3.46
Justin Morneau,Twins,135,508,590,139,77,31,1,30,85,100,72,12,86,12.2,14.6,0.84,0.273,3,7,0,12,0,0,-7.0,0.242,0.37200000000000005,20.9,0.27399999999999997,0.363,0.516,0.878,3.3,126,1.12
Elvis Andrus,Rangers,145,480,541,128,97,17,8,6,72,40,40,0,77,7.4,14.2,0.52,0.305,6,3,12,4,33,6,18.3,0.106,0.313,-6.9,0.267,0.32899999999999996,0.373,0.7020000000000001,3.2,81,-0.81
Nate McLouth,Braves,129,507,591,130,81,27,2,20,86,70,68,1,99,11.5,16.8,0.69,0.281,9,4,3,8,19,6,2.8,0.179,0.348,9.3,0.256,0.35200000000000004,0.436,0.7879999999999999,3.2,112,0.37
Kurt Suzuki,Athletics,147,570,614,156,103,37,1,15,74,88,28,0,59,4.6,9.6,0.47,0.28,8,7,1,14,8,2,11.3,0.147,0.32,-4.3,0.27399999999999997,0.313,0.42100000000000004,0.7340000000000001,3.1,94,-0.99
Rafael Furcal,Dodgers,150,613,680,165,123,28,5,9,92,47,61,2,89,9.0,13.1,0.69,0.302,1,2,3,11,12,6,12.2,0.106,0.317,-6.7,0.26899999999999996,0.335,0.375,0.711,3.0,93,0.17
Nelson Cruz,Rangers,128,462,515,120,65,21,1,33,75,76,49,6,118,9.5,22.9,0.42,0.278,2,2,0,9,20,4,2.6,0.264,0.363,14.6,0.26,0.332,0.524,0.856,3.0,114,0.63
Curtis Granderson,Tigers,160,631,710,157,96,23,8,30,91,71,72,4,141,10.1,19.9,0.51,0.275,2,2,3,1,20,6,1.0,0.204,0.33799999999999997,5.6,0.249,0.327,0.45299999999999996,0.78,2.9,101,0.28
Asdrubal Cabrera,Indians,131,523,581,161,109,42,4,6,81,68,44,1,89,7.6,15.3,0.49,0.36,1,3,10,13,17,4,-2.5,0.13,0.35100000000000003,10.6,0.308,0.361,0.43799999999999994,0.799,2.9,112,2.08
Nick Swisher,Yankees,150,498,607,124,59,35,1,29,84,82,97,2,126,16.0,20.8,0.77,0.272,3,6,3,13,0,0,-8.9,0.249,0.376,23.8,0.249,0.371,0.498,0.8690000000000001,2.9,125,1.71
Orlando Hudson,Dodgers,149,551,631,156,106,35,6,9,74,62,62,4,99,9.8,15.7,0.63,0.32799999999999996,4,5,9,16,8,1,-0.7,0.134,0.341,6.3,0.28300000000000003,0.35700000000000004,0.41700000000000004,0.774,2.8,109,0.12
Placido Polanco,Tigers,153,618,676,176,131,31,4,10,82,72,36,2,46,5.3,6.8,0.78,0.293,9,5,7,15,7,2,14.0,0.11199999999999999,0.321,-4.6,0.285,0.331,0.396,0.727,2.8,89,1.01
Carlos Pena,Rays,135,471,570,107,41,25,2,39,91,100,87,11,163,15.3,28.6,0.53,0.25,9,3,0,5,3,3,-16.9,0.31,0.377,22.6,0.22699999999999998,0.35600000000000004,0.537,0.893,2.8,132,2.25
Brandon Phillips,Reds,153,584,644,161,106,30,5,20,78,98,44,3,75,6.8,11.6,0.59,0.284,6,8,2,21,25,9,6.2,0.171,0.336,3.6,0.276,0.32899999999999996,0.447,0.7759999999999999,2.7,100,-0.27
Chris Coghlan,Marlins,128,504,565,162,116,31,6,9,84,47,53,2,77,9.4,13.6,0.69,0.365,4,1,3,3,8,5,-12.2,0.139,0.374,21.2,0.321,0.39,0.46,0.85,2.7,127,1.45
Colby Rasmus,Cardinals,147,474,520,119,79,22,2,16,72,52,36,3,95,6.9,18.3,0.38,0.282,3,2,5,5,3,1,11.5,0.156,0.311,-7.4,0.251,0.307,0.40700000000000003,0.7140000000000001,2.7,89,0.09
Russell Branyan,Mariners,116,431,505,108,55,21,1,31,64,76,58,6,149,11.5,29.5,0.39,0.3,9,6,1,6,2,0,-7.2,0.26899999999999996,0.368,16.5,0.251,0.34700000000000003,0.52,0.867,2.7,126,0.93
Lance Berkman,Astros,136,460,563,126,69,31,1,25,73,80,97,14,98,17.2,17.4,0.99,0.29600000000000004,1,4,0,13,7,4,-13.8,0.235,0.387,27.3,0.27399999999999997,0.39899999999999997,0.509,0.907,2.7,138,2.03
Todd Helton,Rockies,151,544,645,177,121,38,3,15,79,86,89,5,73,13.8,11.3,1.22,0.348,2,10,0,15,0,1,-10.0,0.16399999999999998,0.39399999999999996,34.7,0.325,0.41600000000000004,0.489,0.904,2.7,131,2.27
Bobby Abreu,Angels,152,563,667,165,118,29,3,15,96,103,94,7,113,14.1,16.9,0.83,0.33799999999999997,1,9,0,15,30,8,-15.8,0.142,0.363,18.8,0.293,0.39,0.435,0.825,2.7,120,2.98
Dan Uggla,Marlins,158,564,668,137,78,27,1,31,84,90,92,4,150,13.8,22.5,0.61,0.27399999999999997,7,4,1,10,2,1,-7.6,0.21600000000000003,0.355,14.6,0.243,0.354,0.45899999999999996,0.813,2.6,114,0.35
Michael Young,Rangers,135,541,593,174,114,36,2,22,76,68,47,2,90,7.9,15.2,0.52,0.35100000000000003,1,4,0,16,8,3,-6.5,0.196,0.385,27.6,0.322,0.374,0.518,0.892,2.6,128,1.48
Jimmy Rollins,Phillies,155,672,725,168,99,43,5,21,100,77,44,1,70,6.1,9.7,0.63,0.251,2,5,2,7,31,8,11.5,0.17300000000000001,0.312,-10.2,0.25,0.29600000000000004,0.423,0.7190000000000001,2.6,85,-0.8
Martin Prado,Braves,128,450,503,138,89,38,0,11,64,49,36,1,59,7.2,11.7,0.61,0.331,2,4,11,17,1,3,1.4,0.158,0.358,12.3,0.307,0.358,0.46399999999999997,0.8220000000000001,2.6,119,0.77
Juan Rivera,Angels,138,529,572,152,102,24,1,25,72,88,36,1,57,6.3,10.0,0.63,0.281,2,5,0,19,0,1,4.5,0.191,0.35,10.1,0.287,0.332,0.478,0.81,2.5,111,0.84
Aaron Rowand,Giants,144,499,546,130,83,30,2,15,61,64,30,2,125,5.5,22.9,0.24,0.318,14,3,0,12,4,1,9.5,0.158,0.32299999999999995,-2.6,0.261,0.319,0.419,0.738,2.4,95,-0.14
Kosuke Fukudome,Cubs,146,499,603,129,75,38,5,11,79,54,93,3,112,15.4,18.6,0.83,0.31,3,5,3,15,6,10,0.0,0.162,0.353,12.3,0.259,0.375,0.42100000000000004,0.7959999999999999,2.4,110,0.8
Michael Cuddyer,Twins,153,588,650,162,89,34,7,32,93,94,54,3,118,8.3,18.2,0.46,0.295,6,2,0,22,6,1,-18.9,0.245,0.369,21.6,0.276,0.342,0.52,0.862,2.4,124,0.78
Chipper Jones,Braves,143,488,596,129,86,23,2,18,80,71,101,18,89,16.9,14.9,1.13,0.287,1,6,0,14,4,1,-4.9,0.166,0.355,12.7,0.264,0.38799999999999996,0.43,0.818,2.4,116,2.18
Hideki Matsui,Yankees,142,456,528,125,75,21,1,28,62,90,64,1,75,12.1,14.2,0.85,0.273,4,2,0,4,0,1,-12.7,0.235,0.38,22.2,0.27399999999999997,0.36700000000000005,0.509,0.8759999999999999,2.4,127,1.45
Ryan Ludwick,Cardinals,139,486,542,129,86,20,1,22,63,97,41,3,106,7.6,19.6,0.39,0.29600000000000004,7,4,1,6,4,2,-3.6,0.18100000000000002,0.337,3.7,0.265,0.32899999999999996,0.447,0.775,2.3,106,0.91
Melvin Upton Jr.,Rays,144,560,626,135,87,33,4,11,79,55,57,0,152,9.1,24.3,0.38,0.31,3,3,3,7,42,14,8.8,0.132,0.306,-11.9,0.24100000000000002,0.313,0.373,0.6859999999999999,2.3,85,0.01
Jason Kubel,Twins,146,514,578,154,89,35,2,28,73,103,56,9,106,9.7,18.3,0.53,0.327,3,5,0,13,1,1,-16.8,0.239,0.385,26.8,0.3,0.369,0.539,0.907,2.3,135,2.49
Andre Ethier,Dodgers,160,596,685,162,86,42,3,31,92,106,72,10,116,10.5,16.9,0.62,0.289,13,4,0,19,6,4,-20.6,0.237,0.371,24.2,0.272,0.361,0.508,0.8690000000000001,2.3,129,4.79
Ryan Theriot,Cubs,154,602,677,171,139,20,5,7,81,54,51,1,93,7.5,13.7,0.55,0.32299999999999995,6,5,13,13,21,10,10.3,0.085,0.319,-5.5,0.284,0.34299999999999997,0.369,0.7120000000000001,2.2,87,-1.8
Andy LaRoche,Pirates,150,524,590,135,89,29,5,12,64,64,50,1,84,8.5,14.2,0.6,0.28600000000000003,8,2,6,16,3,1,8.3,0.14300000000000002,0.324,-2.3,0.258,0.33,0.401,0.731,2.2,96,-0.39
Adam LaRoche,Braves,150,555,629,154,89,38,2,25,78,83,69,12,142,11.0,22.6,0.49,0.32799999999999996,0,5,0,11,2,2,-12.5,0.21100000000000002,0.359,15.8,0.27699999999999997,0.355,0.488,0.843,2.1,119,0.33
Kevin Kouzmanoff,Padres,141,529,573,135,85,31,1,18,50,88,27,3,106,4.7,18.5,0.25,0.285,11,6,0,25,1,0,9.9,0.16399999999999998,0.313,-7.7,0.255,0.302,0.42,0.722,2.1,95,-0.02
Stephen Drew,Diamondbacks,135,533,595,139,86,29,12,12,71,65,49,7,87,8.2,14.6,0.56,0.28800000000000003,1,7,5,5,5,1,8.3,0.16699999999999998,0.321,-3.8,0.261,0.32,0.428,0.748,2.1,87,0.48
Nick Markakis,Orioles,161,642,711,188,123,45,2,18,94,101,56,0,98,7.9,13.8,0.57,0.317,3,10,0,12,6,2,-13.2,0.16,0.349,11.9,0.293,0.34700000000000003,0.45299999999999996,0.8009999999999999,2.1,107,-0.08
Grady Sizemore,Indians,106,436,503,108,64,20,6,18,73,64,60,1,92,11.9,18.3,0.65,0.275,4,1,2,4,13,8,-4.8,0.19699999999999998,0.34600000000000003,7.2,0.248,0.34299999999999997,0.445,0.7879999999999999,2.1,109,-0.44
Alexei Ramirez,White Sox,148,542,606,150,120,14,1,15,71,68,49,3,66,8.1,10.9,0.74,0.28800000000000003,1,8,6,15,14,5,10.2,0.113,0.319,-5.1,0.27699999999999997,0.33299999999999996,0.389,0.723,2.0,86,-0.35
Jacoby Ellsbury,Red Sox,153,624,693,188,143,27,10,8,94,60,49,3,74,7.1,10.7,0.66,0.32799999999999996,6,6,6,13,70,12,-7.5,0.114,0.33899999999999997,5.7,0.301,0.355,0.415,0.77,2.0,98,-0.49
Brandon Inge,Tigers,161,562,637,129,85,16,1,27,71,84,54,1,170,8.5,26.7,0.32,0.27699999999999997,17,3,1,12,2,5,8.7,0.17600000000000002,0.319,-5.2,0.23,0.314,0.406,0.72,2.0,88,0.78
Scott Podsednik,White Sox,132,537,587,163,125,25,6,7,75,48,39,1,74,6.6,12.6,0.53,0.341,3,2,6,8,30,13,-4.0,0.10800000000000001,0.33799999999999997,4.5,0.304,0.353,0.41200000000000003,0.764,1.9,99,-0.19
Alberto Callaspo,Royals,155,576,634,173,113,41,8,11,79,73,52,4,51,8.2,8.0,1.02,0.312,1,5,0,15,2,1,-8.9,0.156,0.353,12.7,0.3,0.35600000000000004,0.457,0.813,1.9,111,0.47
Miguel Tejada,Astros,158,635,674,199,138,46,1,14,83,86,19,2,48,2.8,7.1,0.4,0.318,11,8,0,29,5,2,-5.5,0.142,0.345,9.0,0.313,0.34,0.455,0.795,1.9,110,3.01
Randy Winn,Giants,149,538,597,141,101,33,5,2,65,51,47,2,93,7.9,15.6,0.51,0.308,1,8,3,6,16,2,9.2,0.091,0.298,-15.1,0.262,0.318,0.353,0.6709999999999999,1.8,79,0.93
A.J. Pierzynski,White Sox,138,504,535,151,115,22,1,13,57,49,24,6,52,4.5,9.7,0.46,0.312,1,3,3,18,1,1,8.6,0.125,0.327,-0.8,0.3,0.331,0.425,0.755,1.8,92,-0.02
Mark DeRosa,Cardinals,139,515,576,129,82,23,1,23,78,78,47,1,121,8.2,21.0,0.39,0.282,7,5,2,11,3,2,-1.8,0.183,0.32799999999999996,-0.2,0.25,0.319,0.433,0.752,1.8,98,1.51
Paul Konerko,White Sox,152,546,621,151,92,30,1,28,75,88,58,4,89,9.3,14.3,0.65,0.282,10,7,0,15,1,0,-9.3,0.212,0.363,17.5,0.27699999999999997,0.353,0.489,0.8420000000000001,1.8,115,0.97
Jose Lopez,Mariners,153,613,653,167,100,42,0,25,69,96,24,5,69,3.7,10.6,0.35,0.27,6,7,3,25,3,3,3.1,0.191,0.327,-1.0,0.272,0.303,0.46299999999999997,0.7659999999999999,1.7,99,-0.28
Billy Butler,Royals,159,608,672,183,110,51,1,21,78,93,58,3,103,8.6,15.3,0.56,0.332,2,4,0,20,1,0,-17.0,0.191,0.369,22.5,0.301,0.36200000000000004,0.49200000000000005,0.853,1.7,122,2.34
Clint Barmes,Rockies,154,550,604,135,77,32,3,23,69,76,31,2,121,5.1,20.0,0.26,0.271,10,7,6,6,12,10,11.1,0.195,0.316,-6.3,0.245,0.294,0.44,0.7340000000000001,1.7,79,-2.06
Cody Ross,Marlins,151,559,604,151,89,37,1,24,73,90,34,1,122,5.6,20.2,0.28,0.306,9,2,0,18,5,2,-7.9,0.19899999999999998,0.342,6.7,0.27,0.321,0.469,0.79,1.6,105,0.61
