"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Carl Crawford","Rays","156","672","15","96","68","60","7.6 %","14.7 %",".147",".342",".305",".364",".452",".358","120","8.3","24.8","10.9","5.9","1201"
"Kevin Youkilis","Red Sox","136","588","27","99","94","7","13.1 %","21.3 %",".242",".359",".305",".413",".548",".413","147","1.9","36.6","1.9","5.9","1935"
"Adrian Gonzalez","Padres","160","681","40","90","99","1","17.5 %","16.0 %",".274",".278",".277",".407",".551",".404","156","-5.8","41.3","-5.1","5.8","1908"
"Ichiro Suzuki","Mariners","146","678","11","88","46","26","4.7 %","10.5 %",".113",".384",".352",".386",".465",".367","125","7.6","29.1","2.1","5.4","1101"
"Matt Holliday","- - -","156","670","24","94","109","14","10.7 %","15.1 %",".201",".341",".313",".394",".515",".391","141","0.5","34.7","-3.3","5.4","1873"
"Troy Tulowitzki","Rockies","151","628","32","101","92","20","11.6 %","17.8 %",".256",".316",".297",".377",".552",".395","132","-1.2","23.6","9.7","5.4","3531"
"Derrek Lee","Cubs","141","615","35","91","111","1","12.4 %","17.7 %",".273",".327",".306",".393",".579",".413","150","-0.9","37.0","-4.4","5.2","525"
"Jason Bartlett","Rays","137","567","14","90","66","30","9.5 %","15.7 %",".170",".364",".320",".389",".490",".383","136","7.1","32.7","0.2","5.2","8219"
"Pablo Sandoval","Giants","153","633","25","79","90","5","8.2 %","13.1 %",".226",".350",".330",".387",".556",".399","146","0.0","36.2","-4.7","5.2","5409"
"Mark Teixeira","Yankees","156","707","39","103","122","2","11.5 %","16.1 %",".273",".302",".292",".383",".565",".402","142","0.7","37.8","-11.0","5.1","1281"
"Ryan Braun","Brewers","158","708","32","113","114","20","8.1 %","17.1 %",".231",".353",".320",".386",".551",".403","149","6.4","48.8","-20.8","5.1","3410"
"Shin-Soo Choo","Indians","156","685","20","87","86","21","11.4 %","22.0 %",".189",".370",".300",".394",".489",".384","134","6.5","35.6","-8.7","5.0","3174"
"Miguel Cabrera","Tigers","160","685","34","96","103","6","9.9 %","15.6 %",".223",".348",".324",".396",".547",".402","143","-3.5","33.2","-6.7","5.0","1744"
"Matt Kemp","Dodgers","159","667","26","97","101","34","7.8 %","20.8 %",".193",".345",".297",".352",".490",".362","123","4.3","22.9","5.1","4.9","5631"
"Justin Upton","Diamondbacks","138","588","26","84","86","20","9.4 %","23.3 %",".232",".360",".300",".366",".532",".385","130","7.3","29.0","1.6","4.9","5222"
"Nyjer Morgan","- - -","120","533","3","74","39","42","7.5 %","13.9 %",".081",".355",".307",".369",".388",".338","104","2.4","5.3","25.9","4.8","4885"
"J.D. Drew","Red Sox","137","539","24","84","68","2","15.2 %","20.2 %",".243",".319",".279",".392",".522",".394","135","1.1","24.5","5.4","4.8","1152"
"Michael Bourn","Astros","157","678","3","97","35","61","9.3 %","20.6 %",".099",".366",".285",".354",".384",".330","100","13.7","13.4","12.4","4.8","6387"
"Jayson Werth","Phillies","159","676","36","98","99","20","13.5 %","23.1 %",".238",".304",".268",".373",".506",".378","130","3.4","28.0","-2.5","4.7","1327"
"Joey Votto","Reds","131","544","25","82","84","4","12.9 %","19.5 %",".245",".372",".322",".414",".567",".418","155","2.1","39.2","-10.4","4.6","4314"
"Dustin Pedroia","Red Sox","154","714","15","115","72","20","10.4 %","6.3 %",".152",".297",".296",".371",".447",".359","112","0.6","11.1","10.7","4.6","8370"
"Casey Blake","Dodgers","139","565","18","84","79","3","11.2 %","20.5 %",".188",".327",".280",".363",".468",".357","120","0.8","14.5","13.2","4.6","719"
"Jason Bay","Red Sox","151","638","36","103","119","13","14.7 %","25.4 %",".269",".315",".267",".384",".537",".395","135","1.6","29.8","-6.0","4.6","1717"
"Ian Kinsler","Rangers","144","640","31","101","86","31","9.2 %","12.0 %",".235",".241",".253",".327",".488",".351","105","6.5","10.9","12.2","4.5","6195"
"Ryan Howard","Phillies","160","703","45","105","141","8","10.7 %","26.5 %",".292",".325",".279",".360",".571",".392","139","-0.2","33.9","-11.5","4.5","2154"
"Marco Scutaro","Blue Jays","144","680","12","100","60","14","13.2 %","11.0 %",".127",".304",".282",".379",".409",".353","112","2.8","12.9","5.7","4.2","1555"
"Mike Cameron","Brewers","149","628","24","78","70","7","11.9 %","24.8 %",".202",".304",".250",".342",".452",".346","110","0.0","7.9","13.7","4.2","1070"
"Denard Span","Twins","145","676","8","97","68","23","10.4 %","13.2 %",".104",".353",".311",".392",".415",".359","118","7.5","22.6","-5.0","4.1","8347"
"Scott Rolen","- - -","128","535","11","76","67","5","8.4 %","11.6 %",".149",".327",".305",".368",".455",".360","116","5.4","16.3","6.0","4.0","970"
"Alex Rodriguez","Yankees","124","535","30","78","100","14","15.0 %","18.1 %",".245",".303",".286",".402",".532",".401","141","0.6","28.3","-6.3","4.0","1274"
"Aaron Hill","Blue Jays","158","734","36","103","108","6","5.7 %","13.4 %",".213",".288",".286",".330",".499",".357","114","4.2","17.3","-2.8","4.0","6104"
"Yunel Escobar","Braves","141","604","14","89","76","5","9.4 %","10.3 %",".136",".317",".299",".377",".436",".360","120","-2.5","12.0","7.8","3.9","4191"
"Victor Martinez","- - -","155","672","23","88","108","1","11.2 %","11.0 %",".177",".312",".303",".381",".480",".375","126","-2.1","19.6","-4.4","3.8","393"
"Torii Hunter","Angels","119","506","22","74","90","18","9.3 %","18.2 %",".208",".330",".299",".366",".508",".375","128","3.0","20.8","-0.1","3.8","731"
"Ryan Sweeney","Athletics","134","534","6","68","53","6","7.5 %","12.5 %",".114",".327",".293",".348",".407",".333","102","0.0","1.4","18.1","3.8","6352"
"Brian McCann","Braves","138","551","21","63","94","4","8.9 %","15.1 %",".205",".297",".281",".349",".486",".359","119","-4.9","8.3","11.7","3.8","4810"
"Erick Aybar","Angels","137","556","5","70","58","14","5.4 %","9.7 %",".111",".338",".312",".353",".423",".340","105","3.5","7.0","11.2","3.7","4082"
"Kendrys Morales","Angels","152","622","34","86","108","3","7.4 %","18.8 %",".263",".329",".306",".355",".569",".387","136","-7.5","20.6","-5.3","3.7","8610"
"Felipe Lopez","- - -","151","680","9","88","57","6","10.4 %","14.7 %",".118",".358",".310",".383",".427",".359","115","-1.0","11.7","2.8","3.6","1311"
"Robinson Cano","Yankees","161","674","25","103","85","5","4.5 %","9.3 %",".199",".324",".320",".352",".520",".374","124","-6.5","13.4","-0.4","3.6","3269"
"Johnny Damon","Yankees","143","626","24","107","82","12","11.3 %","15.7 %",".207",".305",".282",".365",".489",".372","122","7.3","24.6","-10.4","3.6","185"
"David DeJesus","Royals","144","627","13","74","71","4","8.1 %","13.9 %",".152",".311",".281",".347",".434",".343","105","0.0","3.9","10.2","3.6","1825"
"Shane Victorino","Phillies","156","694","10","102","62","25","8.6 %","10.2 %",".153",".315",".292",".358",".445",".352","112","5.5","16.0","-3.9","3.4","1677"
"Raul Ibanez","Phillies","134","565","34","93","93","4","9.9 %","21.1 %",".280",".290",".272",".347",".552",".378","130","-1.2","19.6","-3.3","3.4","607"
"Brian Roberts","Orioles","159","717","16","110","79","30","10.3 %","15.6 %",".168",".318",".283",".356",".451",".352","109","2.2","10.3","-0.6","3.4","166"
"Mark Reynolds","Diamondbacks","155","662","44","98","102","24","11.5 %","33.7 %",".284",".338",".260",".349",".543",".381","127","2.0","24.1","-11.9","3.3","7619"
"Hunter Pence","Astros","159","647","25","76","72","14","9.0 %","16.8 %",".190",".308",".282",".346",".472",".356","117","-6.6","7.0","5.2","3.3","8252"
"Yadier Molina","Cardinals","140","544","6","45","54","9","9.2 %","7.2 %",".089",".309",".293",".366",".383",".336","106","-7.5","-3.7","19.2","3.3","7007"
"Adam Lind","Blue Jays","151","654","35","93","114","1","8.9 %","16.8 %",".257",".323",".305",".370",".562",".396","140","0.2","32.9","-22.4","3.3","8027"
"David Wright","Mets","144","618","10","88","72","27","12.0 %","22.7 %",".140",".394",".307",".390",".447",".366","125","1.1","20.4","-7.5","3.3","3787"
"Justin Morneau","Twins","135","590","30","85","100","0","12.2 %","14.6 %",".242",".273",".274",".363",".516",".372","126","0.2","19.3","-7.0","3.3","1737"
"Elvis Andrus","Rangers","145","541","6","72","40","33","7.4 %","14.2 %",".106",".305",".267",".329",".373",".313","81","8.7","-4.4","18.3","3.2","8709"
"Nate McLouth","- - -","129","591","20","86","70","19","11.5 %","16.8 %",".179",".281",".256",".352",".436",".348","112","2.2","10.6","2.8","3.2","3190"
"Kurt Suzuki","Athletics","147","614","15","74","88","8","4.6 %","9.6 %",".147",".280",".274",".313",".421",".320","94","3.6","-1.3","11.3","3.1","8259"
"Rafael Furcal","Dodgers","150","680","9","92","47","12","9.0 %","13.1 %",".106",".302",".269",".335",".375",".317","93","2.5","-3.7","12.2","3.0","88"
"Nelson Cruz","Rangers","128","515","33","75","76","20","9.5 %","22.9 %",".264",".278",".260",".332",".524",".363","114","0.9","9.7","2.6","3.0","2434"
"Curtis Granderson","Tigers","160","710","30","91","71","20","10.1 %","19.9 %",".204",".275",".249",".327",".453",".338","101","3.5","4.1","1.0","2.9","4747"
"Asdrubal Cabrera","Indians","131","581","6","81","68","17","7.6 %","15.3 %",".130",".360",".308",".361",".438",".351","112","3.2","11.8","-2.5","2.9","4962"
"Nick Swisher","Yankees","150","607","29","84","82","0","16.0 %","20.8 %",".249",".272",".249",".371",".498",".376","125","-1.7","17.1","-8.9","2.9","4599"
"Orlando Hudson","Dodgers","149","631","9","74","62","8","9.8 %","15.7 %",".134",".328",".283",".357",".417",".341","109","2.1","8.8","-0.7","2.8","1307"
"Placido Polanco","Tigers","153","676","10","82","72","7","5.3 %","6.8 %",".112",".293",".285",".331",".396",".321","89","0.3","-9.0","14.0","2.8","1176"
"Carlos Pena","Rays","135","570","39","91","100","3","15.3 %","28.6 %",".310",".250",".227",".356",".537",".377","132","2.2","25.1","-16.9","2.8","934"
"Brandon Phillips","Reds","153","644","20","78","98","25","6.8 %","11.6 %",".171",".284",".276",".329",".447",".336","100","0.4","0.5","6.2","2.7","791"
"Chris Coghlan","Marlins","128","565","9","84","47","8","9.4 %","13.6 %",".139",".365",".321",".390",".460",".374","127","2.9","21.3","-12.2","2.7","6878"
"Colby Rasmus","Cardinals","147","520","16","72","52","3","6.9 %","18.3 %",".156",".282",".251",".307",".407",".311","89","5.9","-1.2","11.5","2.7","9893"
"Russell Branyan","Mariners","116","505","31","64","76","2","11.5 %","29.5 %",".269",".300",".251",".347",".520",".368","126","0.3","16.7","-7.2","2.7","370"
"Lance Berkman","Astros","136","563","25","73","80","7","17.2 %","17.4 %",".235",".296",".274",".399",".509",".387","138","-4.3","22.3","-13.8","2.7","548"
"Todd Helton","Rockies","151","645","15","79","86","0","13.8 %","11.3 %",".164",".348",".325",".416",".489",".394","131","-9.0","15.9","-10.0","2.7","432"
"Bobby Abreu","Angels","152","667","15","96","103","30","14.1 %","16.9 %",".142",".338",".293",".390",".435",".363","120","3.0","19.6","-15.8","2.7","945"
"Dan Uggla","Marlins","158","668","31","84","90","2","13.8 %","22.5 %",".216",".274",".243",".354",".459",".355","114","0.8","12.2","-7.6","2.6","3442"
"Michael Young","Rangers","135","593","22","76","68","8","7.9 %","15.2 %",".196",".351",".322",".374",".518",".385","128","-8.7","12.1","-6.5","2.6","1286"
"Jimmy Rollins","Phillies","155","725","21","100","77","31","6.1 %","9.7 %",".173",".251",".250",".296",".423",".312","85","4.2","-9.0","11.5","2.6","971"
"Martin Prado","Braves","128","503","11","64","49","1","7.2 %","11.7 %",".158",".331",".307",".358",".464",".358","119","-3.5","8.1","1.4","2.6","3312"
"Juan Rivera","Angels","138","572","25","72","88","0","6.3 %","10.0 %",".191",".281",".287",".332",".478",".350","111","-6.9","1.3","4.5","2.5","843"
"Aaron Rowand","Giants","144","546","15","61","64","4","5.5 %","22.9 %",".158",".318",".261",".319",".419",".323","95","0.2","-2.9","9.5","2.4","254"
"Kosuke Fukudome","Cubs","146","603","11","79","54","6","15.4 %","18.6 %",".162",".310",".259",".375",".421",".353","110","-2.7","4.8","0.0","2.4","3263"
"Michael Cuddyer","Twins","153","650","32","93","94","6","8.3 %","18.2 %",".245",".295",".276",".342",".520",".369","124","1.1","20.7","-18.9","2.4","1534"
"Chipper Jones","Braves","143","596","18","80","71","4","16.9 %","14.9 %",".166",".287",".264",".388",".430",".355","116","-2.3","9.6","-4.9","2.4","97"
"Hideki Matsui","Yankees","142","528","28","62","90","0","12.1 %","14.2 %",".235",".273",".274",".367",".509",".380","127","0.4","18.2","-12.7","2.4","1659"
"Ryan Ludwick","Cardinals","139","542","22","63","97","4","7.6 %","19.6 %",".181",".296",".265",".329",".447",".337","106","5.2","9.2","-3.6","2.3","1260"
"Melvin Upton Jr.","Rays","144","626","11","79","55","42","9.1 %","24.3 %",".132",".310",".241",".313",".373",".306","85","4.3","-7.3","8.8","2.3","5015"
"Jason Kubel","Twins","146","578","28","73","103","1","9.7 %","18.3 %",".239",".327",".300",".369",".539",".385","135","-5.2","19.8","-16.8","2.3","2161"
"Andre Ethier","Dodgers","160","685","31","92","106","6","10.5 %","16.9 %",".237",".289",".272",".361",".508",".371","129","-3.5","21.1","-20.6","2.3","6265"
"Ryan Theriot","Cubs","154","677","7","81","54","21","7.5 %","13.7 %",".085",".323",".284",".343",".369",".319","87","1.3","-9.6","10.3","2.2","3811"
"Andy LaRoche","Pirates","150","590","12","64","64","3","8.5 %","14.2 %",".143",".286",".258",".330",".401",".324","96","-2.0","-5.2","8.3","2.2","6444"
"Adam LaRoche","- - -","150","629","25","78","83","2","11.0 %","22.6 %",".211",".328",".277",".355",".488",".359","119","-1.0","13.7","-12.5","2.1","1904"
"Kevin Kouzmanoff","Padres","141","573","18","50","88","1","4.7 %","18.5 %",".164",".285",".255",".302",".420",".313","95","-3.7","-7.2","9.9","2.1","5995"
"Stephen Drew","Diamondbacks","135","595","12","71","65","5","8.2 %","14.6 %",".167",".288",".261",".320",".428",".321","87","3.0","-6.3","8.3","2.1","4251"
"Nick Markakis","Orioles","161","711","18","94","101","6","7.9 %","13.8 %",".160",".317",".293",".347",".453",".349","107","3.6","9.8","-13.2","2.1","5930"
"Grady Sizemore","Indians","106","503","18","73","64","13","11.9 %","18.3 %",".197",".275",".248",".343",".445",".346","109","2.8","8.3","-4.8","2.1","2197"
"Alexei Ramirez","White Sox","148","606","15","71","68","14","8.1 %","10.9 %",".113",".288",".277",".333",".389",".319","86","-0.1","-10.6","10.2","2.0","5133"
"Jacoby Ellsbury","Red Sox","153","693","8","94","60","70","7.1 %","10.7 %",".114",".328",".301",".355",".415",".339","98","5.7","3.9","-7.5","2.0","4727"
"Brandon Inge","Tigers","161","637","27","71","84","2","8.5 %","26.7 %",".176",".277",".230",".314",".406",".319","88","-1.1","-10.8","8.7","2.0","470"
"Scott Podsednik","White Sox","132","587","7","75","48","30","6.6 %","12.6 %",".108",".341",".304",".353",".412",".338","99","4.0","3.3","-4.0","1.9","1095"
"Alberto Callaspo","Royals","155","634","11","79","73","2","8.2 %","8.0 %",".156",".312",".300",".356",".457",".353","111","-3.2","5.8","-8.9","1.9","3336"
"Miguel Tejada","Astros","158","674","14","83","86","5","2.8 %","7.1 %",".142",".318",".313",".340",".455",".345","110","-5.8","2.3","-5.5","1.9","941"
"Randy Winn","Giants","149","597","2","65","51","16","7.9 %","15.6 %",".091",".308",".262",".318",".353",".298","79","5.3","-10.3","9.2","1.8","1235"
"A.J. Pierzynski","White Sox","138","535","13","57","49","1","4.5 %","9.7 %",".125",".312",".300",".331",".425",".327","92","-3.3","-8.9","8.6","1.8","746"
"Mark DeRosa","- - -","139","576","23","78","78","3","8.2 %","21.0 %",".183",".282",".250",".319",".433",".328","98","1.3","0.2","-1.8","1.8","1392"
"Paul Konerko","White Sox","152","621","28","75","88","1","9.3 %","14.3 %",".212",".282",".277",".353",".489",".363","115","-6.4","5.5","-9.3","1.8","242"
"Jose Lopez","Mariners","153","653","25","69","96","3","3.7 %","10.6 %",".191",".270",".272",".303",".463",".327","99","-7.0","-8.1","3.1","1.7","3114"
"Billy Butler","Royals","159","672","21","78","93","1","8.6 %","15.3 %",".191",".332",".301",".362",".492",".369","122","-7.7","10.9","-17.0","1.7","7399"
"Clint Barmes","Rockies","154","604","23","69","76","12","5.1 %","20.0 %",".195",".271",".245",".294",".440",".316","79","1.7","-13.9","11.1","1.7","1830"
"Cody Ross","Marlins","151","604","24","73","90","5","5.6 %","20.2 %",".199",".306",".270",".321",".469",".342","105","1.1","4.9","-7.9","1.6","1760"
"Skip Schumaker","Cardinals","153","586","4","85","35","2","8.9 %","11.8 %",".090",".341",".303",".364",".393",".338","107","1.9","6.7","-9.9","1.6","3704"
"Nick Johnson","- - -","133","574","8","71","62","2","17.2 %","14.6 %",".114",".338",".291",".426",".405",".376","129","-5.8","14.8","-17.6","1.6","828"
"Luis Castillo","Mets","142","580","1","77","40","20","11.9 %","10.0 %",".043",".338",".302",".387",".346",".334","104","2.4","5.4","-9.0","1.5","513"
"Adam Jones","Orioles","119","519","19","83","70","10","6.9 %","17.9 %",".180",".308",".277",".335",".457",".343","103","0.4","2.6","-5.6","1.5","6368"
"Melky Cabrera","Yankees","154","540","13","66","68","10","8.0 %","10.9 %",".142",".288",".274",".336",".416",".329","94","-0.3","-4.6","0.9","1.5","4022"
"Adam Kennedy","Athletics","129","587","11","65","63","20","7.7 %","14.7 %",".121",".326",".289",".348",".410",".335","103","0.9","3.2","-8.7","1.5","19"
"Pedro Feliz","Phillies","158","625","12","62","82","0","5.6 %","10.9 %",".121",".281",".266",".308",".386",".304","80","-4.4","-19.7","13.6","1.4","1112"
"Marlon Byrd","Rangers","146","599","20","66","89","8","5.3 %","16.4 %",".196",".308",".283",".329",".479",".346","103","-1.3","0.6","-8.4","1.3","950"
"Luke Scott","Orioles","128","506","25","61","77","0","10.9 %","20.6 %",".229",".283",".258",".340",".488",".356","112","0.9","8.2","-12.9","1.3","3469"
"Brad Hawpe","Rockies","145","588","23","82","86","1","13.4 %","24.7 %",".234",".356",".285",".384",".519",".387","127","0.1","19.6","-26.3","1.2","1885"
"James Loney","Dodgers","158","652","13","73","90","7","10.7 %","10.4 %",".118",".299",".281",".357",".399",".332","103","-0.9","1.3","-10.3","1.2","4556"
"Russell Martin","Dodgers","143","588","7","63","53","11","11.7 %","13.6 %",".079",".284",".250",".352",".329",".309","87","-3.0","-12.3","5.2","1.2","4616"
"Adam Dunn","Nationals","159","668","38","81","105","0","17.4 %","26.5 %",".262",".324",".267",".398",".529",".395","142","-0.7","34.0","-44.8","1.1","319"
"Chase Headley","Padres","156","612","12","62","64","10","10.1 %","21.7 %",".131",".325",".262",".342",".392",".326","104","-1.6","1.7","-11.1","1.0","4720"
"Jorge Cantu","Marlins","149","643","16","67","100","3","7.3 %","12.6 %",".154",".310",".289",".345",".443",".343","106","-2.9","1.7","-12.8","1.0","2521"
"Daniel Murphy","Mets","155","556","12","60","63","4","6.8 %","12.4 %",".161",".284",".266",".313",".427",".319","94","0.3","-3.7","-5.7","0.8","4316"
"Jason Kendall","Brewers","134","526","2","48","43","7","8.7 %","11.0 %",".064",".270",".241",".331",".305",".290","72","-0.3","-18.3","9.8","0.8","993"
"Cristian Guzman","Nationals","135","555","6","74","52","4","2.9 %","13.5 %",".105",".322",".284",".306",".390",".305","82","2.3","-10.3","0.8","0.8","728"
"Magglio Ordonez","Tigers","131","518","9","54","50","3","9.8 %","12.5 %",".118",".344",".310",".376",".428",".356","113","-4.2","3.9","-13.4","0.8","248"
"Carlos Lee","Astros","160","662","26","65","102","5","6.2 %","7.7 %",".189",".290",".300",".343",".489",".356","118","-11.0","3.3","-16.6","0.8","243"
"Kaz Matsui","Astros","132","533","9","56","46","19","6.4 %","15.9 %",".107",".285",".250",".302",".357",".292","74","5.7","-11.4","1.9","0.8","1854"
"Orlando Cabrera","- - -","160","708","9","83","77","13","5.1 %","10.0 %",".105",".302",".284",".316",".389",".309","85","2.1","-10.9","-5.9","0.7","766"
"David Eckstein","Padres","136","568","2","64","51","3","6.9 %","8.1 %",".074",".281",".260",".323",".334",".296","84","0.6","-10.4","-0.5","0.7","10"
"Dexter Fowler","Rockies","135","518","4","73","34","27","12.9 %","22.4 %",".141",".351",".266",".363",".406",".342","97","6.8","4.8","-14.4","0.7","4062"
"Jhonny Peralta","Indians","151","645","11","57","83","0","7.9 %","20.8 %",".120",".309",".254",".316",".375",".307","83","-5.2","-19.2","4.0","0.7","1738"
"Jack Cust","Athletics","149","612","25","88","70","4","15.2 %","30.2 %",".177",".319",".240",".356",".417",".342","108","-0.2","6.0","-20.8","0.6","1564"
"Bengie Molina","Giants","132","520","20","52","80","0","2.5 %","13.1 %",".177",".266",".265",".285",".442",".308","86","-7.1","-16.2","2.6","0.3","24"
"David Ortiz","Red Sox","150","627","28","77","99","0","11.8 %","21.4 %",".224",".262",".238",".332",".462",".342","100","-3.1","-2.8","-16.0","0.3","745"
"Jeff Francoeur","- - -","157","632","15","72","76","6","3.6 %","14.6 %",".143",".305",".280",".309",".423",".315","90","-2.1","-9.7","-9.6","0.1","4792"
"Alex Rios","- - -","149","633","17","63","71","24","5.8 %","16.9 %",".148",".273",".247",".296",".395",".302","77","0.6","-17.3","-4.9","-0.1","2090"
"Alfonso Soriano","Cubs","117","522","20","64","55","9","7.7 %","22.6 %",".182",".279",".241",".303",".423",".313","83","1.5","-9.4","-8.2","-0.1","847"
"Edgar Renteria","Giants","124","510","5","50","48","7","7.6 %","13.5 %",".078",".281",".250",".307",".328",".282","68","-2.8","-22.9","5.7","-0.1","1178"
"Vernon Wells","Blue Jays","158","684","15","84","66","17","7.0 %","12.6 %",".140",".279",".260",".311",".400",".312","84","3.1","-10.3","-14.3","-0.1","1326"
"Emilio Bonifacio","Marlins","127","509","1","72","27","21","6.7 %","18.7 %",".056",".312",".252",".303",".308",".277","61","6.4","-18.0","-3.1","-0.5","4054"
"Mark Teahen","Royals","144","571","12","69","50","8","6.5 %","21.5 %",".137",".332",".271",".325",".408",".321","90","-2.5","-9.3","-15.4","-0.5","4511"
"Jermaine Dye","White Sox","141","574","27","78","81","0","11.1 %","18.8 %",".203",".268",".250",".340",".453",".347","105","-3.4","0.0","-28.0","-0.8","911"
"Garret Anderson","Braves","135","534","13","52","61","1","5.1 %","13.7 %",".133",".286",".268",".303",".401",".306","83","-0.2","-11.1","-16.2","-1.0","2"
"Aubrey Huff","- - -","150","597","15","59","85","0","8.5 %","14.6 %",".144",".260",".241",".310",".384",".303","77","-5.6","-22.8","-18.6","-2.1","1213"
"Yuniesky Betancourt","- - -","134","508","6","40","49","3","4.1 %","8.7 %",".106",".256",".245",".274",".351",".273","61","-6.5","-31.3","-10.9","-2.5","8585"
