Name,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR
Chris Carpenter,Cardinals,17,4,28,28,3,192.2,156,7,38,144,49,0,0,0,48,7,0,1,1,750,1,0.33,1.78,6.73,3.79,14.1,55.0,4.6,79.5,2.24,0.26899999999999996,2.78,1.01,5.53,5.5
Josh Johnson,Marlins,15,5,33,33,2,209.0,184,14,58,191,77,0,0,0,75,6,0,6,0,855,10,0.6,2.5,8.22,3.29,15.6,50.3,7.5,74.9,3.23,0.29,3.06,1.16,2.61,5.5
Ubaldo Jimenez,Rockies,15,12,33,33,1,218.0,183,13,85,198,87,0,0,3,84,10,0,6,0,914,8,0.54,3.51,8.17,2.33,12.4,52.5,7.8,73.5,3.47,0.28,3.36,1.23,3.34,5.3
Jon Lester,Red Sox,15,8,32,32,2,203.1,186,20,64,225,80,0,0,0,77,3,0,0,0,843,6,0.89,2.83,9.96,3.52,19.1,47.7,10.6,76.9,3.41,0.313,3.15,1.23,2.41,5.3
Joel Pineiro,Cardinals,15,12,32,32,3,214.0,218,11,27,105,94,0,0,0,83,8,0,1,2,865,4,0.46,1.14,4.42,3.89,9.0,60.5,6.5,66.9,3.49,0.29,3.27,1.14,0.49,4.6
Clayton Kershaw,Dodgers,8,8,31,30,0,171.0,119,7,91,185,55,0,0,2,53,1,0,4,0,701,11,0.37,4.79,9.74,2.03,13.4,39.4,4.1,77.5,2.79,0.26899999999999996,3.08,1.23,3.17,4.4
Josh Beckett,Red Sox,17,6,32,32,4,212.1,198,25,55,199,99,0,0,1,91,7,0,1,2,883,3,1.06,2.33,8.43,3.62,16.3,47.2,12.8,71.6,3.86,0.29,3.63,1.19,2.04,4.2
Wandy Rodriguez,Astros,14,12,33,33,1,205.2,192,21,63,193,77,0,0,1,69,5,0,5,1,849,2,0.92,2.76,8.45,3.06,15.3,44.9,9.9,79.4,3.02,0.302,3.54,1.24,2.67,4.1
Ricky Nolasco,Marlins,13,9,31,31,2,185.0,188,23,44,195,111,0,0,0,104,2,0,7,0,785,2,1.12,2.14,9.49,4.43,19.2,38.3,11.0,61.0,5.06,0.317,3.35,1.25,-1.46,4.1
Jair Jurrjens,Braves,14,10,34,34,0,215.0,186,15,75,152,71,0,0,2,62,3,0,1,0,884,3,0.63,3.14,6.36,2.03,8.7,42.9,6.1,79.4,2.6,0.268,3.68,1.21,3.77,4.0
Gavin Floyd,White Sox,11,11,30,30,1,193.0,178,21,59,163,93,0,0,0,87,2,0,4,0,797,8,0.98,2.75,7.6,2.76,13.1,44.3,11.2,69.7,4.06,0.284,3.77,1.23,2.19,4.0
Jered Weaver,Angels,16,8,33,33,4,211.0,196,26,66,174,91,0,0,0,88,4,0,3,2,882,3,1.11,2.82,7.42,2.64,12.2,30.9,8.3,76.2,3.75,0.278,4.04,1.24,1.81,3.9
Cole Hamels,Phillies,10,11,32,32,2,193.2,206,24,43,168,95,0,0,0,93,5,0,4,2,814,1,1.12,2.0,7.81,3.91,15.4,40.4,10.7,72.1,4.32,0.317,3.72,1.29,0.67,3.9
Ted Lilly,Cubs,12,9,27,27,0,177.0,151,22,36,151,66,0,0,3,61,2,0,2,0,706,3,1.12,1.83,7.68,4.19,16.3,31.9,8.7,77.8,3.1,0.261,3.65,1.06,2.41,3.7
Carlos Zambrano,Cubs,9,7,28,28,1,169.1,155,10,78,152,78,0,0,0,71,9,0,6,1,733,7,0.53,4.15,8.08,1.95,10.1,44.7,5.6,71.9,3.77,0.3,3.61,1.38,1.34,3.7
Ryan Dempster,Cubs,11,9,31,31,1,200.0,196,22,65,172,94,0,0,0,81,6,0,4,1,842,11,0.99,2.93,7.74,2.65,12.7,47.2,11.0,73.2,3.65,0.302,3.87,1.31,0.13,3.6
Brett Anderson,Athletics,11,11,30,30,1,175.1,180,20,45,150,94,0,0,1,79,3,0,1,1,735,0,1.03,2.31,7.7,3.33,14.3,50.9,11.1,67.0,4.06,0.309,3.69,1.28,-0.01,3.5
Jason Hammel,Rockies,10,8,34,30,1,176.2,203,17,42,133,94,0,0,0,85,9,0,6,0,771,4,0.87,2.14,6.78,3.17,11.8,46.2,9.7,69.5,4.33,0.326,3.71,1.39,-0.04,3.5
Roy Oswalt,Astros,8,6,30,30,3,181.1,183,19,42,138,83,0,0,0,83,8,0,4,0,757,4,0.94,2.08,6.85,3.29,12.7,43.3,9.7,72.7,4.12,0.298,3.76,1.24,0.73,3.5
Scott Baker,Twins,15,9,33,33,1,200.0,190,28,48,162,99,0,0,0,97,4,0,1,1,828,4,1.26,2.16,7.29,3.38,13.8,33.4,9.7,70.5,4.37,0.276,4.08,1.19,0.55,3.5
James Shields,Rays,11,12,33,33,0,219.2,239,29,52,167,113,0,0,1,101,1,0,1,0,930,3,1.19,2.13,6.84,3.21,12.4,42.3,11.2,71.2,4.14,0.308,4.02,1.32,-0.21,3.5
Matt Cain,Giants,14,8,33,33,4,217.2,184,22,73,171,73,0,0,0,70,3,0,6,0,886,9,0.91,3.02,7.07,2.34,11.1,39.0,8.4,81.6,2.89,0.263,3.89,1.18,3.4,3.4
Andy Pettitte,Yankees,14,8,32,32,0,194.2,193,20,76,148,101,0,0,0,90,4,0,1,0,834,3,0.92,3.51,6.84,1.95,8.6,42.9,8.9,70.2,4.16,0.295,4.15,1.38,1.4,3.4
Randy Wolf,Dodgers,11,7,34,34,0,214.1,178,24,58,160,81,0,0,0,77,6,0,1,0,862,4,1.01,2.44,6.72,2.76,11.8,39.6,9.2,77.3,3.23,0.251,3.96,1.1,1.21,3.3
Carl Pavano,Twins,14,12,33,33,1,199.1,235,26,39,147,119,0,0,0,113,6,0,1,1,854,5,1.17,1.76,6.64,3.77,12.7,43.4,10.7,66.1,5.1,0.32899999999999996,4.0,1.37,0.25,3.3
Jorge de la Rosa,Rockies,16,9,33,32,0,185.0,172,20,83,193,95,0,0,1,90,9,0,3,0,799,12,0.97,4.04,9.39,2.33,13.8,44.7,11.8,71.6,4.38,0.308,3.91,1.38,0.96,3.3
John Lackey,Angels,11,8,27,27,1,176.1,177,17,47,139,84,0,0,0,75,9,0,1,1,748,6,0.87,2.4,7.09,2.96,12.3,44.9,9.1,71.2,3.83,0.299,3.73,1.27,1.57,3.3
Johan Santana,Mets,13,9,25,25,0,166.2,156,20,46,146,67,0,0,0,58,3,0,3,0,701,1,1.08,2.48,7.88,3.17,14.3,35.7,8.6,78.0,3.13,0.28,3.79,1.21,1.48,3.3
Edwin Jackson,Tigers,13,9,33,33,1,214.0,200,27,70,161,93,0,0,0,86,5,0,3,0,890,6,1.14,2.94,6.77,2.3,10.2,39.1,9.9,76.7,3.62,0.276,4.28,1.26,3.03,3.3
Paul Maholm,Pirates,8,9,31,31,0,194.2,221,14,60,119,102,0,0,1,96,6,0,4,0,836,11,0.65,2.77,5.5,1.98,7.1,52.1,7.3,69.2,4.44,0.325,3.83,1.44,0.15,3.2
Jason Marquis,Rockies,15,13,33,33,2,216.0,218,15,80,115,104,0,0,1,97,4,0,6,1,921,6,0.62,3.33,4.79,1.44,3.8,55.6,7.8,70.5,4.04,0.287,4.1,1.38,2.5,3.2
Kevin Correia,Padres,12,11,33,33,1,198.0,194,17,64,142,92,0,0,1,86,4,0,6,1,830,5,0.77,2.91,6.45,2.22,9.4,44.8,7.8,71.4,3.91,0.294,3.81,1.3,-0.33,3.1
Randy Wells,Cubs,12,10,27,27,0,165.1,165,14,46,104,67,0,0,1,56,6,0,4,0,694,3,0.76,2.5,5.66,2.26,8.4,47.9,8.0,76.0,3.05,0.28800000000000003,3.88,1.28,1.92,3.0
Mark Buehrle,White Sox,13,10,33,33,1,213.1,222,27,45,105,97,0,0,1,91,5,0,3,1,874,2,1.14,1.9,4.43,2.33,6.9,45.2,10.7,74.7,3.84,0.282,4.46,1.25,1.75,3.0
Chad Billingsley,Dodgers,12,11,33,32,0,196.1,173,17,86,179,94,0,0,0,88,7,0,7,0,823,14,0.78,3.94,8.21,2.08,11.3,45.3,8.8,71.0,4.03,0.292,3.82,1.32,-0.28,3.0
A.J. Burnett,Yankees,13,9,33,33,1,207.0,193,25,97,195,99,0,0,1,93,10,0,0,0,896,17,1.09,4.22,8.48,2.01,10.9,42.8,10.8,75.9,4.04,0.295,4.33,1.4,0.7,3.0
Matt Garza,Rays,8,12,32,32,0,203.0,177,25,79,189,93,0,0,0,89,11,0,0,0,861,3,1.11,3.5,8.38,2.39,12.8,39.7,10.2,75.0,3.95,0.273,4.17,1.26,1.04,3.0
Max Scherzer,Diamondbacks,9,11,30,30,0,170.1,166,20,63,174,94,0,0,1,78,10,0,1,0,741,5,1.06,3.33,9.19,2.76,15.0,41.8,10.4,68.7,4.12,0.308,3.87,1.34,-0.25,2.9
Jeff Niemann,Rays,13,6,31,30,2,180.2,185,17,59,125,84,0,0,0,79,9,0,1,2,769,6,0.85,2.94,6.23,2.12,8.6,40.5,7.6,73.7,3.94,0.301,4.07,1.35,1.56,2.9
Scott Feldman,Rangers,17,8,34,31,0,189.2,178,18,65,113,87,0,0,2,86,9,0,0,0,791,5,0.85,3.08,5.36,1.74,6.1,46.8,9.2,72.8,4.08,0.273,4.31,1.28,2.5,2.9
Yovani Gallardo,Brewers,13,12,30,30,1,185.2,150,21,94,204,78,0,0,0,77,5,0,5,0,793,9,1.02,4.56,9.89,2.17,13.9,45.0,12.3,77.9,3.73,0.275,3.97,1.31,1.32,2.8
John Danks,White Sox,13,11,32,32,1,200.1,184,28,73,149,89,0,0,0,84,5,0,1,0,839,1,1.26,3.28,6.69,2.04,9.1,44.2,11.5,77.7,3.77,0.267,4.59,1.28,1.76,2.7
Aaron Harang,Reds,6,14,26,26,2,162.1,186,24,43,142,82,0,0,0,76,4,0,6,1,703,6,1.33,2.38,7.87,3.3,14.1,34.9,11.7,75.7,4.21,0.331,4.14,1.41,0.14,2.6
Derek Lowe,Braves,15,10,34,34,0,194.2,232,16,63,111,109,0,0,2,101,4,0,7,0,855,4,0.74,2.91,5.13,1.76,5.6,56.3,9.4,68.7,4.67,0.327,4.06,1.52,-1.32,2.5
Nick Blackburn,Twins,11,11,33,33,3,205.2,240,25,41,98,103,0,0,0,92,3,0,1,0,882,2,1.09,1.79,4.29,2.39,6.5,45.7,9.4,72.7,4.03,0.301,4.37,1.37,0.45,2.4
Zach Duke,Pirates,11,16,32,32,3,213.0,231,23,49,106,101,0,0,1,96,3,0,0,1,891,2,0.97,2.07,4.48,2.16,6.4,47.7,10.0,72.6,4.06,0.293,4.24,1.31,-0.9,2.4
Ricky Romero,Blue Jays,13,9,29,29,0,178.0,192,18,79,141,88,0,0,1,85,10,0,0,0,771,6,0.91,3.99,7.13,1.78,8.0,54.0,12.8,75.5,4.3,0.33299999999999996,4.33,1.52,0.43,2.3
Joe Blanton,Phillies,12,8,31,31,0,195.1,198,30,59,163,89,0,0,0,88,8,0,4,0,837,7,1.38,2.72,7.51,2.76,12.4,40.6,12.9,78.9,4.05,0.29100000000000004,4.45,1.32,0.3,2.2
Barry Zito,Giants,10,13,33,33,1,192.0,179,21,81,154,89,0,0,2,86,8,0,8,0,818,2,0.98,3.8,7.22,1.9,8.9,37.9,9.5,75.0,4.03,0.285,4.31,1.35,0.56,2.1
Jon Garland,Dodgers,11,13,33,33,1,204.0,225,23,61,109,106,0,0,0,91,6,0,7,0,882,6,1.01,2.69,4.81,1.79,5.4,45.7,9.5,71.6,4.01,0.29600000000000004,4.48,1.4,-0.47,2.1
Kevin Millwood,Rangers,13,10,31,31,3,198.2,195,26,71,123,88,0,0,0,81,11,0,0,0,850,8,1.18,3.22,5.57,1.73,6.1,42.3,10.6,78.6,3.67,0.273,4.8,1.34,0.99,2.1
Bronson Arroyo,Reds,15,13,33,33,3,220.1,214,31,65,127,101,0,0,0,94,9,0,6,2,923,1,1.27,2.66,5.19,1.95,6.7,44.8,11.9,76.5,3.84,0.265,4.78,1.27,1.63,2.0
Jonathan Sanchez,Giants,8,12,32,29,1,163.1,135,19,88,177,82,0,0,0,77,6,1,5,1,710,11,1.05,4.85,9.75,2.01,12.5,40.7,10.3,72.6,4.24,0.276,4.17,1.37,-1.26,2.0
Jarrod Washburn,Tigers,9,9,28,28,1,176.0,160,23,49,100,77,0,0,0,74,5,0,1,1,724,1,1.18,2.51,5.11,2.04,7.0,37.6,9.7,75.4,3.78,0.25,4.58,1.19,1.98,1.9
Brad Penny,Giants,11,9,30,30,1,173.1,191,22,51,109,102,0,0,0,94,5,0,0,0,751,6,1.14,2.65,5.66,2.14,7.7,43.7,9.9,67.1,4.88,0.3,4.46,1.4,-0.25,1.8
J.A. Happ,Phillies,12,4,35,23,3,166.0,149,20,56,119,55,0,0,0,54,5,0,2,2,685,2,1.08,3.04,6.45,2.13,9.2,38.4,9.5,85.2,2.93,0.266,4.33,1.23,1.76,1.7
Mike Pelfrey,Mets,10,12,31,31,0,184.1,213,18,66,107,112,0,0,6,103,7,0,8,0,824,1,0.88,3.22,5.22,1.62,5.0,51.3,9.5,66.7,5.03,0.312,4.39,1.51,-1.98,1.7
Livan Hernandez,Nationals,9,12,31,31,2,183.2,220,19,67,102,112,0,0,0,111,1,0,5,0,806,1,0.93,3.28,5.0,1.52,4.3,40.6,8.4,67.3,5.44,0.326,4.44,1.56,-1.6,1.6
Johnny Cueto,Reds,11,11,30,30,0,171.1,172,24,61,132,90,0,0,0,84,14,0,0,0,740,4,1.26,3.2,6.93,2.16,9.6,41.6,11.2,73.6,4.41,0.29100000000000004,4.69,1.36,0.09,1.6
Jeremy Guthrie,Orioles,10,17,33,33,1,200.0,224,35,60,110,120,0,0,1,112,9,0,1,0,874,1,1.57,2.7,4.95,1.83,5.7,34.7,10.9,70.9,5.04,0.28600000000000003,5.31,1.42,-1.79,1.5
John Lannan,Nationals,9,13,33,33,2,206.1,210,22,68,89,100,0,0,0,89,6,0,5,1,875,3,0.96,2.97,3.88,1.31,2.4,51.9,10.5,72.7,3.88,0.272,4.7,1.35,0.13,1.4
Doug Davis,Diamondbacks,9,14,34,34,0,203.1,203,25,103,146,101,0,0,1,93,4,0,1,0,889,12,1.11,4.56,6.46,1.42,4.8,43.1,11.7,76.0,4.12,0.29100000000000004,4.84,1.5,0.84,1.4
Rick Porcello,Tigers,14,9,31,31,0,170.2,176,23,52,89,81,0,0,1,75,3,0,0,0,720,6,1.21,2.74,4.69,1.71,5.1,54.2,14.1,75.5,3.96,0.27699999999999997,4.77,1.34,1.23,1.3
Ross Ohlendorf,Pirates,11,10,29,29,0,176.2,165,25,53,109,80,0,0,1,77,7,0,1,0,725,2,1.27,2.7,5.55,2.06,7.7,40.6,11.1,76.3,3.92,0.264,4.72,1.23,0.65,1.2
Joe Saunders,Angels,16,7,31,31,1,186.0,202,29,64,101,102,0,0,1,95,6,0,2,1,805,5,1.4,3.1,4.89,1.58,4.6,46.8,12.8,73.5,4.6,0.28600000000000003,5.17,1.43,-0.6,0.9
Trevor Cahill,Athletics,10,13,32,32,0,178.2,185,27,72,90,99,0,0,0,92,4,0,1,0,773,5,1.36,3.63,4.53,1.25,2.3,47.8,13.2,72.6,4.63,0.272,5.33,1.44,-0.76,0.2
Braden Looper,Brewers,14,7,34,34,0,194.2,226,39,64,100,123,0,0,0,113,5,0,6,0,866,5,1.8,2.96,4.62,1.56,4.2,46.4,15.8,71.6,5.22,0.284,5.74,1.49,-1.77,-0.5
