Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
Nick Johnson,Nationals,147,500,628,145,76,46,0,23,100,77,110,15,99,17.5,15.8,1.11,0.32,13,3,2,12,10,3,-7.6,0.23,0.40399999999999997,38.9,0.29,0.428,0.52,0.948,4.9,147,3.34
Jim Thome,White Sox,143,490,610,141,73,26,0,42,108,109,107,12,147,17.5,24.1,0.73,0.321,6,7,0,4,0,0,-14.6,0.31,0.42100000000000004,46.6,0.28800000000000003,0.41600000000000004,0.598,1.014,4.8,153,3.1
David Wright,Mets,154,582,661,181,110,40,5,26,96,116,66,13,113,10.0,17.1,0.58,0.344,5,8,0,15,20,5,-4.7,0.22,0.382,28.7,0.311,0.381,0.531,0.912,4.7,132,4.66
Carl Crawford,Devil Rays,151,600,653,183,129,20,16,18,89,77,37,3,85,5.7,13.0,0.44,0.331,4,2,9,8,58,9,3.8,0.177,0.355,12.9,0.305,0.348,0.48200000000000004,0.83,4.7,114,1.05
Adrian Beltre,Mariners,156,620,681,166,98,39,4,25,88,89,47,4,118,6.9,17.3,0.4,0.294,10,3,1,15,11,5,20.7,0.19699999999999998,0.33899999999999997,4.1,0.268,0.32799999999999996,0.465,0.792,4.6,106,0.66
Freddy Sanchez,Pirates,157,582,632,200,139,53,2,6,85,85,31,6,52,4.9,8.2,0.6,0.364,7,9,3,12,3,2,7.9,0.129,0.365,17.9,0.344,0.37799999999999995,0.473,0.851,4.6,119,2.03
Mike Cameron,Padres,141,552,634,148,83,34,9,22,88,83,71,2,142,11.2,22.4,0.5,0.321,6,5,0,8,25,9,1.2,0.214,0.359,14.7,0.268,0.355,0.48200000000000004,0.8370000000000001,4.5,122,1.15
Reed Johnson,Blue Jays,134,461,517,147,99,34,2,12,86,49,33,4,81,6.4,15.7,0.41,0.366,21,1,1,9,8,2,9.8,0.161,0.377,20.1,0.319,0.39,0.479,0.8690000000000001,4.4,126,0.28
Hanley Ramirez,Marlins,158,633,700,185,111,46,11,17,119,59,56,0,128,8.0,18.3,0.44,0.34299999999999997,4,2,5,7,51,15,-2.6,0.188,0.358,16.1,0.292,0.353,0.48,0.833,4.4,116,2.34
Jimmy Rollins,Phillies,158,689,758,191,112,45,9,25,127,83,57,2,80,7.5,10.6,0.71,0.281,5,7,0,12,36,4,12.0,0.2,0.34600000000000003,9.2,0.27699999999999997,0.33399999999999996,0.478,0.8109999999999999,4.3,103,2.32
Jorge Posada,Yankees,143,465,545,129,77,27,2,23,65,93,64,1,97,11.7,17.8,0.66,0.303,11,5,0,10,3,0,12.4,0.215,0.373,19.5,0.27699999999999997,0.374,0.49200000000000005,0.867,4.3,125,2.25
Dan Uggla,Marlins,154,611,683,172,112,26,7,27,105,90,48,1,123,7.0,18.0,0.39,0.309,9,8,7,5,6,6,7.4,0.198,0.35,10.5,0.282,0.33899999999999997,0.48,0.818,4.2,110,0.64
Brandon Inge,Tigers,159,542,601,137,79,29,2,27,83,83,43,2,128,7.2,21.3,0.34,0.281,7,5,4,12,7,4,24.0,0.21,0.331,-0.4,0.253,0.313,0.46299999999999997,0.7759999999999999,4.2,97,-0.01
J.D. Drew,Dodgers,146,494,594,140,80,34,6,20,84,100,89,8,106,15.0,17.8,0.84,0.321,4,6,1,4,2,3,-3.2,0.215,0.38,24.7,0.28300000000000003,0.39299999999999996,0.498,0.8909999999999999,4.2,130,2.7
David DeJesus,Royals,119,491,552,145,94,36,7,8,83,56,43,4,70,7.8,12.7,0.61,0.32899999999999996,12,4,2,10,6,3,12.3,0.151,0.35100000000000003,9.0,0.295,0.364,0.446,0.81,4.2,110,1.28
Ramon Hernandez,Orioles,144,501,560,138,84,29,2,23,66,91,43,2,79,7.7,14.1,0.54,0.285,11,5,0,13,1,0,17.8,0.204,0.35200000000000004,9.7,0.275,0.34299999999999997,0.479,0.8220000000000001,4.1,110,-0.33
Curtis Granderson,Tigers,159,596,679,155,96,31,9,19,90,68,66,0,174,9.7,25.6,0.38,0.33299999999999996,4,6,7,4,8,5,14.0,0.17800000000000002,0.335,1.9,0.26,0.335,0.43799999999999994,0.773,4.0,99,0.93
Joe Crede,White Sox,150,544,586,154,93,31,0,30,76,94,28,1,58,4.8,9.9,0.48,0.268,7,7,0,18,0,2,19.0,0.222,0.35,9.1,0.28300000000000003,0.32299999999999995,0.506,0.828,3.9,106,-0.11
Nick Swisher,Athletics,157,556,672,141,80,24,2,35,106,95,97,7,152,14.4,22.6,0.64,0.28300000000000003,11,6,2,13,1,2,-5.9,0.239,0.369,21.7,0.254,0.37200000000000005,0.493,0.8640000000000001,3.9,124,2.28
Austin Kearns,Nationals,150,537,629,142,83,33,2,24,86,86,76,4,135,12.1,21.5,0.56,0.308,10,5,1,18,9,4,7.7,0.203,0.358,14.4,0.264,0.363,0.467,0.83,3.9,114,0.12
Gary Matthews Jr.,Rangers,147,620,690,194,125,44,6,19,102,79,58,5,99,8.4,14.3,0.59,0.34299999999999997,4,8,0,8,10,7,0.2,0.182,0.369,22.4,0.313,0.371,0.495,0.866,3.9,118,1.41
Ryan Zimmerman,Nationals,157,614,682,176,106,47,3,20,84,110,61,7,120,8.9,17.6,0.51,0.326,2,4,1,15,11,8,6.1,0.184,0.35100000000000003,11.2,0.287,0.35100000000000003,0.47100000000000003,0.8220000000000001,3.8,112,4.48
Alex Rodriguez,Yankees,154,572,674,166,104,26,1,35,113,121,90,8,139,13.4,20.6,0.65,0.326,8,4,0,22,15,4,-14.0,0.233,0.389,33.3,0.29,0.392,0.523,0.914,3.8,136,1.21
Rafael Furcal,Dodgers,159,654,736,196,140,32,9,15,113,63,73,3,98,9.9,13.3,0.74,0.33299999999999996,1,3,5,7,37,13,-2.2,0.145,0.355,14.5,0.3,0.369,0.445,0.8140000000000001,3.8,113,0.73
Ryan Freel,Reds,132,454,523,123,83,30,2,8,67,27,57,0,98,10.9,18.7,0.58,0.33,9,0,3,5,37,11,19.7,0.128,0.34,3.9,0.271,0.363,0.39899999999999997,0.762,3.8,100,0.14
Justin Morneau,Twins,157,592,661,190,118,37,1,34,97,130,53,9,93,8.0,14.1,0.57,0.32799999999999996,5,11,0,10,3,3,-12.3,0.23800000000000002,0.39,33.0,0.321,0.375,0.5589999999999999,0.934,3.8,138,4.77
Aramis Ramirez,Cubs,157,594,660,173,93,38,4,38,93,119,50,4,63,7.6,9.5,0.79,0.27,9,7,0,15,2,1,-0.6,0.26899999999999996,0.381,28.1,0.29100000000000004,0.35200000000000004,0.561,0.912,3.7,125,2.3
Ray Durham,Giants,137,498,555,146,83,30,7,26,79,93,51,6,61,9.2,11.0,0.84,0.29100000000000004,2,2,2,17,7,2,1.8,0.245,0.37799999999999995,21.8,0.293,0.36,0.5379999999999999,0.898,3.6,126,3.18
Johnny Damon,Yankees,149,593,671,169,105,35,5,24,115,80,67,1,85,10.0,12.7,0.79,0.297,4,5,2,4,25,10,-8.3,0.19699999999999998,0.36200000000000004,17.3,0.285,0.359,0.48200000000000004,0.841,3.6,117,1.77
Nick Punto,Twins,135,459,524,133,104,21,7,1,73,45,47,0,68,9.0,13.0,0.69,0.332,1,7,10,8,17,5,20.1,0.083,0.322,-4.3,0.29,0.35200000000000004,0.373,0.725,3.6,93,-0.94
Edgar Renteria,Braves,149,598,673,175,119,40,2,14,100,70,62,0,89,9.2,13.2,0.7,0.324,3,2,8,17,17,6,7.2,0.14400000000000002,0.349,10.3,0.293,0.361,0.436,0.797,3.6,108,1.51
Bobby Abreu,Yankees,156,548,686,163,105,41,2,15,98,107,124,6,138,18.1,20.1,0.9,0.366,3,9,2,13,30,6,-21.8,0.16399999999999998,0.38799999999999996,32.8,0.297,0.424,0.462,0.8859999999999999,3.6,132,4.75
Mark Teixeira,Rangers,162,628,727,177,98,45,1,33,99,110,89,12,128,12.2,17.6,0.7,0.304,4,6,0,17,2,0,-8.7,0.23199999999999998,0.374,26.1,0.282,0.371,0.514,0.8859999999999999,3.5,121,1.0
Vladimir Guerrero,Angels,156,607,665,200,132,34,1,33,92,116,50,25,68,7.5,10.2,0.74,0.327,4,4,0,16,15,5,-11.8,0.222,0.386,30.8,0.32899999999999996,0.382,0.552,0.934,3.5,134,3.36
Matt Holliday,Rockies,155,602,667,196,112,45,5,34,119,114,47,3,110,7.0,16.5,0.43,0.35100000000000003,15,3,0,22,10,5,-16.6,0.261,0.41,44.9,0.326,0.387,0.586,0.973,3.5,139,2.08
Raul Ibanez,Mariners,159,626,699,181,110,33,5,33,103,123,65,15,115,9.3,16.5,0.57,0.305,1,7,0,13,2,4,-7.7,0.22699999999999998,0.36200000000000004,18.3,0.289,0.353,0.516,0.8690000000000001,3.4,121,2.08
Eric Chavez,Athletics,137,485,576,117,69,24,2,22,74,72,84,6,100,14.6,17.4,0.84,0.257,1,6,0,19,3,0,14.6,0.19399999999999998,0.34,4.0,0.24100000000000002,0.35100000000000003,0.435,0.7859999999999999,3.4,105,1.58
Troy Glaus,Blue Jays,153,540,634,136,71,27,0,38,105,104,86,6,134,13.6,21.1,0.64,0.263,3,5,0,25,3,2,-2.3,0.261,0.36700000000000005,19.2,0.252,0.355,0.513,0.868,3.4,119,-0.89
Michael Young,Rangers,162,691,748,217,148,52,3,14,93,103,48,0,96,6.4,12.8,0.5,0.345,1,8,0,27,7,3,6.3,0.145,0.35200000000000004,13.0,0.314,0.35600000000000004,0.45899999999999996,0.8140000000000001,3.4,107,2.28
Omar Vizquel,Giants,153,579,659,171,135,22,10,4,88,58,56,3,51,8.5,7.7,1.1,0.316,6,5,13,13,24,7,16.1,0.09300000000000001,0.331,-0.3,0.295,0.361,0.389,0.7490000000000001,3.3,95,0.38
Willy Taveras,Astros,149,529,587,147,122,19,5,1,83,30,34,0,88,5.8,15.0,0.39,0.33,11,2,11,6,33,9,22.3,0.06,0.302,-14.7,0.278,0.33299999999999996,0.33799999999999997,0.672,3.3,77,-0.34
Emil Brown,Royals,147,527,601,151,93,41,2,15,77,81,59,3,95,9.8,15.8,0.62,0.319,5,10,0,15,6,3,5.3,0.171,0.35100000000000003,9.8,0.287,0.358,0.457,0.815,3.3,110,0.29
Juan Pierre,Cubs,162,699,750,204,156,32,13,3,87,40,32,0,38,4.3,5.1,0.84,0.305,8,1,10,6,58,20,16.7,0.096,0.315,-10.5,0.292,0.33,0.38799999999999996,0.7170000000000001,3.1,82,-1.13
Michael Cuddyer,Twins,150,557,635,158,88,41,5,24,102,109,62,5,130,9.8,20.5,0.48,0.32799999999999996,10,6,0,11,6,0,-11.4,0.221,0.368,19.9,0.284,0.36200000000000004,0.504,0.867,3.1,123,2.67
Brian Roberts,Orioles,138,563,630,161,114,34,3,10,85,55,55,4,66,8.7,10.5,0.83,0.307,0,5,6,16,36,7,9.6,0.124,0.33,-1.0,0.28600000000000003,0.34700000000000003,0.41,0.757,3.1,95,0.17
Dave Roberts,Padres,129,499,567,146,113,18,13,2,80,44,51,2,61,9.0,10.8,0.84,0.327,4,5,7,5,49,6,1.9,0.1,0.332,0.0,0.293,0.36,0.39299999999999996,0.752,3.1,104,-0.71
Brian Giles,Padres,158,604,717,159,107,37,1,14,87,83,104,6,60,14.5,8.4,1.73,0.272,5,4,0,18,9,4,-2.8,0.134,0.342,6.6,0.263,0.374,0.397,0.7709999999999999,3.0,111,1.99
Jason Giambi,Yankees,139,446,579,113,51,25,0,37,92,113,110,12,106,19.0,18.3,1.04,0.245,16,7,0,10,2,0,-20.4,0.305,0.40700000000000003,37.1,0.253,0.413,0.5579999999999999,0.971,3.0,147,4.19
Jermaine Dye,White Sox,146,539,611,170,96,27,3,44,103,120,59,4,118,9.7,19.3,0.5,0.32799999999999996,6,7,0,15,7,3,-27.4,0.306,0.418,45.1,0.315,0.385,0.622,1.006,3.0,151,4.87
Paul Konerko,White Sox,152,566,643,177,112,30,0,35,97,113,60,3,104,9.3,16.2,0.58,0.326,8,9,0,25,1,0,-11.4,0.239,0.39399999999999996,34.3,0.313,0.381,0.551,0.932,3.0,135,1.82
Ivan Rodriguez,Tigers,136,547,580,164,119,28,4,13,74,69,26,4,86,4.5,14.8,0.3,0.336,1,2,4,16,8,3,11.9,0.13699999999999998,0.33,-0.7,0.3,0.332,0.43700000000000006,0.769,2.9,96,-1.21
Eric Byrnes,Diamondbacks,143,562,606,150,84,37,3,26,82,79,34,2,88,5.6,14.5,0.39,0.275,5,3,2,12,25,3,10.7,0.215,0.337,2.9,0.267,0.313,0.48200000000000004,0.795,2.9,95,-0.69
Adrian Gonzalez,Padres,156,570,631,173,110,38,1,24,83,82,52,9,113,8.2,17.9,0.46,0.34,3,5,1,24,0,1,-5.3,0.196,0.365,17.9,0.304,0.36200000000000004,0.5,0.862,2.9,126,1.43
Manny Ramirez,Red Sox,130,449,558,144,81,27,1,35,79,102,100,16,102,17.9,18.3,0.98,0.341,1,8,0,13,0,1,-30.8,0.298,0.436,49.8,0.321,0.439,0.619,1.058,2.9,163,3.81
Jason Kendall,Athletics,143,552,626,163,139,23,0,1,76,50,53,2,54,8.5,8.6,0.98,0.32299999999999995,12,5,4,19,11,5,14.8,0.047,0.321,-5.5,0.295,0.36700000000000005,0.342,0.7090000000000001,2.9,93,-0.7
Mark DeRosa,Rangers,136,520,572,154,99,40,2,13,78,74,44,1,102,7.7,17.8,0.43,0.34600000000000003,6,2,0,13,4,4,6.8,0.16,0.353,10.3,0.29600000000000004,0.35700000000000004,0.456,0.812,2.9,107,-0.24
Kenji Johjima,Mariners,144,506,542,147,103,25,1,18,61,76,20,1,46,3.7,8.5,0.43,0.29,13,3,0,15,3,1,11.1,0.16,0.33799999999999997,2.9,0.29100000000000004,0.332,0.451,0.7829999999999999,2.8,105,0.1
Matt Murton,Cubs,144,455,508,135,97,22,3,13,70,62,45,1,62,8.9,12.2,0.73,0.319,5,2,1,16,5,2,9.5,0.147,0.353,9.4,0.297,0.365,0.444,0.809,2.8,107,1.32
Carlos Delgado,Mets,144,524,618,139,69,30,2,38,89,114,74,11,120,12.0,19.4,0.62,0.26899999999999996,10,10,0,12,0,0,-12.7,0.282,0.377,23.8,0.265,0.361,0.5479999999999999,0.909,2.8,128,3.18
Victor Martinez,Indians,153,572,652,181,128,37,0,16,82,93,71,8,78,10.9,12.0,0.91,0.341,3,6,0,27,0,0,-2.9,0.149,0.37,21.3,0.316,0.391,0.465,0.856,2.8,123,-0.18
Brad Hawpe,Rockies,150,499,575,146,85,33,6,22,67,84,74,11,123,12.9,21.4,0.6,0.348,0,2,0,8,5,5,-6.2,0.222,0.379,23.4,0.293,0.38299999999999995,0.515,0.898,2.7,118,2.08
Mark Grudzielanek,Royals,134,548,586,163,120,32,4,7,85,52,28,4,69,4.8,11.8,0.41,0.327,2,5,3,12,3,2,13.6,0.111,0.319,-6.0,0.297,0.331,0.409,0.74,2.7,89,-1.39
Jamey Carroll,Rockies,136,463,534,139,106,23,5,5,84,36,56,1,66,10.5,12.4,0.85,0.33899999999999997,3,3,9,10,10,12,13.3,0.10400000000000001,0.34700000000000003,6.9,0.3,0.377,0.40399999999999997,0.7809999999999999,2.7,97,-1.74
Orlando Cabrera,Angels,153,607,675,171,116,45,1,9,95,72,51,0,58,7.6,8.6,0.88,0.294,3,11,3,12,27,3,4.6,0.122,0.322,-5.2,0.282,0.335,0.40399999999999997,0.738,2.7,92,1.04
Kevin Youkilis,Red Sox,147,569,680,159,102,42,2,13,100,72,91,0,120,13.4,17.6,0.76,0.327,9,11,0,12,5,2,-6.9,0.149,0.35700000000000004,14.7,0.27899999999999997,0.381,0.429,0.81,2.7,111,1.81
Aaron Hill,Blue Jays,155,546,606,159,122,28,3,6,70,50,42,5,66,6.9,10.9,0.64,0.319,9,5,4,15,5,2,9.1,0.095,0.32299999999999995,-4.6,0.29100000000000004,0.349,0.386,0.735,2.5,90,0.37
Paul Lo Duca,Mets,124,512,551,163,118,39,1,5,80,49,24,0,38,4.4,6.9,0.63,0.335,6,2,7,15,3,0,7.5,0.109,0.342,5.1,0.318,0.355,0.428,0.7829999999999999,2.5,105,1.01
Mike Lowell,Red Sox,153,573,631,163,95,47,1,20,79,80,47,5,61,7.4,9.7,0.77,0.287,4,7,0,22,2,2,6.5,0.19,0.34600000000000003,7.7,0.284,0.33899999999999997,0.475,0.8140000000000001,2.5,103,0.17
Tony Graffanino,Brewers,129,456,511,125,82,33,3,7,68,59,45,1,68,8.8,13.3,0.66,0.309,5,1,4,10,5,4,9.0,0.132,0.33,-0.5,0.27399999999999997,0.345,0.406,0.7509999999999999,2.5,96,0.44
Frank Thomas,Athletics,137,466,559,126,76,11,0,39,77,114,81,3,81,14.5,14.5,1.0,0.247,6,6,0,13,0,0,-14.6,0.275,0.392,28.7,0.27,0.381,0.545,0.9259999999999999,2.4,139,3.42
Richie Sexson,Mariners,158,591,663,156,82,40,0,34,75,107,64,5,154,9.7,23.2,0.42,0.3,4,4,0,17,1,1,-6.8,0.24,0.35600000000000004,13.9,0.264,0.33799999999999997,0.504,0.8420000000000001,2.4,117,0.76
Robinson Cano,Yankees,122,482,508,165,108,41,1,15,62,78,18,3,54,3.5,10.6,0.33,0.359,2,5,1,19,5,2,-7.1,0.183,0.377,19.9,0.342,0.365,0.525,0.89,2.4,128,0.83
Torii Hunter,Twins,147,557,611,155,101,21,2,31,86,98,45,2,108,7.4,17.7,0.42,0.294,5,4,0,19,12,6,-6.3,0.212,0.35200000000000004,10.6,0.278,0.336,0.49,0.826,2.3,113,-0.69
Josh Barfield,Padres,150,539,578,151,103,32,3,13,72,58,30,7,81,5.2,14.0,0.37,0.307,2,5,2,8,21,5,3.7,0.14300000000000002,0.315,-8.0,0.28,0.318,0.423,0.741,2.3,93,0.18
Adam Everett,Astros,150,514,566,123,83,28,6,6,52,59,34,5,71,6.0,12.5,0.48,0.265,4,4,10,5,9,6,31.7,0.113,0.278,-25.8,0.239,0.29,0.35200000000000004,0.642,2.2,62,-3.15
Adam LaRoche,Braves,149,492,557,140,69,38,1,32,89,90,55,5,128,9.9,23.0,0.43,0.319,2,7,1,9,0,2,-15.8,0.276,0.381,23.6,0.285,0.354,0.561,0.915,2.2,129,1.43
Luis Castillo,Twins,142,584,652,173,142,22,6,3,84,49,56,0,58,8.6,8.9,0.97,0.324,1,2,9,14,25,11,3.4,0.07400000000000001,0.325,-3.4,0.29600000000000004,0.358,0.37,0.728,2.2,95,-1.04
Scott Hatteberg,Reds,141,456,539,132,91,28,0,13,62,51,74,3,41,13.7,7.6,1.8,0.293,3,4,2,13,2,2,-5.2,0.147,0.363,14.5,0.289,0.389,0.436,0.826,2.1,114,0.02
Nomar Garciaparra,Dodgers,122,469,523,142,89,31,2,20,82,93,42,9,30,8.0,5.7,1.4,0.28800000000000003,8,4,0,15,3,0,-6.0,0.203,0.369,16.6,0.303,0.36700000000000005,0.505,0.872,2.0,122,1.62
A.J. Pierzynski,White Sox,140,509,543,150,110,24,0,16,65,64,22,6,72,4.1,13.3,0.31,0.318,8,1,3,10,1,0,7.6,0.141,0.33,-0.5,0.295,0.33299999999999996,0.436,0.769,2.0,93,-0.35
Nick Markakis,Orioles,147,491,542,143,100,25,2,16,72,62,43,3,72,7.9,13.3,0.6,0.314,3,2,3,15,2,0,-2.9,0.157,0.345,6.5,0.29100000000000004,0.35100000000000003,0.44799999999999995,0.799,2.0,106,0.65
Todd Helton,Rockies,145,546,649,165,105,40,5,15,94,81,91,15,64,14.0,9.9,1.42,0.317,6,6,0,10,3,2,-14.3,0.174,0.376,24.9,0.302,0.40399999999999997,0.47600000000000003,0.88,1.9,116,3.74
Felipe Lopez,Nationals,156,617,714,169,128,27,3,11,98,52,81,1,126,11.3,17.6,0.64,0.327,2,3,11,10,44,12,-7.7,0.107,0.33,-0.8,0.27399999999999997,0.358,0.381,0.7390000000000001,1.9,96,0.71
Orlando Hudson,Diamondbacks,157,579,650,166,108,34,9,15,87,67,61,5,78,9.4,12.0,0.78,0.308,2,4,4,17,9,6,-3.0,0.168,0.348,9.1,0.287,0.354,0.45399999999999996,0.809,1.9,102,1.23
Carlos Lee,Brewers,161,624,695,187,112,37,1,37,102,116,58,6,65,8.3,9.4,0.89,0.281,2,11,0,22,19,2,-22.3,0.24,0.375,25.8,0.3,0.355,0.54,0.895,1.9,123,2.52
Josh Willingham,Marlins,142,502,573,139,83,28,2,26,62,74,54,2,109,9.4,19.0,0.5,0.303,11,6,0,13,2,0,-12.9,0.21899999999999997,0.364,15.9,0.27699999999999997,0.35600000000000004,0.496,0.852,1.9,120,1.44
Chad Tracy,Diamondbacks,154,597,662,168,107,41,0,20,91,80,54,5,129,8.2,19.5,0.42,0.327,5,5,1,11,5,1,-2.8,0.16899999999999998,0.341,5.5,0.281,0.34299999999999997,0.451,0.794,1.8,98,-0.69
Lyle Overbay,Blue Jays,157,581,640,181,112,46,1,22,82,92,55,7,96,8.6,15.0,0.57,0.342,2,2,0,19,5,3,-17.4,0.196,0.375,23.5,0.312,0.37200000000000005,0.508,0.88,1.8,124,1.97
Tadahito Iguchi,White Sox,138,555,627,156,114,24,0,18,97,67,59,0,110,9.4,17.5,0.54,0.322,3,2,8,7,11,5,-4.5,0.141,0.34,4.7,0.281,0.35200000000000004,0.42200000000000004,0.774,1.8,99,0.42
Randy Winn,Giants,149,573,635,150,100,34,5,11,82,56,48,3,63,7.6,9.9,0.76,0.276,7,4,3,7,10,8,8.5,0.134,0.314,-9.4,0.262,0.324,0.396,0.721,1.6,84,-0.85
Yuniesky Betancourt,Mariners,157,558,584,161,119,28,6,8,68,47,17,0,54,2.9,9.2,0.31,0.308,1,1,7,10,11,8,7.3,0.115,0.309,-11.1,0.289,0.31,0.40299999999999997,0.713,1.6,86,-1.83
Melky Cabrera,Yankees,130,460,524,129,94,26,2,7,75,50,56,3,59,10.7,11.3,0.95,0.309,2,1,5,9,12,5,-2.7,0.111,0.33299999999999996,0.7,0.28,0.36,0.391,0.752,1.6,98,0.89
Adam Dunn,Reds,160,561,683,131,67,24,0,40,99,92,112,12,194,16.4,28.4,0.58,0.276,6,3,1,8,7,0,-21.7,0.257,0.363,18.6,0.23399999999999999,0.365,0.49,0.855,1.5,115,1.15
