Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
David Eckstein,Cardinals,123,500,552,146,125,18,1,2,68,23,31,0,41,5.6,7.4,0.76,0.313,15,3,3,7,7,6,6.6,0.052000000000000005,0.313,-8.5,0.292,0.35,0.344,0.6940000000000001,1.5,87,-1.02
Pedro Feliz,Giants,160,603,644,147,85,35,5,22,75,98,33,4,112,5.1,17.4,0.29,0.263,1,6,1,18,1,1,17.7,0.184,0.3,-17.5,0.244,0.281,0.428,0.7090000000000001,1.5,75,-1.46
Pat Burrell,Phillies,144,462,567,119,65,24,1,29,80,95,98,5,131,17.3,23.1,0.75,0.294,3,4,0,11,0,0,-18.1,0.245,0.381,24.2,0.258,0.38799999999999996,0.502,0.89,1.5,126,1.13
Jose Lopez,Mariners,151,603,655,170,124,28,8,10,78,79,26,1,80,4.0,12.2,0.33,0.309,9,5,12,17,5,2,2.6,0.12300000000000001,0.314,-9.8,0.282,0.319,0.405,0.723,1.4,89,-2.12
David Bell,Brewers,145,504,566,136,95,27,4,10,60,63,50,3,68,8.8,12.0,0.74,0.292,4,5,3,18,3,1,2.9,0.129,0.322,-4.7,0.27,0.337,0.39899999999999997,0.736,1.4,88,-1.59
Jacque Jones,Cubs,149,533,578,152,93,31,1,27,73,81,35,6,116,6.1,20.1,0.3,0.319,5,2,2,17,9,1,-6.3,0.214,0.35200000000000004,10.0,0.285,0.33399999999999996,0.499,0.833,1.4,106,2.02
Brandon Phillips,Reds,149,536,587,148,102,28,1,17,65,75,35,3,88,6.0,15.0,0.4,0.3,6,6,4,19,25,2,-1.1,0.151,0.32299999999999995,-4.0,0.276,0.324,0.42700000000000005,0.7509999999999999,1.4,89,-0.02
Geoff Jenkins,Brewers,147,484,555,131,87,26,1,17,62,70,56,8,129,10.1,23.2,0.43,0.33299999999999996,11,4,0,9,4,1,-7.8,0.163,0.342,4.8,0.271,0.35700000000000004,0.434,0.7909999999999999,1.3,103,3.34
Magglio Ordonez,Tigers,155,593,646,177,120,32,1,24,82,104,45,3,87,7.0,13.5,0.52,0.315,4,4,0,13,1,4,-14.6,0.179,0.355,12.7,0.298,0.35,0.47700000000000004,0.8270000000000001,1.2,113,1.25
Melvin Mora,Orioles,155,624,705,171,130,25,0,16,96,83,54,1,99,7.7,14.0,0.55,0.3,14,7,6,9,11,1,-9.6,0.11699999999999999,0.324,-4.6,0.27399999999999997,0.342,0.391,0.733,1.2,91,1.9
Aubrey Huff,Astros,131,454,517,121,73,25,2,21,57,66,50,6,64,9.7,12.4,0.78,0.267,7,6,0,11,0,0,-12.0,0.203,0.34600000000000003,6.4,0.267,0.344,0.469,0.813,1.1,107,0.2
Kenny Lofton,Dodgers,129,469,522,141,111,15,12,3,79,41,45,1,42,8.6,8.0,1.07,0.324,0,2,6,16,32,5,-11.1,0.102,0.336,2.1,0.301,0.36,0.40299999999999997,0.763,1.0,101,1.1
Marcus Giles,Braves,141,550,626,144,99,32,2,11,87,60,62,0,105,9.9,16.8,0.59,0.304,6,3,5,12,10,5,-3.8,0.125,0.324,-4.3,0.262,0.341,0.387,0.7290000000000001,1.0,91,2.29
Todd Walker,Padres,138,442,504,123,90,22,2,9,56,53,55,2,38,10.9,7.5,1.45,0.285,1,5,1,8,2,1,-5.6,0.12,0.332,0.3,0.278,0.35600000000000004,0.39799999999999996,0.754,1.0,96,0.03
Adam Kennedy,Angels,139,451,503,123,87,26,6,4,50,55,39,5,72,7.8,14.3,0.54,0.313,5,5,3,15,16,10,3.8,0.111,0.312,-8.2,0.273,0.33399999999999996,0.384,0.718,1.0,85,0.04
Jay Payton,Athletics,142,557,588,165,120,32,3,10,78,59,22,1,52,3.7,8.8,0.42,0.31,4,5,0,12,8,4,-8.0,0.122,0.321,-5.1,0.29600000000000004,0.325,0.418,0.743,1.0,93,2.09
Luis Gonzalez,Diamondbacks,153,586,668,159,90,52,2,15,93,73,69,10,58,10.3,8.7,1.19,0.27699999999999997,7,6,0,14,0,1,-11.8,0.172,0.341,5.3,0.271,0.35200000000000004,0.444,0.795,0.9,98,0.01
Craig Biggio,Astros,145,548,607,135,81,33,0,21,79,62,40,1,84,6.6,13.8,0.48,0.254,9,5,5,15,3,2,3.0,0.175,0.314,-9.1,0.24600000000000002,0.306,0.42200000000000004,0.727,0.9,85,-1.97
Jeff Francoeur,Braves,162,651,686,169,110,24,6,29,83,103,23,6,132,3.4,19.2,0.17,0.284,9,3,0,16,1,6,-0.4,0.18899999999999997,0.313,-10.9,0.26,0.293,0.449,0.742,0.7,84,0.29
Prince Fielder,Brewers,157,569,648,154,90,35,1,28,82,81,59,5,125,9.1,19.3,0.47,0.297,12,8,0,18,7,2,-21.5,0.213,0.354,12.2,0.271,0.34700000000000003,0.483,0.831,0.7,110,0.6
Ronnie Belliard,Cardinals,147,544,590,148,104,30,1,13,63,67,36,2,81,6.1,13.7,0.44,0.299,5,2,3,17,2,3,-0.3,0.131,0.316,-8.0,0.272,0.322,0.40299999999999997,0.725,0.7,88,-1.58
Juan Encarnacion,Cardinals,153,557,598,155,106,25,5,19,74,79,30,6,86,5.0,14.4,0.35,0.297,4,6,1,11,6,5,-9.0,0.165,0.322,-4.7,0.278,0.317,0.44299999999999995,0.76,0.6,93,-0.32
Chone Figgins,Angels,155,604,683,161,121,23,8,9,93,62,65,1,100,9.5,14.6,0.65,0.303,2,7,5,6,52,16,-17.1,0.109,0.315,-9.7,0.267,0.336,0.376,0.7120000000000001,0.6,87,-0.44
Jason Michaels,Indians,123,494,548,132,90,32,1,9,77,55,43,0,101,7.8,18.4,0.43,0.315,3,6,2,6,9,5,-8.7,0.12300000000000001,0.315,-7.9,0.267,0.326,0.391,0.7170000000000001,0.5,87,0.06
Mark Loretta,Red Sox,155,635,703,181,143,33,0,5,75,59,49,1,63,7.0,9.0,0.78,0.308,12,5,2,16,4,1,-2.8,0.076,0.316,-9.6,0.285,0.345,0.361,0.706,0.5,83,0.76
Conor Jackson,Diamondbacks,140,485,556,141,99,26,1,15,75,79,54,2,73,9.7,13.1,0.74,0.312,9,7,1,18,1,0,-15.4,0.151,0.35200000000000004,10.0,0.29100000000000004,0.368,0.441,0.809,0.4,105,1.26
Jack Wilson,Pirates,142,543,594,148,112,27,1,8,70,35,33,0,65,5.6,10.9,0.51,0.295,4,5,9,15,4,3,2.2,0.098,0.302,-14.9,0.273,0.316,0.37,0.6859999999999999,0.4,79,-1.33
Mike Jacobs,Marlins,136,469,520,123,65,37,1,20,54,77,45,2,105,8.7,20.2,0.43,0.295,1,5,0,16,3,0,-13.1,0.21100000000000002,0.34,3.6,0.262,0.325,0.473,0.7979999999999999,0.3,104,1.08
Scott Podsednik,White Sox,139,524,592,137,101,27,6,3,86,45,54,1,96,9.1,16.2,0.56,0.312,2,4,8,7,40,19,-2.6,0.092,0.305,-13.6,0.261,0.33,0.353,0.684,0.3,76,-1.06
Xavier Nady,Pirates,130,468,512,131,85,28,1,17,57,63,30,7,85,5.9,16.6,0.35,0.311,11,1,2,12,3,3,-15.6,0.17300000000000001,0.33799999999999997,2.7,0.28,0.337,0.45299999999999996,0.79,0.2,102,-0.03
Jose Vidro,Nationals,126,463,511,134,100,26,1,7,52,47,41,3,48,8.0,9.4,0.85,0.308,3,4,0,16,1,0,-10.8,0.106,0.326,-2.3,0.289,0.348,0.395,0.7440000000000001,0.1,96,-0.94
Garret Anderson,Angels,141,543,588,152,105,28,2,17,63,85,38,11,95,6.5,16.2,0.4,0.308,0,7,0,8,1,0,-11.0,0.153,0.319,-6.4,0.28,0.32299999999999995,0.433,0.7559999999999999,0.1,90,-0.88
Craig Monroe,Tigers,147,541,585,138,73,35,2,28,89,92,37,3,126,6.3,21.5,0.29,0.28,1,6,0,14,2,2,-14.3,0.22699999999999998,0.32899999999999996,-1.3,0.255,0.301,0.48200000000000004,0.7829999999999999,0.1,96,1.35
Jhonny Peralta,Indians,149,569,632,146,102,28,3,13,84,68,56,0,152,8.9,24.1,0.37,0.327,1,3,3,19,0,1,-4.2,0.128,0.312,-10.6,0.257,0.32299999999999995,0.385,0.708,0.1,85,-0.58
Shea Hillenbrand,Giants,141,530,566,147,98,27,1,21,73,68,21,2,80,3.7,14.1,0.26,0.29,9,6,0,22,1,2,-9.9,0.174,0.326,-2.7,0.27699999999999997,0.313,0.451,0.764,-0.1,92,-2.5
Kevin Millar,Orioles,132,430,503,117,76,26,0,15,64,64,59,3,74,11.7,14.7,0.8,0.297,12,2,0,14,1,1,-19.0,0.165,0.35600000000000004,10.5,0.272,0.374,0.43700000000000006,0.8109999999999999,-0.1,113,0.57
Jeff Conine,Phillies,142,489,539,131,91,26,4,10,54,66,40,4,65,7.4,12.1,0.62,0.289,4,5,1,13,3,2,-8.3,0.131,0.314,-8.1,0.268,0.325,0.39899999999999997,0.7240000000000001,-0.2,84,-1.63
Mark Kotsay,Athletics,129,502,558,138,99,29,3,7,57,59,44,1,55,7.9,9.9,0.8,0.294,2,6,4,18,6,3,-8.6,0.11199999999999999,0.315,-7.6,0.275,0.332,0.386,0.7190000000000001,-0.4,89,-0.23
Hank Blalock,Rangers,152,591,646,157,112,26,3,16,76,89,51,6,98,7.9,15.2,0.52,0.294,2,2,0,15,1,0,-10.0,0.135,0.315,-9.2,0.266,0.325,0.401,0.726,-0.4,82,0.22
Shawn Green,Mets,149,530,588,147,98,31,3,15,73,66,45,5,82,7.7,13.9,0.55,0.303,10,3,0,17,4,4,-19.5,0.155,0.335,2.0,0.27699999999999997,0.344,0.43200000000000005,0.7759999999999999,-0.7,96,-0.62
Clint Barmes,Rockies,131,478,535,105,68,26,4,7,57,56,22,6,72,4.1,13.5,0.31,0.24100000000000002,9,7,19,2,5,4,13.8,0.115,0.256,-34.3,0.22,0.264,0.335,0.598,-0.7,38,-2.18
Jose Castillo,Pirates,148,518,562,131,92,25,0,14,54,65,32,8,98,5.7,17.4,0.33,0.284,5,6,1,22,6,4,-5.4,0.129,0.29100000000000004,-19.3,0.253,0.299,0.382,0.682,-0.8,72,-2.65
Preston Wilson,Cardinals,135,501,537,132,88,25,2,17,58,72,29,3,121,5.4,22.5,0.24,0.314,4,3,0,20,12,2,-19.4,0.16,0.313,-8.4,0.263,0.307,0.423,0.73,-0.9,85,0.42
Angel Berroa,Royals,132,474,503,111,83,18,1,9,45,54,14,1,88,2.8,17.5,0.16,0.268,3,3,9,21,3,1,3.1,0.099,0.257,-31.9,0.23399999999999999,0.259,0.33299999999999996,0.5920000000000001,-1.5,48,-3.35
Ronny Cedeno,Cubs,151,534,572,131,100,18,7,6,51,41,17,4,109,3.0,19.1,0.16,0.29600000000000004,3,3,15,10,8,8,1.7,0.094,0.263,-33.5,0.245,0.271,0.33899999999999997,0.61,-1.8,48,-4.7
