Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
Frank Catalanotto,2006,Blue Jays,128,437,499,131,86,36,2,7,56,56,52,0,37,10.4,7.4,1.41,0.312,4,4,2,11,1,3,1.7,0.14,0.358,11.2,0.3,0.376,0.439,0.816,2.6,113.0,2.2,3.0,13000000.0,4333333.333333333
Gary Bennett,2006,Cardinals,60,157,170,35,26,5,0,4,13,22,11,2,30,6.5,17.6,0.37,0.252,0,0,2,3,0,0,-0.7,0.10800000000000001,0.263,-10.0,0.223,0.27399999999999997,0.331,0.605,-0.5,54.0,0.11,1.0,900000.0,900000.0
Geoff Blum,2006,Padres,109,276,299,70,48,17,1,4,27,34,17,1,51,5.7,17.1,0.33,0.293,0,4,2,5,0,1,8.8,0.11199999999999999,0.28600000000000003,-11.7,0.254,0.293,0.366,0.659,0.8,74.0,-1.54,1.0,900000.0,900000.0
Gregg Zaun,2006,Blue Jays,99,290,339,79,48,19,0,12,39,40,41,3,42,12.1,12.4,0.98,0.278,3,5,0,10,0,2,0.6,0.19,0.354,6.6,0.272,0.363,0.462,0.825,1.5,111.0,-0.29,2.0,7250000.0,3625000.0
Henry Blanco,2006,Cubs,74,241,261,64,41,15,2,6,23,37,14,1,38,5.4,14.6,0.37,0.29100000000000004,0,2,4,8,0,0,8.6,0.154,0.309,-4.9,0.266,0.304,0.419,0.723,0.7,78.0,-1.0,2.0,5250000.0,2625000.0
J.D. Drew,2006,Dodgers,146,494,594,140,80,34,6,20,84,100,89,8,106,15.0,17.8,0.84,0.321,4,6,1,4,2,3,-3.2,0.215,0.38,24.7,0.28300000000000003,0.39299999999999996,0.498,0.8909999999999999,4.2,130.0,2.7,5.0,70000000.0,14000000.0
Jason Marquis,2006,Cardinals,46,78,85,14,9,4,1,0,8,5,2,0,14,2.4,16.5,0.14,0.21899999999999997,1,0,4,2,0,0,10.1,0.077,0.20600000000000002,-9.1,0.179,0.21,0.256,0.466,0.4,17.0,-0.4,3.0,21000000.0,7000000.0
Jason Schmidt,2006,Giants,32,66,72,9,5,3,0,1,4,1,0,0,26,0.0,36.1,0.0,0.205,0,0,6,1,0,0,8.6,0.091,0.154,-10.9,0.136,0.136,0.22699999999999998,0.364,0.0,-21.0,-1.11,3.0,47000000.0,15666666.666666664
Jay Payton,2006,Athletics,142,557,588,165,120,32,3,10,78,59,22,1,52,3.7,8.8,0.42,0.31,4,5,0,12,8,4,-8.0,0.122,0.321,-5.1,0.29600000000000004,0.325,0.418,0.743,1.0,93.0,2.09,2.0,9500000.0,4750000.0
Jeff Cirillo,2006,Brewers,112,263,290,84,65,16,0,3,33,23,21,0,33,7.2,11.4,0.64,0.354,1,2,3,8,1,1,2.4,0.095,0.34600000000000003,3.5,0.319,0.369,0.414,0.784,1.4,105.0,0.19,1.0,1500000.0,1500000.0
Jose Guillen,2006,Nationals,69,241,268,52,27,15,1,9,28,40,15,4,48,5.6,17.9,0.31,0.228,7,5,0,8,1,0,-0.5,0.183,0.284,-11.0,0.21600000000000003,0.276,0.39799999999999996,0.674,-0.2,68.0,-1.05,1.0,5500000.0,5500000.0
Juan Pierre,2006,Cubs,162,699,750,204,156,32,13,3,87,40,32,0,38,4.3,5.1,0.84,0.305,8,1,10,6,58,20,16.7,0.096,0.315,-10.5,0.292,0.33,0.38799999999999996,0.7170000000000001,3.1,82.0,-1.13,5.0,44000000.0,8800000.0
Julio Lugo,2006,Red Sox,122,435,486,121,85,22,2,12,69,37,39,0,76,8.0,15.6,0.51,0.311,4,3,5,9,24,9,-0.8,0.14300000000000002,0.33299999999999996,0.7,0.278,0.341,0.42100000000000004,0.762,1.7,100.0,-0.63,4.0,36000000.0,9000000.0
Kenny Lofton,2006,Dodgers,129,469,522,141,111,15,12,3,79,41,45,1,42,8.6,8.0,1.07,0.324,0,2,6,16,32,5,-11.1,0.102,0.336,2.1,0.301,0.36,0.40299999999999997,0.763,1.0,101.0,1.1,1.0,6000000.0,6000000.0
Kevin Millar,2006,Orioles,132,430,503,117,76,26,0,15,64,64,59,3,74,11.7,14.7,0.8,0.297,12,2,0,14,1,1,-19.0,0.165,0.35600000000000004,10.5,0.272,0.374,0.43700000000000006,0.8109999999999999,-0.1,113.0,0.57,1.0,2750000.0,2750000.0
Luis Gonzalez,2006,Diamondbacks,153,586,668,159,90,52,2,15,93,73,69,10,58,10.3,8.7,1.19,0.27699999999999997,7,6,0,14,0,1,-11.8,0.172,0.341,5.3,0.271,0.35200000000000004,0.444,0.795,0.9,98.0,0.01,1.0,7350000.0,7350000.0
Marcus Giles,2006,Braves,141,550,626,144,99,32,2,11,87,60,62,0,105,9.9,16.8,0.59,0.304,6,3,5,12,10,5,-3.8,0.125,0.324,-4.3,0.262,0.341,0.387,0.7290000000000001,1.0,91.0,2.29,1.0,3200000.0,3200000.0
Mark DeRosa,2006,Rangers,136,520,572,154,99,40,2,13,78,74,44,1,102,7.7,17.8,0.43,0.34600000000000003,6,2,0,13,4,4,6.8,0.16,0.353,10.3,0.29600000000000004,0.35700000000000004,0.456,0.812,2.9,107.0,-0.24,3.0,13000000.0,4333333.333333333
Mark Loretta,2006,Red Sox,155,635,703,181,143,33,0,5,75,59,49,1,63,7.0,9.0,0.78,0.308,12,5,2,16,4,1,-2.8,0.076,0.316,-9.6,0.285,0.345,0.361,0.706,0.5,83.0,0.76,1.0,2500000.0,2500000.0
Miguel Batista,2006,Diamondbacks,34,60,72,6,5,1,0,0,3,4,2,0,31,2.8,43.1,0.06,0.2,0,1,9,2,0,0,8.6,0.017,0.113,-13.5,0.1,0.127,0.11699999999999999,0.244,-0.3,-51.0,-1.04,3.0,25000000.0,8333333.333333332
Miguel Cairo,2006,Yankees,81,222,244,53,38,12,3,0,28,30,13,0,31,5.3,12.7,0.42,0.273,1,3,5,4,13,1,4.9,0.081,0.265,-13.9,0.239,0.28,0.32,0.6,0.3,53.0,-1.46,1.0,750000.0,750000.0
Mike Lieberthal,2006,Phillies,67,209,230,57,34,14,0,9,22,36,8,0,19,3.5,8.3,0.42,0.262,6,2,5,5,0,0,5.1,0.196,0.335,0.7,0.273,0.316,0.469,0.784,1.1,96.0,-0.19,1.0,1250000.0,1250000.0
Moises Alou,2006,Giants,98,345,378,104,56,25,1,22,52,74,28,2,31,7.4,8.2,0.9,0.27699999999999997,1,4,0,15,2,1,-9.8,0.27,0.385,17.4,0.301,0.35200000000000004,0.5710000000000001,0.9229999999999999,1.3,131.0,1.94,1.0,8500000.0,8500000.0
Nomar Garciaparra,2006,Dodgers,122,469,523,142,89,31,2,20,82,93,42,9,30,8.0,5.7,1.4,0.28800000000000003,8,4,0,15,3,0,-6.0,0.203,0.369,16.6,0.303,0.36700000000000005,0.505,0.872,2.0,122.0,1.62,2.0,18500000.0,9250000.0
Paul Bako,2006,Royals,56,153,167,32,29,3,0,0,7,10,11,0,46,6.6,27.5,0.24,0.29600000000000004,0,1,2,3,0,0,5.3,0.02,0.226,-15.0,0.209,0.261,0.22899999999999998,0.489,-0.6,28.0,-1.06,1.0,900000.0,900000.0
Pedro Feliz,2006,Giants,160,603,644,147,85,35,5,22,75,98,33,4,112,5.1,17.4,0.29,0.263,1,6,1,18,1,1,17.7,0.184,0.3,-17.5,0.244,0.281,0.428,0.7090000000000001,1.5,75.0,-1.46,1.0,5100000.0,5100000.0
Preston Wilson,2006,Cardinals,135,501,537,132,88,25,2,17,58,72,29,3,121,5.4,22.5,0.24,0.314,4,3,0,20,12,2,-19.4,0.16,0.313,-8.4,0.263,0.307,0.423,0.73,-0.9,85.0,0.42,1.0,1000000.0,1000000.0
Ramon Martinez,2006,Dodgers,82,176,194,49,39,7,1,2,20,24,15,1,20,7.7,10.3,0.75,0.305,1,0,2,9,0,0,-1.0,0.085,0.312,-3.3,0.278,0.33899999999999997,0.364,0.7020000000000001,0.0,85.0,0.45,1.0,850000.0,850000.0
Ray Durham,2006,Giants,137,498,555,146,83,30,7,26,79,93,51,6,61,9.2,11.0,0.84,0.29100000000000004,2,2,2,17,7,2,1.8,0.245,0.37799999999999995,21.8,0.293,0.36,0.5379999999999999,0.898,3.6,126.0,3.18,2.0,14000000.0,7000000.0
Rich Aurilia,2006,Reds,122,440,481,132,83,25,1,23,61,70,34,1,51,7.1,10.6,0.67,0.295,1,4,2,10,3,0,1.3,0.218,0.368,14.9,0.3,0.349,0.518,0.867,3.0,118.0,1.28,2.0,8000000.0,4000000.0
Rod Barajas,2006,Rangers,97,344,371,88,57,20,0,11,49,41,17,0,51,4.6,13.7,0.33,0.272,4,1,5,9,0,0,9.7,0.154,0.307,-7.9,0.256,0.298,0.41,0.708,1.1,77.0,-1.5,1.0,2500000.0,2500000.0
Royce Clayton,2006,Blue Jays,137,454,502,117,84,30,1,2,49,40,30,3,85,6.0,16.9,0.35,0.308,5,6,7,11,14,6,0.7,0.084,0.285,-19.9,0.258,0.307,0.341,0.648,-0.3,68.0,-1.97,1.0,1500000.0,1500000.0
Scott Spiezio,2006,Cardinals,119,276,321,75,43,15,4,13,44,52,37,1,66,11.5,20.6,0.56,0.312,5,2,1,1,1,0,-7.9,0.225,0.37,10.4,0.272,0.366,0.496,0.862,1.3,123.0,2.21,2.0,4500000.0,2250000.0
Sean Casey,2006,Tigers,112,397,440,108,78,22,0,8,47,59,33,9,43,7.5,9.8,0.77,0.287,7,3,0,10,0,1,-11.9,0.11599999999999999,0.312,-7.2,0.272,0.336,0.38799999999999996,0.7240000000000001,-0.7,85.0,-0.77,1.0,4000000.0,4000000.0
Shannon Stewart,2006,Twins,44,174,190,51,43,5,1,2,21,21,14,0,19,7.4,10.0,0.74,0.318,1,1,0,7,3,1,-1.4,0.075,0.319,-2.0,0.293,0.34700000000000003,0.368,0.715,0.1,91.0,0.28,1.0,1000000.0,1000000.0
Shea Hillenbrand,2006,Angels,141,530,566,147,98,27,1,21,73,68,21,2,80,3.7,14.1,0.26,0.29,9,6,0,22,1,2,-9.9,0.174,0.326,-2.7,0.27699999999999997,0.313,0.451,0.764,-0.1,92.0,-2.5,1.0,6500000.0,6500000.0
Toby Hall,2006,White Sox,85,278,294,72,47,17,0,8,17,31,10,4,22,3.4,7.5,0.45,0.254,2,4,0,10,0,2,2.2,0.147,0.29100000000000004,-10.1,0.259,0.28600000000000003,0.406,0.6920000000000001,-0.4,72.0,-1.35,2.0,3650000.0,1825000.0
Trot Nixon,2006,Red Sox,114,381,453,102,70,24,0,8,59,52,60,1,56,13.2,12.4,1.07,0.292,7,5,0,10,0,2,1.6,0.126,0.342,4.2,0.268,0.373,0.39399999999999996,0.767,1.7,101.0,-0.67,1.0,3000000.0,3000000.0
Wes Helms,2006,Marlins,140,240,278,79,45,19,5,10,30,47,21,1,55,7.6,19.8,0.38,0.38299999999999995,6,5,6,7,0,4,-5.0,0.24600000000000002,0.405,17.4,0.32899999999999996,0.39,0.575,0.965,1.8,146.0,2.29,2.0,5450000.0,2725000.0
