Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
Cliff Floyd,2008,Rays,80,246,284,66,42,13,0,11,32,39,28,2,58,9.9,20.4,0.48,0.302,5,5,0,4,1,0,-8.2,0.187,0.349,4.8,0.268,0.349,0.455,0.804,0.5,114.0,0.46,1.0,750000.0,750000.0
Craig Counsell,2008,Brewers,110,248,302,56,40,14,1,1,31,14,46,1,42,15.2,13.9,1.1,0.266,5,2,1,5,3,1,2.3,0.077,0.309,-4.9,0.226,0.355,0.302,0.6579999999999999,0.7,84.0,-0.84,1.0,1000000.0,1000000.0
David Eckstein,2008,Padres,94,324,376,86,63,21,0,2,32,27,31,1,32,8.2,8.5,0.97,0.287,9,3,9,7,2,1,-6.3,0.083,0.314,-4.4,0.265,0.34299999999999997,0.349,0.6920000000000001,-0.1,87.0,-1.93,1.0,850000.0,850000.0
David Ross,2008,Braves,60,142,182,32,20,9,0,3,18,13,32,4,39,17.6,21.4,0.82,0.287,1,1,6,3,0,1,7.4,0.127,0.325,-0.6,0.225,0.369,0.35200000000000004,0.721,1.1,91.0,-0.17,2.0,3000000.0,1500000.0
Derek Lowe,2008,Dodgers,34,65,75,9,9,0,0,0,4,5,3,0,20,4.0,26.7,0.15,0.2,0,0,7,0,0,0,7.9,0.0,0.15,-11.0,0.138,0.17600000000000002,0.138,0.315,-0.1,-19.0,-0.7,4.0,60000000.0,15000000.0
Edgar Renteria,2008,Tigers,138,503,547,136,102,22,2,10,69,55,37,1,64,6.8,11.7,0.58,0.29,0,5,2,19,6,3,5.1,0.111,0.309,-8.8,0.27,0.317,0.382,0.6990000000000001,1.1,84.0,-1.84,2.0,18500000.0,9250000.0
Eric Hinske,2008,Rays,133,381,432,94,52,21,1,20,59,60,47,4,88,10.9,20.4,0.53,0.27,3,1,0,13,10,3,-2.5,0.218,0.345,6.1,0.247,0.33299999999999996,0.465,0.7979999999999999,2.0,112.0,-0.27,1.0,1500000.0,1500000.0
Felipe Lopez,2008,Diamondbacks,143,481,532,136,100,28,2,6,64,46,43,2,82,8.1,15.4,0.52,0.32799999999999996,3,3,2,13,8,8,-5.7,0.10400000000000001,0.325,-1.6,0.28300000000000003,0.34299999999999997,0.387,0.73,0.4,94.0,-2.33,1.0,3500000.0,3500000.0
Gabe Kapler,2008,Brewers,96,229,245,69,42,17,2,8,36,38,13,0,39,5.3,15.9,0.33,0.33299999999999996,1,1,1,3,3,1,2.5,0.19699999999999998,0.36200000000000004,6.8,0.301,0.34,0.498,0.838,1.7,119.0,1.05,1.0,1000000.0,1000000.0
Garret Anderson,2008,Angels,145,557,593,163,118,27,3,15,66,84,29,6,77,4.9,13.0,0.38,0.314,1,6,0,11,7,4,-2.5,0.14,0.327,-0.7,0.293,0.325,0.433,0.758,1.4,98.0,1.43,1.0,2500000.0,2500000.0
Greg Norton,2008,Braves,117,187,220,49,30,12,0,7,29,35,33,4,44,15.0,20.0,0.75,0.309,0,0,0,7,0,0,-7.0,0.17600000000000002,0.355,4.8,0.262,0.373,0.439,0.8109999999999999,0.4,115.0,0.93,1.0,800000.0,800000.0
Gregg Zaun,2008,Blue Jays,86,245,288,58,40,12,0,6,29,30,38,1,38,13.2,13.2,1.0,0.257,1,1,3,6,2,1,4.1,0.122,0.317,-2.7,0.237,0.34,0.359,0.7,0.9,90.0,0.23,1.0,1500000.0,1500000.0
Henry Blanco,2008,Cubs,58,120,128,35,29,3,0,3,15,12,6,1,22,4.7,17.2,0.27,0.337,0,0,2,4,0,0,5.0,0.1,0.315,-1.4,0.292,0.325,0.392,0.7170000000000001,0.6,82.0,-1.06,1.0,750000.0,750000.0
Jason Giambi,2008,Yankees,145,458,565,113,61,19,1,32,68,96,76,5,111,13.5,19.6,0.68,0.25,22,9,0,6,2,1,-15.1,0.255,0.37799999999999995,23.0,0.247,0.373,0.502,0.8759999999999999,2.4,131.0,2.11,1.0,5250000.0,5250000.0
Jason LaRue,2008,Cardinals,61,164,189,35,22,8,1,4,17,21,15,1,20,7.9,10.6,0.75,0.218,5,2,3,6,0,0,5.7,0.134,0.287,-6.5,0.213,0.29600000000000004,0.348,0.643,0.4,71.0,-0.68,1.0,950000.0,950000.0
Jason Michaels,2008,Astros,123,286,321,64,42,13,1,8,28,53,27,0,65,8.4,20.2,0.42,0.258,2,4,2,9,2,1,0.2,0.136,0.29,-10.3,0.22399999999999998,0.292,0.36,0.652,0.0,72.0,-0.45,1.0,750000.0,750000.0
Jason Varitek,2008,Red Sox,131,423,483,93,60,20,0,13,37,43,52,3,122,10.8,25.3,0.43,0.276,6,2,0,13,0,1,9.4,0.139,0.301,-10.9,0.22,0.313,0.359,0.672,0.8,76.0,-1.72,1.0,5000000.0,5000000.0
Joe Crede,2008,White Sox,97,335,373,83,47,18,1,17,41,55,30,0,45,8.0,12.1,0.67,0.23800000000000002,4,4,0,10,0,3,6.7,0.212,0.335,2.1,0.248,0.314,0.46,0.773,1.6,99.0,-1.26,1.0,2500000.0,2500000.0
Joey Gathright,2008,Royals,105,279,315,71,67,3,1,0,41,22,20,0,40,6.3,12.7,0.5,0.295,4,2,10,3,21,4,2.9,0.018000000000000002,0.271,-15.0,0.254,0.311,0.272,0.584,0.2,57.0,-1.79,1.0,800000.0,800000.0
Juan Rivera,2008,Angels,89,256,280,63,38,13,0,12,31,45,16,0,33,5.7,11.8,0.48,0.233,0,8,0,10,1,1,-11.6,0.191,0.307,-4.9,0.24600000000000002,0.282,0.43799999999999994,0.72,-1.0,85.0,0.18,3.0,12750000.0,4250000.0
Manny Ramirez,2008,Dodgers,153,552,654,183,109,36,1,37,102,121,87,24,124,13.3,19.0,0.7,0.37,11,4,0,17,3,0,-14.4,0.27,0.43200000000000005,56.7,0.332,0.43,0.601,1.031,5.9,165.0,7.2,2.0,45000000.0,22500000.0
Mark Kotsay,2008,Red Sox,110,402,436,111,76,25,4,6,45,49,32,3,45,7.3,10.3,0.71,0.298,0,1,1,14,2,4,-6.0,0.127,0.321,-2.7,0.276,0.32899999999999996,0.40299999999999997,0.732,0.2,92.0,-1.05,1.0,1500000.0,1500000.0
Mark Loretta,2008,Astros,101,261,297,73,54,15,0,4,27,38,29,1,30,9.8,10.1,0.97,0.297,2,5,0,9,0,0,4.8,0.10300000000000001,0.327,-0.4,0.28,0.35,0.38299999999999995,0.733,1.3,97.0,0.36,1.0,1250000.0,1250000.0
Mark Teixeira,2008,Yankees,157,574,685,177,103,41,0,33,102,121,97,13,93,14.2,13.6,1.04,0.316,7,7,0,17,2,0,1.7,0.244,0.41,46.1,0.308,0.41,0.552,0.9620000000000001,6.9,152.0,6.14,8.0,180000000.0,22500000.0
Mike Lamb,2008,Mets,92,247,272,58,42,12,3,1,22,32,17,4,33,6.3,12.1,0.52,0.258,0,8,0,3,0,1,-4.3,0.085,0.256,-16.1,0.235,0.276,0.32,0.596,-1.1,51.0,-0.08,1.0,400000.0,400000.0
Milton Bradley,2008,Rangers,126,414,510,133,78,32,1,22,78,77,80,13,112,15.7,22.0,0.71,0.38799999999999996,9,6,0,10,5,3,-8.6,0.242,0.424,40.4,0.321,0.436,0.563,0.9990000000000001,4.2,159.0,2.7,3.0,30000000.0,10000000.0
Nick Punto,2008,Twins,99,338,377,96,71,19,4,2,43,28,32,1,57,8.5,15.1,0.56,0.335,0,2,5,10,15,6,13.1,0.098,0.32299999999999995,-1.6,0.284,0.344,0.382,0.726,2.6,96.0,-0.45,2.0,8500000.0,4250000.0
Nomar Garciaparra,2008,Dodgers,55,163,181,43,26,9,0,8,24,28,15,2,11,8.3,6.1,1.36,0.24,1,2,0,12,1,1,-2.3,0.20199999999999999,0.34,1.7,0.264,0.326,0.466,0.792,0.2,105.0,0.26,1.0,1000000.0,1000000.0
Orlando Cabrera,2008,White Sox,161,661,730,186,144,33,1,8,93,57,56,1,71,7.7,9.7,0.79,0.301,1,9,3,16,19,6,22.1,0.08900000000000001,0.314,-8.5,0.281,0.33399999999999996,0.371,0.705,3.3,85.0,-0.69,1.0,4000000.0,4000000.0
Orlando Hudson,2008,Diamondbacks,107,407,455,124,84,29,3,8,54,41,40,2,62,8.8,13.6,0.65,0.341,2,3,3,18,4,1,-8.6,0.145,0.358,11.2,0.305,0.36700000000000005,0.45,0.8170000000000001,1.3,110.0,-0.54,1.0,3800000.0,3800000.0
Pat Burrell,2008,Phillies,157,536,645,134,65,33,3,33,74,86,102,8,136,15.8,21.1,0.75,0.271,1,6,0,10,0,0,-15.2,0.257,0.375,24.7,0.25,0.36700000000000005,0.507,0.875,2.4,125.0,3.87,2.0,16000000.0,8000000.0
Paul Bako,2008,Reds,99,299,338,65,46,11,2,6,30,35,34,5,90,10.1,26.6,0.38,0.289,1,1,3,9,0,2,6.9,0.11,0.278,-14.1,0.217,0.299,0.32799999999999996,0.626,-0.1,60.0,-1.15,1.0,725000.0,725000.0
Rafael Furcal,2008,Dodgers,36,143,164,51,32,12,2,5,34,16,20,0,17,12.2,10.4,1.18,0.38,1,0,0,3,8,3,-1.1,0.217,0.439,15.0,0.35700000000000004,0.439,0.573,1.012,2.0,171.0,0.99,3.0,30000000.0,10000000.0
Ramon Vazquez,2008,Rangers,105,300,347,87,60,18,3,6,44,40,38,3,66,11.0,19.0,0.58,0.349,0,4,5,4,0,1,-7.3,0.14,0.348,5.8,0.29,0.365,0.43,0.795,0.9,108.0,1.01,2.0,4000000.0,2000000.0
Raul Ibanez,2008,Mariners,162,635,707,186,117,43,3,23,85,110,64,11,110,9.1,15.6,0.58,0.321,3,5,0,13,2,4,-15.7,0.18600000000000003,0.359,18.1,0.293,0.358,0.479,0.8370000000000001,2.8,122.0,2.97,3.0,31500000.0,10500000.0
Rocco Baldelli,2008,Rays,28,80,90,21,12,5,0,4,12,13,7,0,25,7.8,27.8,0.28,0.33299999999999996,3,0,0,1,0,0,-2.7,0.213,0.359,2.3,0.263,0.344,0.475,0.8190000000000001,0.3,121.0,-0.02,1.0,500000.0,500000.0
Russell Branyan,2008,Brewers,50,132,152,33,13,8,0,12,24,20,19,4,42,12.5,27.6,0.45,0.266,0,1,0,0,1,0,0.1,0.33299999999999996,0.38299999999999995,6.8,0.25,0.342,0.583,0.925,1.3,133.0,0.69,1.0,1400000.0,1400000.0
Ryan Dempster,2008,Cubs,33,61,82,10,8,2,0,0,4,2,2,0,19,2.4,23.2,0.11,0.23800000000000002,0,0,19,1,0,0,8.7,0.033,0.17600000000000002,-10.3,0.16399999999999998,0.19,0.19699999999999998,0.387,0.0,-9.0,-1.18,4.0,52000000.0,13000000.0
Tony Clark,2008,Diamondbacks,108,151,184,34,26,5,0,3,12,24,31,1,55,16.8,29.9,0.56,0.33,1,1,0,8,0,0,-1.4,0.09300000000000001,0.315,-2.0,0.225,0.359,0.318,0.677,-0.1,90.0,0.31,1.0,800000.0,800000.0
Ty Wigginton,2008,Astros,111,386,429,110,64,22,1,23,50,58,32,1,69,7.5,16.1,0.46,0.293,8,3,0,9,4,6,1.2,0.24100000000000002,0.376,17.0,0.285,0.35,0.526,0.8759999999999999,2.8,129.0,-0.06,2.0,6000000.0,3000000.0
Willie Bloomquist,2008,Mariners,71,165,192,46,45,1,0,0,32,9,25,1,29,13.0,15.1,0.86,0.33799999999999997,1,0,1,1,14,3,-1.7,0.006,0.312,-2.6,0.27899999999999997,0.377,0.285,0.662,0.5,91.0,0.21,2.0,3100000.0,1550000.0
Willy Taveras,2008,Rockies,133,479,538,120,102,15,2,1,64,26,36,0,79,6.7,14.7,0.46,0.29600000000000004,5,3,15,4,68,7,-2.5,0.046,0.27699999999999997,-22.9,0.251,0.308,0.29600000000000004,0.604,-0.2,54.0,-1.63,2.0,6250000.0,3125000.0
