Name,Yr,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,Contract Yrs,Total Salary($),Avg Salary($)
A.J. Ellis,2017,Marlins,51,143,163,30,19,5,0,6,17,14,12,0,29,7.4,17.8,0.41,0.222,6,0,2,6,0,0,2.8,0.161,0.294,-3.7,0.21,0.298,0.371,0.669,0.2,80.0,-1.17,1,2500000,2500000.0
Adam Lind,2017,Nationals,116,267,301,81,53,14,0,14,39,59,28,5,47,9.3,15.6,0.6,0.316,0,6,0,6,1,0,-7.4,0.21,0.363,10.6,0.303,0.36200000000000004,0.513,0.875,0.9,122.0,1.28,1,1500000,1500000.0
Adam Rosales,2017,Athletics,105,289,312,65,42,16,0,7,25,36,11,1,100,3.5,32.1,0.11,0.312,4,4,4,6,1,2,0.5,0.128,0.261,-15.7,0.225,0.26,0.353,0.613,-0.5,57.0,-0.46,1,1250000,1250000.0
Alex Avila,2017,Tigers,112,311,376,82,54,13,1,14,41,49,62,2,120,16.5,31.9,0.52,0.382,1,1,1,10,0,1,3.8,0.183,0.36200000000000004,13.0,0.264,0.387,0.447,0.8340000000000001,2.5,124.0,1.05,1,2000000,2000000.0
Alexi Amarista,2017,Rockies,96,168,176,40,27,10,0,3,22,19,7,0,38,4.0,21.6,0.18,0.29100000000000004,0,0,1,5,1,0,-3.8,0.113,0.267,-8.0,0.23800000000000002,0.26899999999999996,0.35100000000000003,0.62,-1.2,45.0,-1.68,1,1250000,1250000.0
Andres Blanco,2017,Phillies,80,130,144,25,18,4,0,3,10,13,12,0,34,8.3,23.6,0.35,0.23199999999999998,0,2,0,1,1,0,0.6,0.1,0.243,-9.5,0.192,0.257,0.292,0.5489999999999999,-0.4,44.0,-1.17,1,3000000,3000000.0
Ben Revere,2017,Angels,109,291,308,80,64,13,2,1,37,20,15,0,25,4.9,8.1,0.6,0.29600000000000004,0,2,0,7,21,6,-6.3,0.069,0.284,-9.5,0.275,0.308,0.344,0.652,0.0,77.0,0.24,1,4000000,4000000.0
Brandon Moss,2017,Royals,118,362,401,75,39,14,0,22,41,50,37,0,128,9.2,31.9,0.29,0.248,0,2,0,7,2,0,-10.2,0.221,0.301,-6.8,0.207,0.27899999999999997,0.428,0.7070000000000001,-0.5,84.0,-1.22,2,12000000,6000000.0
Carlos Beltran,2017,Astros,129,467,509,108,65,29,0,14,60,51,33,3,102,6.5,20.0,0.32,0.263,3,6,0,9,0,0,-11.3,0.152,0.28300000000000003,-16.1,0.231,0.28300000000000003,0.38299999999999995,0.6659999999999999,-1.1,76.0,-1.12,1,16000000,16000000.0
Carlos Gomez,2017,Rangers,105,368,426,94,53,23,1,17,51,51,31,0,127,7.3,29.8,0.24,0.336,19,5,3,3,13,5,0.8,0.207,0.34299999999999997,8.1,0.255,0.34,0.462,0.802,2.3,110.0,0.26,1,11500000,11500000.0
Chase Utley,2017,Dodgers,127,309,353,73,41,20,4,8,43,34,32,0,57,9.1,16.1,0.56,0.264,9,2,1,3,6,1,0.7,0.168,0.316,-1.4,0.23600000000000002,0.324,0.405,0.728,1.3,96.0,0.58,1,2000000,2000000.0
Chris Carter,2017,Yankees,62,184,208,37,23,5,1,8,20,26,20,0,76,9.6,36.5,0.26,0.284,2,2,0,5,0,0,-6.2,0.168,0.284,-6.5,0.201,0.284,0.37,0.653,-0.7,73.0,-1.72,1,3500000,3500000.0
Chris Heisey,2017,Nationals,38,74,79,12,7,3,1,1,8,5,5,0,22,6.3,27.8,0.23,0.21600000000000003,0,0,0,1,0,0,-0.8,0.10800000000000001,0.213,-7.2,0.162,0.215,0.27,0.485,-0.6,23.0,-0.7,1,1400000,1400000.0
Chris Iannetta,2017,Diamondbacks,89,272,316,69,33,19,0,17,38,43,37,0,87,11.7,27.5,0.43,0.308,6,1,0,3,0,0,5.4,0.257,0.36700000000000005,12.3,0.254,0.354,0.511,0.865,2.2,120.0,1.32,1,1500000,1500000.0
Colby Rasmus,2017,Rays,37,121,129,34,17,7,1,9,17,23,7,2,45,5.4,34.9,0.16,0.368,0,1,0,1,1,0,1.3,0.298,0.365,4.8,0.281,0.318,0.579,0.8959999999999999,1.1,132.0,0.04,1,5000000,5000000.0
Daniel Descalso,2017,Diamondbacks,131,344,398,80,49,16,5,10,47,51,48,0,89,12.1,22.4,0.54,0.28300000000000003,4,2,0,6,4,0,-5.9,0.163,0.318,-1.1,0.233,0.332,0.395,0.727,0.1,88.0,0.82,1,1500000,1500000.0
Dexter Fowler,2017,Cardinals,118,420,491,111,62,22,9,18,68,64,63,6,101,12.8,20.6,0.62,0.305,4,4,0,10,7,3,-4.4,0.22399999999999998,0.358,15.2,0.264,0.363,0.488,0.851,2.7,121.0,2.61,5,82500000,16500000.0
Drew Butera,2017,Royals,75,163,177,37,29,4,1,3,18,14,12,0,41,6.8,23.2,0.29,0.28600000000000003,1,0,1,0,0,0,2.8,0.092,0.266,-8.1,0.22699999999999998,0.284,0.319,0.603,0.2,60.0,-0.45,2,3800000,1900000.0
Edwin Encarnacion,2017,Indians,157,554,669,143,84,20,1,38,96,107,104,5,133,15.5,19.9,0.78,0.271,5,5,0,18,2,0,-16.4,0.245,0.373,29.4,0.258,0.377,0.504,0.8809999999999999,2.5,132.0,1.94,3,60000000,20000000.0
Ian Desmond,2017,Rockies,95,339,373,93,74,11,1,7,47,40,24,1,87,6.4,23.3,0.28,0.345,4,4,2,13,15,4,-5.9,0.1,0.305,-5.2,0.27399999999999997,0.326,0.375,0.701,-0.8,69.0,-1.06,5,70000000,14000000.0
Jason Castro,2017,Twins,110,356,407,86,54,22,0,10,49,47,45,1,108,11.1,26.5,0.42,0.318,4,1,1,10,0,0,7.8,0.146,0.315,-2.0,0.242,0.33299999999999996,0.38799999999999996,0.72,1.6,93.0,-1.06,3,24500000,8166666.666666668
Jeff Mathis,2017,Diamondbacks,60,186,203,40,26,10,2,2,13,11,14,1,61,6.9,30.0,0.23,0.309,2,0,1,6,1,0,5.1,0.10800000000000001,0.262,-10.1,0.215,0.27699999999999997,0.32299999999999995,0.6,-0.2,51.0,-1.4,2,4000000,2000000.0
Jon Jay,2017,Cubs,141,379,433,112,89,18,3,2,65,34,37,3,80,8.5,18.5,0.46,0.368,12,2,3,11,6,2,-1.3,0.079,0.33,3.4,0.29600000000000004,0.374,0.375,0.7490000000000001,1.6,101.0,1.57,1,8000000,8000000.0
Jose Bautista,2017,Blue Jays,157,587,686,119,69,27,0,23,92,65,84,3,170,12.2,24.8,0.49,0.239,8,7,0,16,6,3,-6.6,0.16399999999999998,0.295,-15.2,0.203,0.308,0.366,0.674,-0.5,80.0,-1.99,1,18500000,18500000.0
Josh Reddick,2017,Astros,134,477,540,150,99,34,4,13,77,82,43,1,72,8.0,13.3,0.6,0.33899999999999997,0,12,1,9,7,3,-4.9,0.17,0.35700000000000004,16.6,0.314,0.363,0.484,0.847,3.5,127.0,2.09,4,52000000,13000000.0
Justin Turner,2017,Dodgers,130,457,543,147,94,32,0,21,72,71,59,5,56,10.9,10.3,1.05,0.326,19,7,1,12,7,1,0.6,0.20800000000000002,0.4,36.0,0.322,0.415,0.53,0.945,5.5,151.0,3.15,4,64000000,16000000.0
Kendrys Morales,2017,Blue Jays,150,557,608,139,86,25,0,28,67,85,43,2,132,7.1,21.7,0.33,0.278,5,3,0,22,0,0,-15.7,0.196,0.32,-0.7,0.25,0.308,0.445,0.753,-0.6,97.0,0.63,3,33000000,11000000.0
Kurt Suzuki,2017,Braves,81,276,309,78,46,13,0,19,38,50,17,2,39,5.5,12.6,0.44,0.268,13,2,1,5,0,0,6.5,0.254,0.37200000000000005,13.3,0.28300000000000003,0.35100000000000003,0.536,0.887,2.7,129.0,1.11,1,1500000,1500000.0
Luis Valbuena,2017,Angels,117,347,401,69,32,15,0,22,42,65,48,1,106,12.0,26.4,0.45,0.21,1,5,0,6,0,2,-0.5,0.233,0.308,-4.2,0.19899999999999998,0.294,0.43200000000000005,0.727,0.8,94.0,0.32,2,15000000,7500000.0
Mark Trumbo,2017,Orioles,146,559,603,131,86,22,0,23,79,65,42,0,149,7.0,24.7,0.28,0.278,1,1,0,13,1,0,-17.3,0.163,0.295,-13.2,0.23399999999999999,0.289,0.397,0.6859999999999999,-1.2,80.0,-0.54,3,37500000,12500000.0
Matt Holliday,2017,Yankees,105,373,427,86,49,18,0,19,50,64,46,0,114,10.8,26.7,0.4,0.273,3,5,0,14,1,0,-10.9,0.201,0.32,-0.2,0.231,0.316,0.43200000000000005,0.748,-0.1,98.0,0.1,1,13000000,13000000.0
Mike Napoli,2017,Rangers,124,425,485,82,41,11,1,29,60,66,49,3,163,10.1,33.6,0.3,0.225,7,3,0,11,1,2,-8.4,0.235,0.302,-7.6,0.193,0.285,0.428,0.713,-0.5,81.0,0.1,1,8500000,8500000.0
Mitch Moreland,2017,Red Sox,149,508,576,125,69,34,0,22,73,79,57,6,120,9.9,20.8,0.48,0.278,6,5,0,14,0,1,-7.0,0.19699999999999998,0.326,2.3,0.24600000000000002,0.326,0.44299999999999995,0.769,0.9,98.0,0.58,1,5500000,5500000.0
Nick Hundley,2017,Giants,101,287,303,70,38,23,0,9,27,35,12,2,81,4.0,26.7,0.15,0.307,0,2,2,6,0,0,4.1,0.174,0.289,-8.2,0.244,0.272,0.418,0.691,0.4,78.0,-0.64,1,2000000,2000000.0
Rajai Davis,2017,Athletics,117,336,366,79,53,19,2,5,56,20,27,1,83,7.4,22.7,0.33,0.297,1,1,1,12,29,7,-3.4,0.113,0.27899999999999997,-12.9,0.235,0.293,0.348,0.6409999999999999,0.0,72.0,-0.72,1,6000000,6000000.0
Sean Rodriguez,2017,Braves,54,132,153,22,15,2,0,5,18,8,16,1,57,10.5,37.3,0.28,0.243,4,0,1,3,1,0,-1.2,0.129,0.257,-8.2,0.16699999999999998,0.276,0.295,0.5720000000000001,-0.5,55.0,-0.89,2,11500000,5750000.0
Stephen Drew,2017,Nationals,46,95,106,24,16,7,0,1,9,17,8,0,21,7.5,19.8,0.38,0.303,0,3,0,2,0,0,1.3,0.105,0.285,-3.2,0.253,0.302,0.358,0.66,0.1,70.0,-0.12,1,3500000,3500000.0
Trevor Plouffe,2017,Athletics,100,283,313,56,40,7,0,9,31,19,28,2,88,8.9,28.1,0.32,0.251,1,1,0,12,1,2,-4.0,0.12,0.258,-16.6,0.198,0.272,0.318,0.59,-1.2,58.0,-3.52,1,5250000,5250000.0
Welington Castillo,2017,Orioles,96,341,365,96,65,11,0,20,44,53,22,0,97,6.0,26.6,0.23,0.336,0,2,0,10,0,0,10.8,0.20800000000000002,0.344,7.0,0.282,0.32299999999999995,0.49,0.813,2.7,113.0,1.72,2,13000000,6500000.0
Wilson Ramos,2017,Rays,64,208,224,54,37,6,0,11,19,35,10,2,36,4.5,16.1,0.28,0.262,0,3,0,11,0,0,2.2,0.188,0.307,-2.7,0.26,0.29,0.447,0.737,0.4,92.0,-0.62,2,12500000,6250000.0
Yoenis Cespedes,2017,Mets,81,291,321,85,49,17,2,17,46,42,26,5,61,8.1,19.0,0.43,0.316,2,2,0,7,0,1,-6.2,0.247,0.369,13.1,0.292,0.35200000000000004,0.54,0.892,1.6,131.0,0.43,4,110000000,27500000.0
