Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Jose Veras,2013,Astros,0,5,67,0,0,62.2,45,6,22,60,23,21,4,0,21,4,9,1,0,254,2,0.86,3.16,8.62,2.73,15.0,41.8,8.3,76.7,3.02,0.24100000000000002,3.62,1.07,0.68,0.7,1,1850000,1850000.0
Kameron Loe,2013,Cubs,2,3,20,1,0,26.2,40,11,10,15,21,0,0,0,21,0,1,2,0,127,1,3.71,3.38,5.06,1.5,3.9,50.5,34.4,83.8,7.09,0.319,8.41,1.88,-0.84,-1.3,1,1050000,1050000.0
Kevin Correia,2013,Twins,9,13,31,31,0,185.1,218,24,45,101,89,0,0,0,86,2,0,1,0,792,2,1.17,2.19,4.9,2.24,7.1,44.0,11.7,76.1,4.18,0.313,4.4,1.42,-0.79,1.2,2,10000000,5000000.0
Kevin Slowey,2013,Marlins,3,6,20,14,0,92.0,106,12,18,76,44,0,0,0,42,4,0,0,0,395,1,1.17,1.76,7.43,4.22,14.7,28.7,9.4,75.5,4.11,0.33,3.81,1.35,0.63,0.8,1,750000,750000.0
Koji Uehara,2013,Red Sox,4,1,73,0,0,74.1,33,5,9,101,10,21,3,0,9,1,13,2,0,265,1,0.61,1.09,12.23,11.22,34.7,40.4,6.8,91.7,1.09,0.188,1.61,0.57,4.18,3.1,1,4250000,4250000.0
Kyle Farnsworth,2013,Rays,3,1,48,0,0,38.1,43,5,10,28,20,2,1,1,20,1,2,0,0,162,0,1.17,2.35,6.57,2.8,11.1,45.5,13.9,72.3,4.7,0.322,4.14,1.38,-0.41,-0.1,1,1250000,1250000.0
Kyle Lohse,2013,Brewers,11,10,32,32,2,198.2,196,26,36,125,78,0,0,0,74,3,0,1,1,806,1,1.18,1.63,5.66,3.47,11.0,40.2,10.8,79.1,3.35,0.276,4.08,1.17,1.27,2.3,3,33000000,11000000.0
LaTroy Hawkins,2013,Mets,3,2,72,0,0,70.2,71,6,10,55,27,13,3,0,23,1,12,2,0,288,1,0.76,1.27,7.0,5.5,15.6,48.4,10.0,74.7,2.93,0.301,3.06,1.15,1.38,1.0,1,1000000,1000000.0
Manny Parra,2013,Reds,2,3,57,0,0,46.0,40,5,15,56,18,0,1,0,17,1,16,0,0,188,4,0.98,2.93,10.96,3.73,21.8,43.8,13.2,77.6,3.33,0.315,3.07,1.2,1.06,0.6,1,1000000,1000000.0
Mariano Rivera,2013,Yankees,6,2,64,0,0,64.0,58,6,9,54,16,44,7,0,15,1,0,3,0,256,0,0.84,1.27,7.59,6.0,17.6,46.1,10.2,87.3,2.11,0.28,3.05,1.05,2.62,1.5,1,10000000,10000000.0
Mark Lowe,2013,Angels,1,0,11,0,0,11.2,11,1,11,7,12,0,0,0,12,0,1,1,0,56,2,0.77,8.49,5.4,0.64,-7.1,37.1,6.3,48.5,9.26,0.27,5.79,1.89,-0.26,-0.3,1,1500000,1500000.0
Matt Lindstrom,2013,White Sox,2,4,76,0,0,60.2,64,2,23,46,23,0,4,0,21,1,20,1,0,260,6,0.3,3.41,6.82,2.0,8.9,55.6,3.9,76.3,3.12,0.33,3.15,1.43,0.22,0.9,1,2800000,2800000.0
Mike Adams,2013,Phillies,1,4,28,0,0,25.0,23,5,11,23,11,0,1,0,11,1,8,0,0,107,1,1.8,3.96,8.28,2.09,11.2,54.9,23.8,85.7,3.96,0.26899999999999996,5.25,1.36,0.01,-0.3,2,12000000,6000000.0
Mike Pelfrey,2013,Twins,5,13,29,29,0,152.2,184,13,53,101,92,0,0,0,88,6,0,0,0,680,1,0.77,3.12,5.95,1.91,7.1,43.2,7.0,67.2,5.19,0.337,3.99,1.55,-2.01,2.0,1,4000000,4000000.0
Rafael Soriano,2013,Nationals,3,3,68,0,0,66.2,65,7,17,51,24,43,6,0,23,0,0,2,0,277,3,0.95,2.3,6.89,3.0,12.3,33.5,8.1,80.3,3.11,0.287,3.65,1.23,1.09,0.6,2,28000000,14000000.0
Randy Choate,2013,Cardinals,2,1,64,0,0,35.1,26,0,11,28,9,0,1,0,9,2,15,0,0,141,0,0.0,2.8,7.13,2.55,12.1,68.4,0.0,76.9,2.29,0.26,2.57,1.05,0.73,0.6,3,7500000,2500000.0
Rich Hill,2013,Indians,1,2,63,0,0,38.2,38,3,29,51,30,0,2,1,27,2,13,6,0,182,6,0.7,6.75,11.87,1.76,12.1,41.8,8.1,60.2,6.28,0.361,3.82,1.73,0.25,0.1,1,1000000,1000000.0
Roberto Hernandez,2013,Rays,6,13,32,24,1,151.0,164,24,38,113,87,1,0,0,82,13,0,8,0,643,3,1.43,2.26,6.74,2.97,11.7,53.2,20.9,70.6,4.89,0.308,4.63,1.34,-2.28,0.3,1,3250000,3250000.0
Ryan Dempster,2013,Red Sox,8,9,32,29,0,171.1,170,26,79,157,97,0,0,1,87,6,0,1,0,754,9,1.37,4.15,8.25,1.99,10.3,40.8,13.8,72.3,4.57,0.29600000000000004,4.68,1.45,-0.63,0.5,2,26500000,13250000.0
Scott Atchison,2013,Mets,3,3,51,0,0,45.1,45,4,12,28,27,0,0,0,22,0,10,0,0,194,5,0.79,2.38,5.56,2.33,8.3,48.7,8.5,58.4,4.37,0.273,3.75,1.26,-0.32,0.1,1,700000,700000.0
Scott Baker,2013,Cubs,0,0,3,3,0,15.0,9,3,4,6,6,0,0,0,6,0,0,0,0,57,0,1.8,2.4,3.6,1.5,3.5,28.3,11.1,79.6,3.6,0.136,5.65,0.87,0.11,-0.1,1,5500000,5500000.0
Scott Feldman,2013,Cubs,12,12,30,30,2,181.2,159,19,56,132,87,0,0,1,78,9,0,1,1,758,7,0.94,2.77,6.54,2.36,10.0,49.6,11.0,69.4,3.86,0.258,4.03,1.18,0.23,2.0,1,6000000,6000000.0
Sean Burnett,2013,Angels,0,0,13,0,0,9.2,9,1,4,7,1,0,0,0,1,0,5,0,0,40,1,0.93,3.72,6.52,1.75,7.5,63.0,20.0,100.0,0.93,0.28600000000000003,4.19,1.34,0.63,-0.1,2,8000000,4000000.0
Shaun Marcum,2013,Mets,1,10,14,12,0,78.1,85,7,21,60,48,0,0,0,46,4,0,2,0,334,2,0.8,2.41,6.89,2.86,11.7,34.9,7.0,61.9,5.29,0.322,3.64,1.35,-2.28,1.4,1,4000000,4000000.0
Shawn Camp,2013,Cubs,1,1,26,0,0,23.0,34,7,9,13,18,0,3,2,18,0,4,2,0,108,0,2.74,3.52,5.09,1.44,3.7,48.8,22.6,75.3,7.04,0.342,7.05,1.87,-1.87,-0.9,1,1350000,1350000.0
Tom Gorzelanny,2013,Brewers,3,6,43,10,0,85.1,77,11,31,83,41,0,1,0,37,2,6,1,0,356,2,1.16,3.27,8.75,2.68,14.6,44.1,12.8,72.9,3.9,0.28800000000000003,3.94,1.27,-0.67,0.8,2,5700000,2850000.0
Zack Greinke,2013,Dodgers,15,4,28,28,1,177.2,152,13,46,148,54,0,0,0,52,7,0,1,1,717,5,0.66,2.33,7.5,3.22,14.2,45.6,8.6,80.8,2.63,0.276,3.23,1.11,2.96,3.4,6,147000000,24500000.0
