Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Erik Bedard,2014,Rays,4,6,17,15,0,75.2,84,10,29,64,46,0,0,0,40,2,0,0,0,342,3,1.19,3.45,7.61,2.21,10.2,33.6,9.0,68.3,4.76,0.312,4.39,1.49,-1.28,0.2,1,1150000,1150000.0
Ervin Santana,2014,Braves,14,10,31,31,0,196.0,193,16,63,179,90,0,0,0,86,4,0,4,0,817,9,0.73,2.89,8.22,2.84,14.2,42.7,8.8,71.6,3.95,0.319,3.39,1.31,0.24,2.9,1,14100000,14100000.0
Felipe Paulino,2014,White Sox,0,2,4,4,0,18.1,35,6,12,14,24,0,0,0,23,1,0,1,0,103,2,2.95,5.89,6.87,1.17,1.9,40.8,23.1,60.6,11.29,0.414,7.99,2.56,-0.96,-0.6,1,1750000,1750000.0
Fernando Rodney,2014,Mariners,1,6,69,0,0,66.1,61,3,28,76,24,48,3,0,21,3,0,3,0,286,4,0.41,3.8,10.31,2.71,16.8,48.6,6.3,77.5,2.85,0.33,2.83,1.34,1.41,1.2,2,14000000,7000000.0
Francisco Rodriguez,2014,Brewers,5,5,69,0,0,68.0,49,14,18,73,23,44,5,0,23,1,0,1,0,268,0,1.85,2.38,9.66,4.06,20.5,43.9,23.3,93.0,3.04,0.21600000000000003,4.5,0.99,1.2,-0.5,1,3250000,3250000.0
Gavin Floyd,2014,Braves,2,2,9,9,0,54.1,55,6,13,45,23,0,0,0,16,3,0,0,0,229,6,0.99,2.15,7.45,3.46,14.0,49.4,12.2,76.7,2.65,0.302,3.79,1.25,-0.06,0.6,1,4000000,4000000.0
Hiroki Kuroda,2014,Yankees,11,9,32,32,0,199.0,191,20,35,146,91,0,0,0,82,7,0,0,0,820,13,0.9,1.58,6.6,4.17,13.5,46.9,10.0,69.3,3.71,0.27899999999999997,3.6,1.14,0.82,3.4,1,16000000,16000000.0
J.P. Howell,2014,Dodgers,3,3,68,0,0,49.0,31,2,25,48,14,0,0,0,13,1,27,1,0,199,3,0.37,4.59,8.82,1.92,11.6,57.5,6.7,79.3,2.39,0.23600000000000002,3.3,1.14,1.7,0.4,2,11250000,5625000.0
Jamey Wright,2014,Dodgers,5,4,61,1,0,70.1,72,3,27,54,35,1,1,0,34,4,5,4,0,308,5,0.38,3.45,6.91,2.0,8.8,56.3,6.0,68.8,4.35,0.314,3.47,1.41,-0.97,0.3,1,1800000,1800000.0
Jason Hammel,2014,Cubs,10,11,30,29,0,176.1,154,23,44,158,70,0,0,0,68,8,0,2,0,715,6,1.17,2.25,8.06,3.59,15.9,39.7,12.0,78.3,3.47,0.272,3.92,1.12,0.53,1.7,1,6000000,6000000.0
Jason Vargas,2014,Royals,11,10,30,30,1,187.0,197,19,41,128,82,0,0,1,77,6,0,4,1,790,1,0.91,1.97,6.16,3.12,11.0,38.3,8.2,74.5,3.71,0.299,3.84,1.27,0.65,2.2,4,32000000,8000000.0
Javier Lopez,2014,Giants,1,1,65,0,0,37.2,31,2,19,22,14,0,2,0,13,2,12,6,0,167,1,0.48,4.54,5.26,1.16,1.8,65.8,7.7,77.2,3.11,0.23800000000000002,4.33,1.33,-0.9,-0.4,3,13000000,4333333.333333333
Jerome Williams,2014,Astros,6,7,37,11,0,115.0,125,12,36,82,64,0,3,0,61,6,2,2,0,497,2,0.94,2.82,6.42,2.28,9.3,44.6,10.0,68.6,4.77,0.313,4.16,1.4,-1.33,0.4,1,2100000,2100000.0
Joaquin Benoit,2014,Padres,4,2,53,0,0,54.1,28,3,14,64,10,11,1,1,9,1,16,2,0,205,3,0.5,2.32,10.6,4.57,24.4,35.0,4.8,85.1,1.49,0.203,2.32,0.77,2.83,1.3,2,15500000,7750000.0
Joba Chamberlain,2014,Tigers,2,5,69,0,0,63.0,57,3,24,59,26,2,4,0,25,3,29,3,0,263,3,0.43,3.43,8.43,2.46,13.3,53.2,7.3,72.7,3.57,0.31,3.16,1.29,0.6,0.7,1,2500000,2500000.0
Joe Nathan,2014,Tigers,5,4,62,0,0,58.0,60,5,29,54,32,35,7,1,31,1,0,3,0,259,4,0.78,4.5,8.38,1.86,9.7,41.6,8.1,69.9,4.81,0.324,3.94,1.53,-0.56,0.1,2,20000000,10000000.0
Joe Saunders,2014,Rangers,0,5,14,8,0,43.0,65,9,24,23,37,0,0,0,32,2,0,1,0,215,0,1.88,5.02,4.81,0.96,-0.5,45.2,17.0,68.9,6.7,0.35700000000000004,6.6,2.07,-0.99,-0.7,1,1500000,1500000.0
Joe Smith,2014,Angels,7,2,76,0,0,74.2,45,4,15,68,16,15,4,0,15,6,18,3,0,285,4,0.48,1.81,8.2,4.53,18.6,59.1,8.0,82.8,1.81,0.214,2.85,0.8,2.74,1.0,3,15750000,5250000.0
LaTroy Hawkins,2014,Rockies,4,3,57,0,0,54.1,52,3,13,32,23,23,3,0,20,0,1,2,0,226,3,0.5,2.15,5.3,2.46,8.4,46.7,5.4,69.1,3.31,0.275,3.39,1.2,0.84,0.6,1,2250000,2250000.0
Manny Parra,2014,Reds,0,3,53,0,0,36.2,39,4,18,34,20,1,1,0,19,1,16,1,0,164,2,0.98,4.42,8.35,1.89,9.8,51.5,14.8,72.5,4.66,0.327,4.25,1.55,-0.23,-0.1,2,5500000,2750000.0
Matt Albers,2014,Astros,0,0,8,0,0,10.0,10,0,3,8,1,0,1,0,1,1,3,0,0,42,0,0.0,2.7,7.2,2.67,11.9,53.3,0.0,92.9,0.9,0.33299999999999996,2.73,1.3,0.17,0.2,1,2450000,2450000.0
Matt Garza,2014,Brewers,8,8,27,27,1,163.1,143,12,50,126,77,0,0,1,66,4,0,2,1,680,3,0.66,2.76,6.94,2.52,11.2,43.3,7.0,66.6,3.64,0.268,3.54,1.18,0.28,2.7,4,50000000,12500000.0
Matt Guerrier,2014,Twins,0,1,27,0,0,28.0,30,1,10,12,12,0,1,0,12,1,3,3,0,124,3,0.32,3.21,3.86,1.2,1.6,40.0,2.5,73.2,3.86,0.29,3.92,1.43,0.42,0.0,1,1000000,1000000.0
Matt Thornton,2014,Yankees,1,3,64,0,0,36.0,33,0,8,28,9,0,4,0,7,5,18,2,0,152,0,0.0,2.0,7.0,3.5,13.2,56.0,0.0,80.4,1.75,0.297,2.66,1.14,-0.4,0.7,2,7000000,3500000.0
Mike Pelfrey,2014,Twins,0,3,5,5,0,23.2,29,5,18,10,23,0,0,0,21,2,0,0,0,119,1,1.9,6.85,3.8,0.56,-6.7,43.7,15.2,61.9,7.99,0.28600000000000003,7.57,1.99,-1.44,-0.6,2,11000000,5500000.0
Oliver Perez,2014,Diamondbacks,3,4,68,0,0,58.2,50,5,24,76,25,0,1,3,19,7,15,2,0,256,3,0.77,3.68,11.66,3.17,20.3,44.4,10.2,75.7,2.91,0.313,3.23,1.26,0.32,0.6,2,4250000,2125000.0
Pat Neshek,2014,Cardinals,7,2,71,0,0,67.1,44,4,9,68,14,6,4,0,14,2,25,2,0,255,1,0.53,1.2,9.09,7.56,23.1,34.7,4.3,83.0,1.87,0.233,2.37,0.79,2.39,1.9,1,1000000,1000000.0
Paul Maholm,2014,Dodgers,1,5,30,8,0,70.2,82,8,28,34,44,0,0,1,38,3,0,3,0,311,2,1.02,3.57,4.33,1.21,1.9,54.4,12.9,67.8,4.84,0.311,4.96,1.56,-0.73,-0.6,1,1500000,1500000.0
Phil Hughes,2014,Twins,16,10,32,32,1,209.2,221,16,16,186,88,0,0,0,82,5,0,1,0,855,1,0.69,0.69,7.98,11.63,19.9,36.3,6.2,70.1,3.52,0.324,2.65,1.13,1.45,5.9,3,24000000,8000000.0
Rich Hill,2014,Red Sox,0,0,16,0,0,5.1,7,0,6,9,2,0,0,0,2,1,1,1,0,29,1,0.0,10.13,15.19,1.5,10.3,38.5,0.0,85.7,3.38,0.5379999999999999,3.69,2.44,-0.07,0.1,1,840000,840000.0
Ricky Nolasco,2014,Twins,6,12,27,27,1,159.0,203,22,38,115,96,0,0,0,95,5,0,1,0,695,5,1.25,2.15,6.51,3.03,11.1,41.8,11.6,69.7,5.38,0.35100000000000003,4.3,1.52,-2.29,1.0,4,49000000,12250000.0
Ronald Belisario,2014,White Sox,4,8,62,0,0,66.1,78,4,18,47,46,8,4,0,41,5,12,7,0,292,2,0.54,2.44,6.38,2.61,9.9,59.3,8.0,57.7,5.56,0.33899999999999997,3.54,1.45,-1.59,0.4,1,3000000,3000000.0
Ryan Vogelsong,2014,Giants,8,13,32,32,1,184.2,178,18,58,151,86,0,0,0,82,9,0,2,0,780,2,0.88,2.83,7.36,2.6,11.9,38.4,8.8,72.3,4.0,0.294,3.85,1.28,-1.07,1.4,1,5000000,5000000.0
Ryan Webb,2014,Orioles,3,3,51,0,0,49.1,50,2,12,37,21,0,0,1,21,1,11,2,0,207,1,0.36,2.19,6.75,3.08,12.1,48.7,4.5,69.8,3.83,0.31,2.95,1.26,0.84,0.7,2,4500000,2250000.0
Scott Atchison,2014,Indians,6,0,70,0,0,72.0,60,4,14,49,24,2,5,0,22,0,14,4,0,280,1,0.5,1.75,6.13,3.5,12.5,58.8,8.2,73.1,2.75,0.263,3.08,1.03,2.36,0.8,1,800000,800000.0
Scott Baker,2014,Rangers,3,4,25,8,0,80.2,82,15,14,55,49,0,0,0,49,2,0,3,0,332,0,1.67,1.56,6.14,3.93,12.4,25.3,11.5,63.6,5.47,0.272,4.78,1.19,-0.31,0.0,1,1000000,1000000.0
Scott Downs,2014,White Sox,0,4,55,0,0,38.0,36,2,20,25,24,1,1,0,21,0,7,2,0,165,1,0.47,4.74,5.92,1.25,3.0,62.2,6.7,60.2,4.97,0.28800000000000003,4.08,1.47,-0.46,-0.1,1,4000000,4000000.0
Scott Feldman,2014,Astros,8,12,29,29,2,180.1,185,16,50,107,86,0,0,1,75,11,0,5,1,765,6,0.8,2.5,5.34,2.14,7.5,46.9,8.9,71.6,3.74,0.29100000000000004,4.11,1.3,0.57,1.4,3,30000000,10000000.0
Scott Kazmir,2014,Athletics,15,9,32,32,2,190.1,171,16,50,164,81,0,0,1,75,4,0,1,0,777,9,0.76,2.36,7.75,3.28,14.7,43.8,7.8,71.1,3.55,0.285,3.35,1.16,0.19,3.1,2,22000000,11000000.0
Tim Hudson,2014,Giants,9,13,31,31,1,189.1,199,15,34,120,86,0,0,0,75,7,0,3,0,789,2,0.71,1.62,5.7,3.53,10.9,53.1,9.3,70.3,3.57,0.3,3.54,1.23,-0.49,2.0,2,23000000,11500000.0
Tony Sipp,2014,Astros,4,3,56,0,0,50.2,28,5,17,63,19,4,2,0,19,0,11,2,0,198,3,0.89,3.02,11.19,3.71,23.2,31.3,9.4,68.4,3.38,0.204,2.93,0.89,0.15,0.9,1,500000,500000.0
Wesley Wright,2014,Cubs,0,3,58,0,0,48.1,48,2,19,37,19,0,2,0,17,2,9,2,0,209,2,0.37,3.54,6.89,1.95,8.6,52.1,5.7,75.5,3.17,0.309,3.44,1.39,-0.09,0.2,1,1425000,1425000.0
Zach Duke,2014,Brewers,5,1,74,0,0,58.2,49,3,17,74,19,0,4,0,16,0,12,1,0,238,3,0.46,2.61,11.35,4.35,24.0,57.7,10.3,76.1,2.45,0.319,2.14,1.13,1.51,1.4,1,850000,850000.0
Zach Putnam,2014,White Sox,5,3,49,0,0,54.2,39,2,20,46,14,6,1,0,12,1,16,1,0,213,5,0.33,3.29,7.57,2.3,12.2,53.1,4.3,80.4,1.98,0.257,3.08,1.08,1.96,0.7,1,500000,500000.0
