Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Colby Lewis,2016,Rangers,6,5,19,19,1,116.1,103,19,28,73,53,0,0,0,48,3,0,0,0,472,1,1.47,2.17,5.65,2.61,9.5,34.1,11.1,75.4,3.71,0.24100000000000002,4.81,1.13,0.88,0.9,1,6000000,6000000.0
Craig Breslow,2016,Marlins,0,2,15,0,0,14.0,21,1,4,7,9,0,1,0,7,0,2,0,0,63,2,0.64,2.57,4.5,1.75,4.8,29.4,4.3,67.8,4.5,0.392,3.93,1.79,-0.39,0.1,1,1500000,1500000.0
Darren O'Day,2016,Orioles,3,1,34,0,0,31.0,25,6,13,38,13,3,2,0,13,1,10,2,0,131,0,1.74,3.77,11.03,2.92,19.1,34.2,17.1,85.0,3.77,0.26,4.57,1.23,1.13,0.1,4,31000000,7750000.0
David Hernandez,2016,Phillies,3,4,70,0,0,72.2,77,11,32,80,31,1,2,0,31,2,15,5,0,322,6,1.36,3.96,9.91,2.5,14.9,37.3,14.3,83.7,3.84,0.335,4.32,1.5,0.58,0.2,1,3900000,3900000.0
David Price,2016,Red Sox,17,9,35,35,2,230.0,227,30,50,228,106,0,0,0,102,7,0,1,0,951,4,1.17,1.96,8.92,4.56,18.7,43.7,13.5,73.6,3.99,0.31,3.6,1.2,0.68,4.4,7,217000000,31000000.0
Doug Fister,2016,Astros,12,13,32,32,0,180.1,195,24,62,115,98,0,0,0,93,7,0,1,0,779,10,1.2,3.09,5.74,1.85,6.8,45.3,11.8,72.1,4.64,0.299,4.75,1.43,-0.12,1.1,1,7000000,7000000.0
Edwin Jackson,2016,Marlins,5,7,21,13,0,84.0,92,14,41,61,56,0,0,0,55,1,0,3,0,373,6,1.5,4.39,6.54,1.49,5.4,40.2,13.6,68.2,5.89,0.305,5.36,1.58,-0.88,-0.3,1,507500,507500.0
Eric O'Flaherty,2016,Braves,1,4,39,0,0,28.2,39,3,11,22,25,0,1,0,22,2,3,2,0,136,3,0.94,3.45,6.91,2.0,8.1,54.0,10.7,56.5,6.91,0.36700000000000005,4.33,1.74,-1.62,-0.1,1,1750000,1750000.0
Fernando Rodney,2016,Padres,2,4,67,0,0,65.1,54,5,37,74,27,25,3,1,25,5,8,3,0,283,5,0.69,5.1,10.19,2.0,13.1,55.2,13.5,77.5,3.44,0.302,3.8,1.39,1.57,0.4,1,2000000,2000000.0
Gavin Floyd,2016,Blue Jays,2,4,28,0,0,31.0,23,4,8,30,14,0,1,0,14,3,6,1,0,124,4,1.16,2.32,8.71,3.75,17.7,42.2,10.8,70.4,4.06,0.24100000000000002,3.95,1.0,0.04,0.2,1,1000000,1000000.0
Hisashi Iwakuma,2016,Mariners,16,12,33,33,0,199.0,218,28,46,147,95,0,0,0,91,5,0,3,0,836,4,1.27,2.08,6.65,3.2,12.1,40.8,11.9,75.7,4.12,0.311,4.27,1.33,0.53,2.4,1,12000000,12000000.0
Ian Kennedy,2016,Royals,11,11,33,33,0,195.2,173,33,66,184,81,0,0,0,80,13,0,1,0,818,4,1.52,3.04,8.46,2.79,14.4,33.2,12.8,83.1,3.68,0.268,4.67,1.22,1.56,1.6,5,70000000,14000000.0
J.A. Happ,2016,Blue Jays,20,4,32,32,0,195.0,168,22,60,163,72,0,0,2,69,6,0,0,0,796,3,1.02,2.77,7.52,2.72,12.9,42.5,11.1,79.7,3.18,0.268,3.96,1.17,2.59,3.2,3,36000000,12000000.0
Jason Motte,2016,Rockies,0,1,30,0,0,23.2,28,6,8,24,15,0,0,0,13,2,6,1,0,109,0,2.28,3.04,9.13,3.0,14.7,42.7,20.7,77.7,4.94,0.319,5.68,1.52,-0.03,-0.3,2,10000000,5000000.0
Jeff Samardzija,2016,Giants,12,11,32,32,1,203.1,190,24,54,167,88,0,0,0,86,1,0,4,0,829,2,1.06,2.39,7.39,3.09,13.6,46.5,11.9,74.3,3.81,0.285,3.85,1.2,0.55,2.7,5,90000000,18000000.0
Jerry Blevins,2016,Mets,4,2,73,0,0,42.0,36,4,15,52,14,2,1,0,13,1,16,3,0,178,1,0.86,3.21,11.14,3.47,20.8,45.8,10.0,81.9,2.79,0.302,3.05,1.21,0.39,0.7,1,4000000,4000000.0
Jhoulys Chacin,2016,Braves,6,8,34,22,1,144.0,153,14,55,119,81,0,0,1,77,5,0,4,0,632,8,0.88,3.44,7.44,2.16,10.1,48.4,11.0,68.3,4.81,0.317,4.01,1.44,-1.04,1.7,1,1100000,1100000.0
Joakim Soria,2016,Royals,5,8,70,0,0,66.2,70,10,27,68,31,1,7,3,30,2,20,0,0,293,2,1.35,3.65,9.18,2.52,14.0,50.0,17.5,80.0,4.05,0.32299999999999995,4.36,1.46,-1.83,0.0,3,25000000,8333333.333
Joba Chamberlain,2016,Indians,0,0,20,0,0,20.0,12,1,11,18,6,0,0,0,5,1,0,3,0,82,1,0.45,4.95,8.1,1.64,8.5,52.9,7.7,79.7,2.25,0.21600000000000003,3.8,1.15,0.67,0.1,1,1000000,1000000.0
Joe Blanton,2016,Dodgers,7,2,75,0,0,80.0,55,7,26,80,23,0,1,0,22,2,28,4,0,315,3,0.79,2.93,9.0,3.08,17.1,32.5,7.4,82.0,2.48,0.24,3.33,1.01,2.06,0.9,1,4000000,4000000.0
John Axford,2016,Athletics,6,4,68,0,0,65.2,65,6,30,60,30,3,7,0,29,3,15,1,0,289,4,0.82,4.11,8.22,2.0,10.4,54.2,11.5,75.9,3.97,0.311,4.01,1.45,-0.93,0.3,2,10000000,5000000.0
John Lackey,2016,Cubs,11,8,29,29,0,188.1,146,23,53,180,74,0,0,0,70,9,0,1,0,748,4,1.1,2.53,8.6,3.4,17.0,41.0,12.9,76.2,3.35,0.255,3.81,1.06,1.03,3.1,2,32000000,16000000.0
Johnny Cueto,2016,Giants,18,5,32,32,5,219.2,195,15,45,198,71,0,0,1,68,8,0,1,2,881,3,0.61,1.84,8.11,4.4,17.4,50.2,8.4,78.0,2.79,0.293,2.96,1.09,4.62,5.5,6,130000000,21666666.67
Jonathan Broxton,2016,Cardinals,4,2,66,0,0,60.2,52,7,24,57,32,0,3,0,29,3,12,5,0,259,1,1.04,3.56,8.46,2.38,12.7,48.0,14.6,67.9,4.3,0.268,4.1,1.25,-0.87,0.1,2,7500000,3750000.0
Jordan Zimmermann,2016,Tigers,9,7,19,18,0,105.1,118,14,26,66,63,0,0,0,57,2,0,0,0,450,3,1.2,2.22,5.64,2.54,8.9,43.1,10.3,65.7,4.87,0.304,4.42,1.37,-0.1,1.3,5,110000000,22000000.0
Juan Nicasio,2016,Pirates,10,7,52,12,0,118.0,117,15,45,138,64,0,2,0,59,7,6,3,0,513,3,1.14,3.43,10.53,3.07,18.1,43.5,13.6,71.0,4.5,0.331,3.78,1.37,-0.03,1.4,1,3000000,3000000.0
Marco Estrada,2016,Blue Jays,9,9,29,29,0,176.0,132,23,65,165,73,0,0,0,68,4,0,1,0,723,5,1.18,3.32,8.44,2.54,13.8,33.5,9.9,75.8,3.48,0.23399999999999999,4.15,1.12,2.18,3.0,2,26000000,13000000.0
Mark Lowe,2016,Tigers,1,3,54,0,0,49.1,57,12,21,49,41,0,1,0,39,1,8,2,0,224,2,2.19,3.83,8.94,2.33,12.5,36.6,17.9,61.1,7.11,0.319,5.66,1.58,-0.5,-0.4,2,11000000,5500000.0
Matt Albers,2016,White Sox,2,6,58,1,0,51.1,67,10,19,30,44,0,4,0,36,3,13,1,0,237,4,1.75,3.33,5.26,1.58,4.6,48.6,16.4,60.0,6.31,0.326,5.8,1.68,-2.51,-0.9,1,2250000,2250000.0
Matt Belisle,2016,Nationals,0,0,40,0,0,46.0,43,2,7,32,13,0,0,0,9,1,4,3,0,186,2,0.39,1.37,6.26,4.57,13.4,47.2,4.5,78.8,1.76,0.285,2.84,1.09,0.59,0.7,1,1250000,1250000.0
Matt Thornton,2016,Padres,1,0,18,0,0,17.0,22,2,6,9,12,0,0,0,11,1,0,0,0,77,0,1.06,3.18,4.76,1.5,3.9,54.1,12.5,64.9,5.82,0.33899999999999997,4.85,1.65,-0.41,-0.1,1,1600000,1600000.0
Mike Leake,2016,Cardinals,9,12,30,30,0,176.2,203,20,30,125,101,0,0,0,92,7,0,1,0,757,7,1.02,1.53,6.37,4.17,12.6,53.7,13.5,65.6,4.69,0.318,3.83,1.32,-1.6,2.5,5,80000000,16000000.0
Mike Pelfrey,2016,Tigers,4,10,24,22,0,119.0,160,15,46,56,76,0,0,0,67,6,0,0,0,541,3,1.13,3.48,4.24,1.22,1.9,52.2,13.6,71.2,5.07,0.34700000000000003,5.15,1.73,-2.07,0.5,2,16000000,8000000.0
Neftali Feliz,2016,Pirates,4,2,62,0,0,53.2,40,10,21,61,21,2,2,0,21,1,29,1,0,218,3,1.68,3.52,10.23,2.9,18.4,37.9,19.2,85.4,3.52,0.24,4.53,1.14,1.01,-0.1,1,3900000,3900000.0
Oliver Perez,2016,Nationals,2,3,64,0,0,40.0,38,4,20,46,22,0,1,0,22,7,15,3,0,182,5,0.9,4.5,10.35,2.3,14.3,39.0,10.0,72.4,4.95,0.324,4.17,1.45,-0.32,0.1,2,7000000,3500000.0
Rich Hill,2016,Athletics,12,5,20,20,0,110.1,77,4,33,129,29,0,0,0,26,8,0,0,0,439,0,0.33,2.69,10.52,3.91,21.9,45.3,4.2,79.2,2.12,0.275,2.39,1.0,2.59,3.8,1,6000000,6000000.0
Ross Detwiler,2016,Indians,2,4,16,7,0,48.2,59,5,19,26,34,0,1,0,33,1,0,0,0,220,3,0.92,3.51,4.81,1.37,3.2,43.1,8.2,62.5,6.1,0.32,4.65,1.6,-0.56,0.3,1,1000000,1000000.0
Ryan Buchter,2016,Padres,3,0,67,0,0,63.0,34,4,31,78,20,1,1,0,20,2,20,3,0,247,3,0.57,4.43,11.14,2.52,19.0,20.6,5.1,76.6,2.86,0.22699999999999998,3.07,1.03,1.9,1.1,1,520000,520000.0
Ryan Madson,2016,Athletics,6,7,63,0,0,64.2,63,7,20,49,27,30,7,1,26,2,3,3,0,270,4,0.97,2.78,6.82,2.45,10.7,46.4,11.7,77.1,3.62,0.292,4.06,1.28,-0.69,0.4,3,22000000,7333333.333
Ryan Vogelsong,2016,Pirates,3,7,24,14,0,82.1,81,11,40,61,51,0,0,0,44,4,1,2,0,366,4,1.2,4.37,6.67,1.53,5.7,40.5,11.5,67.5,4.81,0.28,5.0,1.47,-0.75,0.1,1,2000000,2000000.0
Scott Kazmir,2016,Dodgers,10,6,26,26,0,136.1,133,21,52,134,71,0,0,0,69,7,0,3,0,590,5,1.39,3.43,8.85,2.58,13.9,40.8,15.0,74.4,4.56,0.298,4.48,1.36,-0.94,1.2,3,48000000,16000000.0
Shawn Kelley,2016,Nationals,3,2,67,0,0,58.0,41,9,11,80,19,7,2,0,17,0,13,2,0,224,2,1.4,1.71,12.41,7.27,30.8,36.4,13.8,83.8,2.64,0.258,2.97,0.9,0.98,1.1,3,15000000,5000000.0
Steve Cishek,2016,Mariners,4,6,62,0,0,64.0,44,8,21,76,21,25,7,0,20,4,9,2,0,258,4,1.13,2.95,10.69,3.62,21.3,43.9,13.1,83.0,2.81,0.242,3.57,1.02,0.5,0.9,2,10000000,5000000.0
Tommy Hunter,2016,Indians,2,2,33,0,0,34.0,35,1,8,23,13,0,1,0,12,2,1,1,0,139,0,0.26,2.12,6.09,2.88,10.8,49.5,3.7,73.4,3.18,0.324,3.06,1.26,-0.14,0.5,1,2000000,2000000.0
Tony Sipp,2016,Astros,1,2,60,0,0,43.2,52,12,18,40,26,1,1,0,24,1,12,0,0,195,0,2.47,3.71,8.24,2.22,11.3,36.0,19.4,83.0,4.95,0.32299999999999995,6.19,1.6,-0.79,-0.7,3,18000000,6000000.0
Trevor Cahill,2016,Cubs,4,4,50,1,0,65.2,49,7,35,66,22,0,1,0,20,5,4,3,0,284,3,0.96,4.8,9.05,1.89,10.9,56.6,18.4,84.6,2.74,0.24600000000000002,4.35,1.28,-0.26,0.0,1,4250000,4250000.0
Tyler Clippard,2016,Diamondbacks,4,6,69,0,0,63.0,54,10,26,72,27,3,3,3,25,1,25,2,0,262,5,1.43,3.71,10.29,2.77,17.6,31.0,12.7,80.6,3.57,0.28800000000000003,4.21,1.27,0.5,0.6,2,12250000,6125000.0
Yovani Gallardo,2016,Orioles,6,8,23,23,0,118.0,126,16,61,85,74,0,0,0,71,1,0,2,0,526,6,1.22,4.65,6.48,1.39,4.6,43.2,11.7,68.8,5.42,0.303,5.04,1.58,-1.38,0.6,2,22000000,11000000.0
Yusmeiro Petit,2016,Nationals,3,5,36,1,0,62.0,67,12,15,49,33,1,1,1,31,0,1,3,0,265,3,1.74,2.18,7.11,3.27,12.8,41.5,15.0,75.2,4.5,0.29100000000000004,4.81,1.32,-0.68,-0.2,1,3000000,3000000.0
Zack Greinke,2016,Diamondbacks,13,7,26,26,1,158.2,161,23,41,134,80,0,0,0,77,0,0,3,1,667,1,1.3,2.33,7.6,3.27,13.9,45.9,13.9,71.9,4.37,0.294,4.12,1.27,0.8,2.2,6,206500000,34416666.67
