"Name","Team","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","playerid"
"Fred Lewis","Giants","1.51","-8.86","10.37","7.02","0.69","0.98","2.04","20","0.78","0.76","4693"
"Cody Ross","Marlins","1.50","-9.25","10.75","6.84","0.58","1.01","1.25","17","1.45","0.04","1760"
"Jose Lopez","Mariners","1.48","-12.29","13.77","10.20","1.12","1.05","0.02","1","0.71","0.69","3114"
"Melvin Mora","Orioles","1.46","-11.00","12.46","16.77","1.63","1.09","2.64","6","0.81","0.53","157"
"Jorge Cantu","Marlins","1.45","-12.13","13.58","14.60","1.38","1.03","1.57","2","1.33","0.07","2521"
"Garret Anderson","Angels","1.43","-10.77","12.20","13.65","1.24","1.09","3.17","5","0.38","0.93","2"
"Chase Utley","Phillies","1.42","-11.90","13.32","30.58","3.00","1.02","","0","3.54","-2.15","1679"
"Jose Reyes","Mets","1.39","-12.22","13.61","26.08","2.68","0.96","","0","2.30","-0.85","1736"
"Alfonso Soriano","Cubs","1.30","-9.37","10.66","15.92","1.52","1.04","1.47","2","1.43","-0.19","847"
"Jeremy Hermida","Marlins","1.25","-9.65","10.90","3.12","0.32","0.99","1.12","11","0.19","1.07","7208"
"Adam LaRoche","Pirates","1.24","-10.34","11.58","12.50","1.26","1.09","1.01","6","1.09","0.04","1904"
"Ichiro Suzuki","Mariners","1.10","-12.42","13.53","15.21","1.60","1.04","1.93","1","0.58","0.48","1101"
"Melvin Upton Jr.","Rays","1.00","-10.60","11.59","9.23","0.91","1.01","1.23","3","0.52","0.46","5015"
"Evan Longoria","Rays","0.97","-9.37","10.34","9.90","1.04","1.03","1.32","1","1.77","-0.83","9368"
"Torii Hunter","Angels","0.93","-11.48","12.42","9.59","0.90","1.08","","0","1.01","-0.15","731"
"Jason Kubel","Twins","0.93","-9.02","9.95","10.89","1.13","1.04","1.82","19","0.80","0.09","2161"
"Edwin Encarnacion","Reds","0.91","-10.73","11.63","2.97","0.21","1.05","1.34","2","0.88","-0.02","2151"
"Geovany Soto","Cubs","0.84","-10.18","11.02","17.10","1.65","1.05","2.50","6","1.30","-0.50","3707"
"Brian McCann","Braves","0.84","-10.74","11.58","27.11","2.74","1.11","2.30","13","2.36","-1.61","4810"
"Magglio Ordonez","Tigers","0.73","-11.87","12.60","14.83","1.56","1.03","1.12","2","1.26","-0.55","248"
"Kosuke Fukudome","Cubs","0.69","-9.81","10.50","11.85","1.12","1.04","1.12","15","-0.47","1.14","3263"
"Casey Kotchman","- - -","0.68","-9.93","10.61","6.54","0.63","1.01","1.05","6","0.30","0.37","1930"
"Skip Schumaker","Cardinals","0.66","-9.68","10.34","-3.65","-0.32","0.99","1.46","12","-0.05","0.72","3704"
"Akinori Iwamura","Rays","0.66","-11.30","11.96","5.88","0.62","0.98","","0","-0.19","0.86","7781"
"Mike Cameron","Brewers","0.65","-9.38","10.03","10.15","1.07","1.02","0.24","1","1.26","-0.62","1070"
"Alex Rodriguez","Yankees","0.65","-11.36","12.00","28.28","2.87","1.09","","0","3.72","-3.13","1274"
"Mike Jacobs","Marlins","0.63","-9.64","10.27","11.15","1.07","1.02","1.63","16","1.06","-0.44","2231"
"Conor Jackson","Diamondbacks","0.62","-10.13","10.75","21.70","2.02","0.98","2.52","2","1.95","-1.32","5997"
"Jimmy Rollins","Phillies","0.56","-10.56","11.12","15.55","1.51","1.01","1.89","5","0.96","-0.40","971"
"Mark Reynolds","Diamondbacks","0.53","-10.70","11.23","12.82","1.31","0.98","2.13","2","0.77","-0.23","7619"
"Matt Kemp","Dodgers","0.51","-12.39","12.90","17.03","1.60","1.06","1.33","7","1.45","-0.96","5631"
"Jim Thome","White Sox","0.39","-11.16","11.55","17.02","1.64","1.02","1.01","10","1.88","-1.50","409"
"Ken Griffey Jr.","- - -","0.33","-9.72","10.05","3.19","0.30","1.00","2.74","7","-0.14","0.47","327"
"Bengie Molina","Giants","0.31","-11.73","12.04","0.99","0.10","1.12","2.87","11","0.13","0.14","24"
"Cristian Guzman","Nationals","0.29","-10.50","10.79","15.30","1.55","1.03","1.61","4","0.98","-0.70","728"
"Alexei Ramirez","White Sox","0.27","-9.10","9.37","9.95","0.98","0.97","0.35","2","0.26","0.02","5133"
"Yunel Escobar","Braves","0.23","-10.36","10.59","-0.59","-0.02","1.00","1.63","5","0.29","-0.06","4191"
"Jhonny Peralta","Indians","0.20","-12.24","12.45","2.45","0.27","0.99","2.21","3","0.93","-0.72","1738"
"Hunter Pence","Astros","0.18","-11.84","12.02","2.08","0.18","0.98","2.20","2","0.06","0.12","8252"
"Luke Scott","Orioles","0.15","-9.24","9.40","5.30","0.48","1.00","1.66","21","0.94","-0.78","3469"
"Derek Jeter","Yankees","0.14","-11.02","11.16","13.87","1.44","0.95","","0","0.47","-0.32","826"
"Ryan Garko","Indians","0.12","-9.91","10.04","8.65","0.86","1.00","2.29","7","-0.33","0.45","6319"
"Casey Blake","- - -","0.03","-10.12","10.15","6.74","0.59","0.96","1.35","3","0.64","-0.61","719"
"Shane Victorino","Phillies","0.01","-11.91","11.92","9.90","0.98","1.01","1.47","8","1.08","-1.06","1677"
"Placido Polanco","Tigers","-0.03","-11.46","11.43","2.73","0.22","1.05","1.75","2","0.27","-0.30","1176"
"Michael Young","Rangers","-0.04","-12.11","12.07","4.78","0.41","0.96","4.38","1","0.26","-0.31","1286"
"Alex Gordon","Royals","-0.05","-9.60","9.55","8.01","0.79","0.96","","0","0.43","-0.48","5209"
"Chone Figgins","Angels","-0.09","-8.73","8.63","-5.15","-0.50","0.99","2.28","1","-0.76","0.67","1580"
"Alex Rios","Blue Jays","-0.11","-12.78","12.67","6.91","0.63","1.02","2.81","2","0.72","-0.83","2090"
"Ramon Hernandez","Orioles","-0.25","-9.42","9.17","-7.91","-0.77","1.05","1.70","10","-0.80","0.55","918"
"Jermaine Dye","White Sox","-0.34","-12.30","11.96","12.68","1.09","1.00","10.91","1","2.29","-2.63","911"
"Jacoby Ellsbury","Red Sox","-0.36","-10.60","10.24","-6.63","-0.75","0.99","1.93","1","-0.24","-0.12","4727"
"Ryan Theriot","Cubs","-0.37","-11.34","10.97","-2.79","-0.18","0.97","1.75","6","-0.16","-0.23","3811"
"Gregor Blanco","Braves","-0.40","-8.04","7.64","2.12","0.21","0.97","1.20","9","-0.04","-0.37","3123"
"Jose Guillen","Royals","-0.40","-12.48","12.08","-6.71","-0.62","1.03","1.81","2","-0.20","-0.19","57"
"Aaron Rowand","Giants","-0.42","-11.94","11.52","-2.26","-0.16","1.08","2.76","3","-0.05","-0.34","254"
"Adam Jones","Orioles","-0.60","-9.79","9.20","-13.33","-1.26","1.03","1.41","2","-0.95","0.37","6368"
"Freddy Sanchez","Pirates","-0.65","-10.36","9.70","-7.22","-0.70","0.98","0.99","13","-1.42","0.75","1624"
"Orlando Cabrera","White Sox","-0.69","-12.35","11.66","-13.53","-1.30","0.98","2.51","1","-1.44","0.73","766"
"Paul Konerko","White Sox","-0.74","-9.45","8.71","-5.73","-0.63","1.00","5.19","1","0.07","-0.81","242"
"Nick Swisher","White Sox","-0.74","-10.63","9.89","-4.59","-0.52","0.99","2.67","5","-0.87","0.13","4599"
"Chris Young","Diamondbacks","-0.82","-13.25","12.43","-5.47","-0.56","1.01","0.31","2","-0.14","-0.67","3882"
"Brandon Phillips","Reds","-0.84","-11.77","10.92","-2.90","-0.24","1.03","0.77","1","-0.58","-0.23","791"
"Robinson Cano","Yankees","-0.87","-11.33","10.47","-19.97","-2.00","0.98","2.02","3","-1.15","0.27","3269"
"Daric Barton","Athletics","-1.02","-8.91","7.89","-5.92","-0.59","1.03","2.33","8","-1.31","0.32","5928"
"Lyle Overbay","Blue Jays","-1.17","-12.10","10.93","5.49","0.53","1.02","0.97","3","0.00","-1.14","1617"
"Delmon Young","Twins","-1.20","-11.51","10.31","-12.76","-1.28","1.03","1.81","1","-1.23","0.06","2140"
"A.J. Pierzynski","White Sox","-1.24","-10.15","8.91","-8.44","-0.80","1.00","2.85","7","-1.48","0.24","746"
"Jack Hannahan","Athletics","-1.24","-8.96","7.73","-10.89","-1.06","1.07","1.10","9","-0.48","-0.67","3692"
"Adrian Beltre","Mariners","-1.28","-12.25","10.96","-0.57","-0.02","1.10","2.73","1","0.73","-1.90","639"
"Corey Hart","Brewers","-1.33","-13.24","11.92","-3.51","-0.30","1.05","0.53","1","-0.07","-1.18","1945"
"Kevin Kouzmanoff","Padres","-1.48","-14.44","12.95","2.88","0.15","1.13","","0","-0.25","-1.07","5995"
"Lastings Milledge","Nationals","-1.54","-11.52","9.97","-10.49","-1.06","1.08","1.56","4","-0.18","-1.25","6441"
"Miguel Tejada","Astros","-1.59","-12.32","10.73","-15.92","-1.64","0.99","2.42","2","-1.16","-0.44","941"
"Marco Scutaro","Blue Jays","-1.62","-10.70","9.08","-3.45","-0.38","1.03","1.81","4","-1.09","-0.48","1555"
"Jason Kendall","Brewers","-1.62","-10.12","8.50","-7.92","-0.86","1.01","3.36","2","-1.21","-0.40","993"
"Willy Taveras","Rockies","-1.63","-9.83","8.20","-16.11","-1.46","0.97","1.73","17","-1.47","-0.22","1876"
"James Loney","Dodgers","-1.67","-12.89","11.22","-2.31","-0.24","1.06","2.81","5","-0.04","-1.54","4556"
"Mark Ellis","Athletics","-1.82","-10.02","8.20","-13.58","-1.43","1.07","2.02","2","-0.81","-0.89","1443"
"Edgar Renteria","Tigers","-1.84","-10.32","8.48","-2.20","-0.27","1.02","2.57","1","-1.02","-0.78","1178"
"Kurt Suzuki","Athletics","-1.86","-11.68","9.82","-7.02","-0.67","1.07","1.91","8","-0.91","-0.83","8259"
"Kevin Millar","Orioles","-1.98","-11.64","9.66","-5.90","-0.58","1.07","1.64","2","-0.67","-1.19","529"
"Garrett Atkins","Rockies","-2.01","-13.91","11.90","-7.27","-0.84","1.09","1.80","2","-0.04","-1.81","1790"
"Mark Teahen","Royals","-2.23","-11.03","8.80","-23.09","-2.27","0.93","","0","-1.68","-0.70","4511"
"Felipe Lopez","- - -","-2.33","-10.47","8.14","-5.60","-0.57","1.03","0.88","12","-0.24","-2.01","1311"
"Bobby Crosby","Athletics","-2.39","-12.41","10.02","-21.63","-2.14","1.09","","0","-2.72","0.52","1818"
"Michael Bourn","Astros","-2.45","-9.22","6.77","-19.26","-1.97","0.98","0.91","11","-2.02","-0.49","6387"
"Yuniesky Betancourt","Mariners","-2.57","-12.31","9.74","-24.70","-2.57","1.08","1.73","2","-1.31","-1.07","8585"
"Carlos Gomez","Twins","-2.74","-11.62","8.88","-16.91","-1.67","0.99","","0","-1.43","-1.34","4881"
"Jeff Francoeur","Braves","-3.88","-13.87","9.98","-38.88","-3.91","1.09","1.09","4","-2.39","-1.16","4792"
